F0,F1,F2,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49
-0.013863084902251811,-0.011076533902831687,0.0023507605386482973,0.01640237998169832,-0.011891297835436477,-0.007524059845534883,-0.01578812642981593,0.004047023396546156,-0.007342382102286932,-0.010997501995499136,0.006435529046146221,-0.005727622892252455,0.013624697470406524,0.0004583703022280513,-0.014468901327525244,-0.013168652241387769,-0.0021178823838189577,-0.011615542195075853,-0.0012919452294996902,-0.0058463473791439445,0.02095191938671787,-0.012246586314101159,-0.019959932677272203,-0.024849045544851425,0.012522999823372216,-0.017589730349392707,0.008056310038258994,-0.007813833314976851,0.01170773068435375,-0.013088086144735611,-0.021523511370810457,-0.0003518432267399163,-0.013184789457067858,0.0027329883817801695,-0.001448636860741988,-0.0001271687026443077,-0.016699884236584615,-0.01867157719390478,0.023032387641792298,-0.0008618861088691454,-0.009745047295467615,0.0006797414701416712,-0.015863275234247454,0.002232923341944237,0.0012465886008556494,0.0006232208546401903,-0.0021332463321251265,-0.0033182371155006988,-0.0008303613781985588,0.021541953898331936,0.014280363284102891,-0.024762936660798148,-0.02574315131225705
-0.020211576466780613,-0.013260578658676598,-0.0011883374682899852,-0.004640032220042123,-0.019583235595423874,-0.027983042205965678,-0.00795160746044972,-0.025044612647372896,-0.028129827077079735,0.000569814320117992,-0.01491538831255977,-0.010520646323208382,0.0018864782890966763,-0.004646800349633268,-0.020985037065404326,-0.0014273074765373747,0.001622745717309546,0.007440292231050784,-0.006030683068925171,-0.02881362513515665,0.0397690389513151,-0.02697124714191751,-0.018954862658381064,-0.034523486469669705,-0.00886593264787644,-0.03296975347487842,-0.0024706806968749404,-0.018450798813384257,0.008828174292924406,-0.0007454414641959766,-0.01895205775576463,0.007093595701553445,-0.007105568036145654,0.014556456874120096,-0.03284142594089573,0.010845201261296138,-0.028735841596578684,-0.002180148231326072,0.010834572165300016,-0.01197568532345704,-0.016276846048763723,0.011649929736721814,0.0026397839756864532,0.007978314046441316,0.0008178919186990652,0.010927519442871032,-0.011665781371208259,-0.03130113741077286,0.014957865709815017,-0.00445875903735207,0.0031854177519788822,-0.022566852958582535,-0.029596323360393542
-0.012487181966163432,-0.011423295932632879,0.011217399857183449,-0.01589785847392518,-0.018618623497516768,-0.05149739112923078,-0.014536628611756879,-0.038678852616622406,-0.04334162376527355,-0.0399334333931368,-0.053471847582862095,-0.012138050396082687,-0.007886330797079953,-0.005787171039825696,-0.06603436488782612,0.0039266457885057905,0.026173023405554732,0.0015909928447270212,-0.024049784932703964,-0.02821427890413457,0.049533690730203625,-0.04215560311740833,-0.027850624530927834,-0.06567777905693054,-0.022156253208242282,-0.03717527686318052,-0.05482904070936095,-0.03271506943443781,-0.02506264099219751,-0.012018047797056378,-0.044451839123595224,-0.014050733376888747,-0.024661772908406206,0.013609987134354611,-0.05948749280187859,-0.000886777079247959,-0.023427325062629154,-0.012062572648433995,0.000996201424900492,-0.036485528104279054,-0.020002518275298063,0.018575633507261057,0.004136777209058141,-0.012474212235896256,0.00047571812235621227,-0.012426482950917174,-0.032374293847821804,-0.02816474493205755,0.0019903961313361283,-0.008349777011857174,-0.014275934794051938,-0.04351738091988775,-0.024605032938243745
-0.018393563626657457,-0.008644504418924687,0.004738661152836214,-0.049174177596624465,-0.0463663778211775,-0.09165297941956377,-0.016587531151233674,-0.07752552843584558,-0.06149502691895631,-0.0971678187849879,-0.1055190149871377,-0.033489390597573415,-0.044630087949081174,-0.026976626735276694,-0.12022979588700444,-0.005695636407497987,0.0018691076720312807,-0.052590288711390654,-0.0605220106695051,-0.07745869892028973,0.02983864896761179,-0.062561977778242,-0.05326862622596424,-0.10484216954880775,-0.06671639961235759,-0.08721429543755951,-0.12571396068552473,-0.05976394906780579,-0.0457960632894573,-0.0437377069782027,-0.0927372866731499,-0.03816714492565703,-0.04475138122658881,-0.007657521494181358,-0.10409304787876071,-0.01740070089806579,-0.0478647714466307,-0.034801012902569206,-0.018048745673452774,-0.08951271834622196,-0.037955316035769716,-0.000845220722924025,0.014298896088284021,-0.0455985354385707,-0.03848909597142068,-0.042129256154457395,-0.07102343860663145,-0.03766478991236822,-0.02905336330579923,-0.031877619376799594,-0.0552991295736617,-0.08309382141629351,-0.02280832359277795
-0.014484138294528753,-0.007733487450793317,-0.002997742110625583,-0.14796534295232405,-0.12641248209187042,-0.1568792635762512,-0.05546318353343755,-0.16771481670190455,-0.11100710765757743,-0.18421303472539438,-0.2219875514004013,-0.04630496309985018,-0.15472608389516337,-0.059994987382704486,-0.25321336072336875,-0.04311287746809871,-0.039884853939951115,-0.122863650505498,-0.1526460665190514,-0.17507477886657627,-0.028648493580433584,-0.09228102666572548,-0.08616052625464826,-0.20233501468268547,-0.10792919242200417,-0.15649757470449707,-0.24363339497182795,-0.12163273452340652,-0.09229240914667117,-0.0908333343994763,-0.2189396826249101,-0.11281708040691829,-0.09217600851255815,-0.06104954169689524,-0.25025843098338346,-0.09467376070809971,-0.11913549884499454,-0.1363238288811502,-0.05600458092416779,-0.18517077841502322,-0.07999036264109961,-0.04131476420952306,-0.014622456301720231,-0.10500743090316834,-0.12245545702360201,-0.10021962900470102,-0.14038343046128998,-0.09997151822531392,-0.10160872260557158,-0.08542074400664852,-0.11516808804534427,-0.17776125689678493,-0.08558811115816503
0.0021775830212971844,-0.012774821228917954,0.004815061563406038,-0.3667507604094223,-0.29869306350646485,-0.28405784573887544,-0.16705320224667541,-0.3589520598015069,-0.2553558409392532,-0.38168170256384487,-0.4429481900778857,-0.17242687009861224,-0.3139957205419655,-0.16100152027399856,-0.5217030933558637,-0.15758034403445076,-0.12612308750798917,-0.26389455180689053,-0.34007133469671524,-0.38026543144642305,-0.0855111956898478,-0.25708472895649703,-0.19253097833951105,-0.3978714462871352,-0.22500876602214115,-0.353286253724674,-0.5063347098297165,-0.24578847660789446,-0.20176225167138773,-0.17488256156174922,-0.46865592213329726,-0.2568474322919301,-0.26742343093682813,-0.15086559754456522,-0.5182591113616822,-0.22190196771391624,-0.2846477652978827,-0.3317217159480721,-0.1603013924462434,-0.37359846159745885,-0.20262538571607983,-0.14119508558626193,-0.05390470283126599,-0.25853958556248585,-0.2941892279651324,-0.19388255727225737,-0.25501622775392674,-0.28398380797594447,-0.2489868080734377,-0.21378532736922012,-0.31383531161168543,-0.3303592390933803,-0.27978727254996694
0.0019146578194349933,-0.018751863161847515,-0.004177534563408377,-0.705838491496288,-0.5980088161010235,-0.5980057973526284,-0.42337480049736786,-0.6982876211652705,-0.5355155695748991,-0.6880937414767438,-0.803096520917052,-0.39097893805941214,-0.6193108405773421,-0.3420367511671857,-0.848221975934717,-0.3517248778984242,-0.35005553980993087,-0.4870119630219546,-0.61621512749861,-0.7087217545973197,-0.24063576073953663,-0.5797904169746021,-0.42391053730674505,-0.7091769110850656,-0.4657177305247009,-0.6684093980280789,-0.8242289743328396,-0.5250639699380826,-0.4579097117829221,-0.3488268181959572,-0.7806189887100261,-0.5732687453159728,-0.6070989344084885,-0.3373472817308679,-0.8304853705935522,-0.484000859115468,-0.5893395827483601,-0.6786122110478594,-0.4165375240913453,-0.7013698167592587,-0.43495773358642636,-0.3377869336755737,-0.17231386900254037,-0.5672204612295881,-0.5909944319495136,-0.4081774953748812,-0.5046699915938182,-0.6106036994572289,-0.5232907346107157,-0.4314698530964254,-0.6520452902312559,-0.6375252596259765,-0.5822162932274618
0.003944831634224288,-0.013214346376189363,0.016126740973370402,-0.9405611917302521,-0.8817183069825197,-0.8975052173273659,-0.7544418763462339,-0.9266847612508988,-0.845521122481076,-0.9246721468853362,-0.971747288093075,-0.7198414928910254,-0.8868509957658556,-0.6283658093157164,-0.9797336825699454,-0.6408314622139236,-0.7150440542384212,-0.7597567434211123,-0.8803028785504341,-0.9301231371478026,-0.5404940557131559,-0.8685578519469525,-0.7097902644333439,-0.9350202479740293,-0.7694413434159865,-0.9267322431892879,-0.9749707561660437,-0.8402584744719853,-0.7955760948306927,-0.612539543286662,-0.9581696053898261,-0.8808219477630743,-0.8931013196775132,-0.6401224655909589,-0.97431262060489,-0.792009083706512,-0.869655491874932,-0.9267240790962004,-0.7446847574594833,-0.9350533545758799,-0.736441671451402,-0.6533120259949821,-0.41444952245969696,-0.8649616521825274,-0.8652249014963532,-0.696369550021807,-0.8166869475689235,-0.9142317942283269,-0.8264193985678203,-0.7498116042827089,-0.89742702017309,-0.9143460457252931,-0.8697738177297357
0.005062484700388731,0.00011793116605563913,0.012100014734173466,-0.9829160665909026,-0.9701639671466017,-0.9802966020665924,-0.9214259027266042,-0.980334962574798,-0.953388487547588,-0.9801382986256942,-0.9937051950150596,-0.8821774607114381,-0.9689543004045645,-0.830148538563909,-0.9958591676373684,-0.8271115848415154,-0.9267152255650589,-0.9109885377113579,-0.9588608665158368,-0.9822689420041323,-0.7913606360473453,-0.9590729968726462,-0.8613071309480548,-0.9845661108624106,-0.9258071866964379,-0.9829785617447336,-0.9953304292107363,-0.9528627546841245,-0.9525058943434312,-0.7775266172375519,-0.989599229101099,-0.9724741953976903,-0.9698804783642361,-0.8570793771715813,-0.995011586948338,-0.9374279812037086,-0.9571975492343607,-0.9837853509765538,-0.9213304188793777,-0.983383140506594,-0.9123916805821701,-0.8600968303936307,-0.6831371613482417,-0.9558440582279393,-0.9569375286655023,-0.8614810178039334,-0.9380409474440624,-0.9831138395572319,-0.9360768104589515,-0.9002924166786143,-0.966236484655034,-0.9858679081671956,-0.9635719511570158
-0.013025897463601837,0.0037511185204148227,-0.004564366977886917,-0.9880320162188609,-0.9848417932682123,-0.9898369661363386,-0.9532443294665769,-0.9866873096791297,-0.9694312583488616,-0.9867360730004167,-0.9959251689718356,-0.9291630117655801,-0.9809446919671032,-0.8919021819481738,-0.9972735533336482,-0.8853521349654759,-0.9635960265711704,-0.9472680136781751,-0.9715355744318158,-0.9899573485064407,-0.8817867870624365,-0.9714863332855417,-0.8978476981669369,-0.990536699937595,-0.9554479613358555,-0.9899225913053873,-0.9970403635173407,-0.970562520426593,-0.9772250307307124,-0.8361064446055372,-0.9936192122361888,-0.9846858421668082,-0.9794685085864684,-0.9194345677671681,-0.9971361815828769,-0.9652074259872604,-0.9715721325384111,-0.990871913576868,-0.9553171361959911,-0.9899618185972262,-0.9507556385118222,-0.9205960994495818,-0.8021351310719562,-0.969655079977746,-0.9701480109904037,-0.9008973608150227,-0.95861243511415,-0.9902350410804246,-0.9563697197681515,-0.9320336327214667,-0.9782138126033422,-0.993063656102631,-0.9773816237453989
