F0,F1,F2,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49
0.01331693886825875,-0.0030947167214757446,0.01774533651021296,0.01582668710201004,0.015455579622321365,-0.00871914235988383,0.016624207374512166,0.004312954187113849,0.028576049371771526,0.004542645820416366,0.0031208872934283993,0.00731218314472394,0.018354020923064932,0.019354579642786418,-0.002391085235885918,0.02193870060653448,-0.019631794081898996,-0.00592068744418035,0.015106114571761527,0.01155827085881889,-0.016085741517375664,0.019534659005125295,0.0021754878873380965,-0.0020202133369000208,-0.004116505904695152,0.004160414458123275,0.00857149397556013,0.004556723740749027,-0.010555334287766994,-0.02045890052077052,0.002117717725572354,0.035226390288003354,0.022299435559035952,-0.00669623478186688,0.02302666600310449,-0.009522373462463485,0.02356242744658375,-0.009480369967584706,-0.013045670009971772,0.02369369551687713,-0.026473463729505046,-0.015315502648839976,-0.0005277956344187741,-0.0006900113928727782,0.004206200427451748,0.0004287435194595388,-0.011714105268873598,0.02055263038240819,0.012277206678682632,0.010403503063434271,-0.017371943406459586,0.005313860572343609,0.0280906055946127
0.005293015050833169,0.009008073541161343,0.008262017438126986,0.03802881173484674,0.030769137694977983,0.002245333175677055,0.028138114765228633,-0.001474212383052644,0.043361903309595086,0.026230659274897324,0.03682149559607327,0.03118729204731417,0.0347632874863841,0.021225815774416592,0.03761114094521952,0.04004468308487935,-0.015254730993686837,-0.01565840340328509,0.029314113616121452,0.04087656426002937,-0.002591077744600476,0.03792038303506948,0.0199229480192301,0.029397209598370132,-0.004463608374973583,0.04140914961469391,0.047477295287695696,0.042684512145561425,-0.007476417649315011,-0.010391489338939762,0.01438257412194092,0.04247136796316928,0.031112146092499748,-0.018580057281706763,0.031159629554106383,-0.011154481546609916,0.014705456490755641,-0.02378962455336441,-0.009604359752359872,0.04183712737786423,-0.015827367618683925,-0.006169501449042679,0.019764913549189928,-0.002352053115639292,0.00629004173985533,-0.021667954141314227,0.001612957649992951,0.018096586521801933,0.014592797769827585,0.01794026408732087,-0.003807977923552054,0.0020627337251913585,0.0374849199893901
0.005762052325378225,-0.0014862977791949292,0.012515721065498541,0.08687899576312434,0.05250532573342759,0.01276102543426139,0.014229905472785876,0.027529350829845423,0.03208964910356982,0.05565213847259807,0.09875160886141596,0.05175311050875353,0.06851967058807984,0.046208465250853946,0.09015137844962934,0.0314525491257329,0.0003341960082401303,0.0017923784449652175,0.06112975474128209,0.06207953293484441,-0.016149582857013477,0.0576880147296847,0.03451126684422907,0.05711727202549399,0.013737434568405356,0.10500889636690149,0.10987015206726956,0.06088480319988758,0.030711949600243326,0.020246006208931532,0.06691463841942397,0.07464023459703129,0.06693099059453785,-0.0009019336062832312,0.045122804081006634,0.010765043487795407,0.03841494380910812,0.0041245749612143804,0.003597619240644863,0.10169586584465481,-0.0059423953438766585,0.038035600200832465,0.014936447964512415,-0.00879209968366102,0.04612803016224379,-0.005350487989741744,0.017259678731679332,0.05212815060401472,0.029798178798229435,0.031965324731777316,0.028144453960124705,0.005266308882986385,0.049598799927825024
-0.0005520628868855027,-0.0007900750726985157,0.005744674933166158,0.18074387982091064,0.12416330736055307,0.07565230478464456,0.0746838438596158,0.08336705813858804,0.07407355440435087,0.12700319422722123,0.20156583854042293,0.08151358128238927,0.13325085805341969,0.06787684744034203,0.19727437617576263,0.045611732052994645,0.03720234158644411,0.046389062450147525,0.1258103182511264,0.16309553431078214,0.020193902399864988,0.13948161168734177,0.10377789352181173,0.11410996893632162,0.04811376393539769,0.17090653737479602,0.2073882189818072,0.13436357431651524,0.08447304382052213,0.049706100499654314,0.16354039089911912,0.0971256161680447,0.12187905267819042,0.021252105231053853,0.14651545385364825,0.03919006211559271,0.0899972154133061,0.06352600036120935,0.0393928358402944,0.18469884950153329,0.01903763022882179,0.06475704306477811,0.029177302263594915,0.02816256013133356,0.14065270520391102,0.031633005747522286,0.08324890832670778,0.12029521511910964,0.0794048640655998,0.08782879985322603,0.10094340501632552,0.06985055642695549,0.09299547484748727
-0.005647110946985742,0.011160942251518065,0.01565719152210925,0.3439648406542564,0.27217143198991556,0.20076570642836258,0.19225768680775313,0.21801713086005747,0.16429917583980286,0.2763117356441976,0.41264157071688723,0.18093407150991087,0.26012868779498194,0.15403393678050406,0.41789997129827217,0.12752322273860733,0.12941986677304618,0.13742389154284343,0.2571671321338678,0.3266832587795442,0.09358566097467332,0.25373704133906,0.20584865847523437,0.2613733118061179,0.17303067074864809,0.3258514916021067,0.4081206103447759,0.27171014243896013,0.16683908276420356,0.11821505760006049,0.3639771944724087,0.2194369412119758,0.27438854188303147,0.0897474734414359,0.3702318424037455,0.142874147354505,0.23160147759501573,0.22019598597884943,0.13059043640356635,0.3537424569569917,0.10575667319482485,0.129752463936267,0.07583064123352501,0.12923334854778826,0.29033326527215964,0.11820628360482942,0.181651750920683,0.23421451612502972,0.19077383514617957,0.18753117218091744,0.25782660663153484,0.21092688497058107,0.2128503982793266
-0.013577935248547784,0.004890353707213108,0.010108276132036001,0.6570091335359062,0.5289090961776586,0.47751608672321094,0.4206371005690634,0.529500645679022,0.39806134658232006,0.5603427018331486,0.7278046824673718,0.36654011128764524,0.5265620280701996,0.3212662166433855,0.7489591743384596,0.2937475651686373,0.3408529000156501,0.34174063099557495,0.5391114075901277,0.6149385143395566,0.23054039319773553,0.49776910472107233,0.38851054699843246,0.567917367818293,0.401389835222485,0.6144176918405695,0.7373508147442244,0.5038377399095283,0.40839591943133907,0.2644429770460949,0.6884577870198592,0.46218529098695676,0.554447736507401,0.2513616089528684,0.7263023561345421,0.3747275833505907,0.4981672405296697,0.5286680556848636,0.3311633570870046,0.6479468151768961,0.2878132754609879,0.28946662424974934,0.167849971494456,0.40257355393977773,0.5476385466916301,0.29878629763280456,0.3982530430501977,0.5257871697826606,0.4047578913431587,0.39306652275072346,0.5572364994663994,0.521211903382325,0.45444785452020514
-0.02679079583594993,0.0023244777141026643,-0.0014208300964280943,0.9096974082797427,0.8359730471889921,0.8361966939980111,0.7101896181609764,0.8583660499676555,0.7484507874691559,0.8734803971978573,0.9511171718762337,0.6596952731787709,0.8354832693600128,0.6100468045237107,0.9618552777873718,0.5569341355915503,0.6638661232945866,0.6584832096611916,0.8362070686530824,0.8940465605951965,0.4800976912856275,0.8059257212703278,0.6519893405713838,0.8866462188335306,0.72333712452692,0.889658381824915,0.9530967580143688,0.8001467852245875,0.7437980423695926,0.5171364695858328,0.9284807526744291,0.8077654611675374,0.8469622223940857,0.5383364175495828,0.952822943677782,0.7178575413699454,0.8173847580012522,0.870652516084211,0.65193481854912,0.9040344616769874,0.6357082907299797,0.5794248878353048,0.393331816556795,0.7752253377663263,0.8286020153164213,0.6017972501117106,0.7379606093706808,0.8547767845866879,0.7237479620904483,0.6898546734049115,0.8609342989098164,0.8560257239276734,0.79852317053432
-0.026621370535123187,0.003768936902298726,-0.008468728427705713,0.9783375803565856,0.9618157435730851,0.971170228566231,0.9033220543085468,0.972142766581899,0.9347260103814765,0.9733669532934992,0.9916281579204772,0.8646914223208958,0.9569990760143396,0.8141874389512945,0.9944059637307717,0.7845714064383345,0.9050157527755214,0.884126835244029,0.9513685908926284,0.9771900760705137,0.750406082579727,0.9450801952908643,0.837088502264028,0.9788140269988479,0.9108342719535436,0.9770813854901673,0.9931941745184537,0.9417238016041635,0.9360211759824842,0.7406471666922263,0.9867190063526722,0.9616444600463934,0.9602257404843273,0.8150800936769879,0.9929831342200351,0.9173636418366484,0.9483538054253089,0.9767353591003313,0.8934708548950475,0.9794174299419796,0.8833057173620327,0.8322026472260868,0.6492576495825025,0.9422627159059009,0.9480412299020323,0.8198655450078128,0.9215812311386089,0.9750381685729312,0.9142749048183466,0.8767744154002195,0.9611127972278611,0.978645662297555,0.9498215256749606
-0.03467612593021879,0.0029161938175742332,0.0035677483510082454,0.9870479782291107,0.9826631019369404,0.9887987012863699,0.9508943607871048,0.9856669103030896,0.9676015506113836,0.9864099271030501,0.9955701176166204,0.9247564856866625,0.9781171421149936,0.8837836107198146,0.9971836595824688,0.8792914896444048,0.9598069940736307,0.9425756994161242,0.9699064459456308,0.9891066437078784,0.8711085938761461,0.97036970131586,0.8964494935349934,0.9899889804192418,0.9531739491178925,0.9891793737256407,0.9968522720564362,0.9664974854636963,0.9745989230719193,0.8236051178932627,0.9931041571082685,0.9832769296864878,0.9789564742383179,0.9137305510379172,0.9967778313890727,0.9626688737878977,0.9699649844206165,0.9899417165937836,0.9506430927543738,0.9891325151190065,0.9467385020459018,0.9139031188806046,0.7911152827853448,0.9692065657438846,0.9682508885970251,0.8900694723944244,0.9541698888361605,0.9895126755660708,0.9521629307935802,0.9301942396111265,0.976053018000586,0.9925063332587282,0.9762653071033038
-0.02865074101523214,0.007899610260577538,-0.00043427597728197824,0.9880853148634124,0.9865940002195319,0.9911414280685569,0.9579235189450173,0.9874962779040188,0.972076540001397,0.9877400186990818,0.9961817206691852,0.9325544483195285,0.9815242786550791,0.9005261576589302,0.9975290251815147,0.8974033231177256,0.9687676217965618,0.9533753357377827,0.9727861938332193,0.9904800019680017,0.8953045447276893,0.9724552757101083,0.9051119154176712,0.9909890494896129,0.9586646100340402,0.9908305714349793,0.9973303601393771,0.9718826840126455,0.9803047548197935,0.8451173943778199,0.9941337331572828,0.9859694907848008,0.9815320987963144,0.9294070606057756,0.9974142276756891,0.9690139661252798,0.9730647336359984,0.9910969213452355,0.9584869825694748,0.9909607038814124,0.9572612015674307,0.9310648296168256,0.8404801049554478,0.9725301599031263,0.9727326806986843,0.904459206888906,0.958935446131121,0.990778168497249,0.958579862945013,0.936448905753571,0.9801608906548953,0.9937948162087398,0.98102318002836
