F0,F1,F2,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49
0.03919290781679837,-0.004359936301031565,0.02287961670437943,0.01338520316825834,-0.016131961775543113,-0.010568859252202982,0.014181639144996015,-0.013574496246000541,0.008557867304402526,-0.008692110793364917,-0.0009540700125296546,-0.023813172414634348,-0.02788630225766826,-0.011881085203597276,0.012444019064408764,-0.009435546095190657,0.007883797666033851,-0.011183506792369662,0.010485821986275795,0.003697617407675534,0.018185593201457573,0.014752658148856875,-0.008375650919298207,0.011848966404480642,-0.007706323846248378,0.02073131309435199,-0.017634475908080673,0.038101261125921215,0.004910370981231473,-0.017829843904936384,-0.013318284193048922,0.021199043494902793,-0.029567127185014013,-0.017736603105476787,0.00965020229831216,0.0171958425321041,0.0024225890096067912,0.011249367812021386,-0.0014088474516320045,0.011825421308224757,-0.011506226837079797,0.005891363761818718,0.011197994841812935,-0.01193909422552718,0.013613375229499736,0.0007737229097928758,0.0012836982408540025,0.014372065965175372,-0.01577313243250081,0.009148937824822586,-0.018814463951406325,0.005087419302748643,0.0006284938301947945
0.044754467400662454,-0.004155820415975067,0.015491559969767367,0.026965498233753552,-0.012717146993087583,-0.014117218156696074,0.015598042298455697,-0.031191690725163465,0.027031510622696927,0.005615941732864553,-0.0160649540675107,-0.022990043856028156,-0.021462836282665647,0.004702388341746382,0.005338689621658989,-0.011199408078420098,0.0303816773137196,-0.023053093787180543,0.012781903013910906,0.005378357559168013,0.008779217506109662,0.012780150024621023,0.006403498489207953,0.022310281361200217,0.012227296975864266,0.03168749181399198,-0.019582013975813,0.04697965267499045,-0.008778248712319591,-0.014338275132951585,-0.006503029514405933,0.014145463421563967,-0.01952542615008739,-0.011841012774713396,0.013616001195564765,-0.009587030220560575,-0.009606709524464992,0.029014508148916263,0.0006546870055639294,0.01773957861381246,-0.003827316676036778,-0.014102313172750678,-0.0073958922187022606,-0.024837463900568756,-0.002300389020661256,-0.014615825005440777,0.019136507562546055,0.01974220675691759,-0.012926660456832141,0.03186137583373217,-0.022154710174337806,0.02445699693570269,-0.017070764312400868
0.03851649704926885,0.0009076768591691553,5.054098177051155e-05,0.011296537574413018,-0.00043551397143226227,-0.01164864753759759,0.007251785506498484,-0.04152396330920214,-0.0064806285246330276,0.022337376709770627,-0.008391626164324397,-0.02370355992926603,0.018514304095556208,0.005419738723618171,0.03489515762710093,-0.031618607590519945,0.033018113608075494,-0.04807405775937787,0.03981185129294106,-0.011283513508708182,-0.007260965278997405,0.01812226741082559,0.0041181450249568674,0.031003887146732273,0.01250974253472531,0.04046579018761133,-0.015290753935510512,0.06261393694772985,-0.01535041434637339,-0.012161632426027495,-0.0012421474366338856,-0.005672065975902991,-0.031122544109083366,-4.076395701724072e-05,0.015312783814236468,0.013513864509659204,0.009308736019095173,0.021525029563837207,-0.006217362005993067,0.027907352931863975,-0.005514953975109757,-0.023215034363181924,-0.001293551568308556,-0.027198323599703495,-0.001839113291228437,-0.012867162727804127,0.021952744883224913,0.032494687169181795,-0.043540652476662216,0.04085700517723856,-0.01574893386754955,0.04653891227247747,-0.007315139696705477
0.03089539942190626,0.02272046385753264,-0.00284995548475329,0.01238421095970247,0.016945624180317323,-0.017954009176503315,0.008465065976059255,-0.036767863005788416,0.0016950146633082695,0.05364610627233337,-0.023694718713659968,-0.027793500258653844,0.019417849548290296,0.03758685609681861,0.06383580240814801,-0.040765563801407334,0.04151694629652992,-0.0374346679154989,0.03546282139050999,0.01620538821063888,0.010205856869794314,0.05801908700278662,0.01905691996883752,0.05385095038780693,0.004385947062608007,0.06657258217006165,-0.024937520898295755,0.0795064002755357,-0.01247190801449369,-0.03235355590679102,0.04337951803343594,-0.010713988184872868,-0.04323067650644163,0.0002185218883405822,0.053974559190961856,-0.002573702266037059,0.005325655185440064,0.01748510867435901,0.0012797321206508957,0.04504893502990664,0.020679109794166865,-0.025132009316413472,0.005221649629011427,-0.03521839581517374,-0.016884798611148936,-0.016318371374567514,0.049948277964349995,0.02187911336042062,-0.042401790296245,0.04509458483649876,-0.025984880372604033,0.07599718168956586,0.011041926892406715
0.040756181878215406,0.008594422013649052,-0.0011969973996862884,0.042401705394634025,0.046219083466959354,0.0018366601719137683,0.006977595684431859,-0.026078033937146514,0.02243787738745229,0.09158312006290288,-0.019249222350601954,-0.04743454754029052,0.06606316465353394,0.046078522453298,0.09051225621597647,-0.055085878128740336,0.04459221553697372,-0.0031622891409581375,0.07469601477349319,0.025791144172372465,0.0058485434263745905,0.09260468883581197,0.01835586201791257,0.06410653944752141,0.05294995811060891,0.0712523706257233,-0.03837501166229664,0.09083774155460342,-0.010319125523026555,-0.01433288433817249,0.0838667716871622,-0.02263871575796255,-0.026810221664856033,0.0033040049837461767,0.11575575010928593,-0.013917660576169177,0.0026292961060235607,0.043061322051324374,0.02679630614122111,0.06686303129944843,0.03624464819030789,-0.04827919447337999,-0.006168870310128982,-0.010595202403333498,-0.02123419471962014,0.014286269774335475,0.062440889863005763,0.004873934412937769,-0.03490654449958957,0.0587840188641504,-0.008369981130983722,0.11008780922671337,0.033248334806942656
0.01950365138648225,0.004398748821743912,0.008663136196107837,0.09443351104054465,0.0968155228463258,0.05283360239902102,0.03963602359764526,0.019126544547548283,0.07262796342841168,0.15919872503379334,0.04711567617483878,-0.06462073763195603,0.09431934808164918,0.06713144564631447,0.16068328420068956,-0.07388743930374318,0.03980486848757445,0.021418055786813658,0.135871019348911,0.05199740079078841,0.005587587028132509,0.1367742155977571,0.0328643772411924,0.10256644865751544,0.10883260979665613,0.11078499837770274,-0.01931671312979372,0.13184867501346068,0.007661130559209983,-0.002209479474675056,0.155077708494469,0.020266944477727603,0.003179893048356029,0.017930044605784956,0.2461886925770086,0.02015478816797176,0.028347107297089006,0.08144680485625803,0.029978435102200468,0.10785957555461217,0.07330299966943465,-0.036193752047843974,0.0031943556898931516,0.011622686749906084,0.0024122610583755533,0.0460536513927415,0.08925457801855012,0.02216658899922474,0.023204989683833405,0.09986490336518113,0.027741874048953688,0.1494095293690843,0.0907919398634367
0.00822854045588297,-0.015907357351828414,0.0066635850483385255,0.21400599009131419,0.1789298898037417,0.1572531489344438,0.08133077261502623,0.1328946328440636,0.16599754486967944,0.2888286899322243,0.19756626083544118,-0.0276100576083063,0.19023838695605444,0.10888250052963713,0.3293969842357565,-0.049032936011578133,0.0820832892064339,0.08245156489978547,0.2486398512200491,0.11860132649141542,0.017175392076755953,0.22880222353830615,0.09914635519892766,0.19963545024558652,0.1810809119363178,0.2259037032998518,0.11484348539415455,0.19962192987179894,0.039217724380207535,0.03224792677346268,0.30404619997560955,0.09688914804552295,0.09629395239434804,0.07204806136226191,0.39602885957723527,0.09184226569065405,0.08223377748713419,0.20227470099609773,0.11180885633969193,0.23463908699010402,0.13275753087979913,-0.0027256347702181087,0.0026643564247680897,0.11386258668415812,0.06106104109859036,0.10836302663938817,0.16070128087070226,0.10327803340524792,0.14096151305911137,0.18600856267229998,0.14699239404682968,0.20828812963615023,0.22991848759340847
-0.00984755387840339,9.142780591422028e-05,-0.0003939978911767645,0.45764194133296576,0.3813656656448024,0.3512207540324931,0.19481789135813216,0.36863424006939743,0.3769549861581174,0.5198622219005833,0.5146304806729992,0.07699973379407642,0.3772349426463202,0.20591229944338701,0.6386378865675251,0.032555803446467246,0.1813625231738771,0.23466246160850535,0.44618992537082924,0.3516681215277062,0.0963744289249018,0.43731774940482265,0.21850293191046763,0.3925538930885282,0.3232337976478892,0.4182653730539133,0.41405066799899143,0.36534834802840815,0.16166069045485054,0.12336378492992149,0.5651252587344414,0.2771054639657523,0.28143204717490955,0.1866921919842041,0.6692341750617035,0.2610497881407687,0.2521322539883523,0.4562716491117402,0.25699254083645656,0.45168927718819335,0.23551435358115963,0.11738756833521308,0.07805492617807885,0.29675887460091827,0.25218650637445245,0.2339136224235907,0.34273022095537403,0.3064890548348899,0.31817495475096524,0.3250575668367868,0.37708007420481,0.3783960470382557,0.42126804714571564
0.002790081861689851,0.015848781293585603,0.008580591169763617,0.7936692921446336,0.6941204506198304,0.6564220498838476,0.4710601431809051,0.7336425617317738,0.6800017697018941,0.7988288652942382,0.8661675592558976,0.30435947465184626,0.6985775350860176,0.40247014009383475,0.9091462947352791,0.2665010590890037,0.45268581343857484,0.4893423274119515,0.7190287611895873,0.7192681756600263,0.29403080014923816,0.7185649337648996,0.49803075939176167,0.7394431689858189,0.5957047384725573,0.7209718468750108,0.837474803745641,0.6497126104353567,0.4594225635236413,0.32151721150518936,0.8554207579518344,0.6084263069793298,0.6536072232560132,0.38550946296846333,0.9033375040431764,0.5341326995703919,0.5738023498994589,0.7618233916962224,0.5234783808377077,0.7762111744129724,0.46577632441844014,0.3406050052538243,0.2261867984505958,0.6235915013985396,0.6065054514940499,0.49350962348777133,0.6094845349332253,0.6700092799363137,0.6259978137635539,0.5812384754752157,0.7122334442077077,0.6936559489174499,0.7156942470996044
0.0036402629461110723,0.033834223672531145,0.01593101079244686,0.9557098297585999,0.9209469865805139,0.9217767353575955,0.7950676060611017,0.9456730368319699,0.89958087158221,0.9532723085764461,0.981487214332794,0.6752999853902689,0.9235957731165239,0.6811763968199439,0.9881340260077179,0.6172494673987454,0.7912226407181793,0.7864541034098887,0.911957637397563,0.9450622358794952,0.5924473714885354,0.9109412504420106,0.7667991230829936,0.9485315345516456,0.8468201030051753,0.9368192391098632,0.9827452782736781,0.8885004779112186,0.8205610436279287,0.6061655821666266,0.9729819191806063,0.9084880212942974,0.9144885890227784,0.6930329497912222,0.9838075593490734,0.8300830807666967,0.876416353664707,0.952073101100737,0.810890991899502,0.952605141335561,0.7708810662990597,0.6651884135091202,0.4753333089802215,0.883152283587126,0.8871630949581453,0.7509272733123836,0.8716303965957399,0.9342254897189906,0.8648486107711173,0.8138244623580205,0.9247297992626847,0.9358434003372134,0.9152528900351032
