lorenz_1,lorenz_2,lorenz_3,lorenz_4,lorenz_5,lorenz_6,lorenz_7,lorenz_8,lorenz_9,lorenz_10,lorenz_11,lorenz_12,lorenz_13,lorenz_14,lorenz_15,lorenz_16,lorenz_17,lorenz_18,lorenz_19,lorenz_20,lorenz_21,lorenz_22,lorenz_23,lorenz_24,lorenz_25,lorenz_26,lorenz_27,lorenz_28,lorenz_29,lorenz_30,lorenz_31,lorenz_32,lorenz_33,lorenz_34,lorenz_35,lorenz_36,lorenz_37,lorenz_38,lorenz_39,lorenz_40,lorenz_41,lorenz_42,lorenz_43,lorenz_44,lorenz_45,lorenz_46,lorenz_47,lorenz_48,lorenz_49,lorenz_50,lorenz_51,lorenz_52,lorenz_53,lorenz_54,lorenz_55,lorenz_56,lorenz_57,lorenz_58,lorenz_59,lorenz_60,lorenz_61,lorenz_62,lorenz_63,lorenz_64,lorenz_65,lorenz_66,lorenz_67,lorenz_68,lorenz_69,lorenz_70,lorenz_71,lorenz_72,lorenz_73,lorenz_74,lorenz_75,lorenz_76,lorenz_77,lorenz_78,lorenz_79,lorenz_80,lorenz_81,lorenz_82,lorenz_83,lorenz_84,lorenz_85,lorenz_86,lorenz_87,lorenz_88,lorenz_89,lorenz_90,lorenz_91,lorenz_92,lorenz_93,lorenz_94,lorenz_95,lorenz_96,lorenz_97,lorenz_98,lorenz_99,lorenz_100
60.38520022061379,41.557939118328626,39.1796901276021,79.83182637325487,48.77043562856458,19.51238346903271,49.46131054810296,62.183805298285954,68.92599325652988,44.22606970440936,30.82499401697832,60.88442239811938,58.7271308766376,39.82295140212721,47.55125722920718,66.77014980351407,33.10506511105163,30.360787459673894,30.836045561125193,71.91014497185697,63.336742358650355,34.3900248544835,48.29282133410629,33.97535654448844,46.85045713909351,61.178107157596784,45.35456155231208,41.91125151678871,45.766180149351804,82.8524935917635,39.984054394256994,41.58498185060354,41.124818249561976,43.201797398564985,62.17919664849272,45.3448517844425,27.145898549650948,49.39213578595028,68.3454507145369,72.84751434430757,61.15728809731659,42.895068326967476,38.72818274036968,28.22706980838933,36.20037739902002,47.84131772647549,87.30048450915871,65.39685311614922,41.38688772838526,49.38460044414394,48.692275305425156,59.07754911624006,45.80600346104282,48.836478265566285,66.89408849518978,43.70341549754316,51.62922937710878,44.11073746340957,39.53832635846234,61.844945854055325,48.685019925590055,24.883179040522784,49.29301456583073,68.52913269283941,57.777788950888954,43.708041832925076,22.584055880779403,51.1371891196587,49.13968651123573,62.26785569609301,41.787512489110355,30.55593309452424,44.6085049899056,54.04682753365664,67.69425118308011,29.49254006043729,33.468295992901126,37.50285396586781,43.81729274373606,71.62505545188742,59.98627167933254,37.06744600779316,53.54316361147134,59.16762561785915,43.24456506605563,49.793949692198375,58.47255431036689,58.1409818322869,31.76464322456485,51.78839407243834,43.47000916914424,67.32329796367374,62.01840329395474,31.562907111983453,65.05599224463535,60.2906116352379,46.22436047843584,56.39870837435493,60.191710754776636,39.1306408514941
61.10047334849881,44.27281894530436,43.342743328179274,78.39989137577543,30.54083798806873,28.456771127289116,37.26211879083928,65.64636102884486,61.97926990988753,24.130237133520303,36.6122564899313,55.65660719661384,62.35273359466332,38.12660480130309,50.117276628235494,65.23621168593593,29.076096734371546,46.89097113192856,31.98453390581189,64.11795371444079,64.23816854294672,28.103478491852883,58.970542395979884,44.43434267248617,48.062682306455876,63.70599163858146,44.944649605249055,43.65462508816805,50.225795864410486,81.20389815016735,38.51260292751743,47.227069825198974,43.97811577127529,46.36924588685806,62.66032297950082,38.50706509735782,31.128989708654903,41.59678122468306,73.35831728671624,73.1713127095455,30.501400705971243,41.32491505182132,43.147663258403455,32.49957749300463,38.814273805928,42.47196632492508,87.86983146637944,47.43660972628068,26.208298780944446,52.36474001815758,59.93627167674791,58.91757048038796,47.186792523769604,52.47279874223458,66.8850393286292,46.81282121630903,50.963644543782124,45.533321463699586,44.00176160771404,62.97932045452019,40.81294893425827,27.904271115522395,40.3680795748128,72.06806689080042,50.99422010687519,27.59365882343751,28.410786093186868,44.09809547220273,59.07291858027003,58.325796954448286,32.4037889431263,36.606784917989366,44.21330834292434,59.16208073781717,59.75882024358653,23.599171098968224,48.45679148920971,42.01747168535984,45.55265112195807,74.16414530988025,51.69141943823372,32.72972123656115,54.05399420928011,63.23543359474788,44.08741071836027,51.807957971974716,62.247283328903535,49.5893507854136,34.25702268204894,54.81958114771975,59.50357147837334,68.16573006489143,48.81903675626012,34.10448015458782,63.39508150360744,69.59620274699625,43.35102618925119,57.22980266865124,60.77599948041974,44.30641490829024
59.82458603887022,46.41703475506522,48.205158473061374,75.15187053824407,27.384422027384826,49.12945936469755,38.06903243634601,63.69548430124469,52.39971170412715,16.60811364271708,41.586394146482206,55.11910742439109,64.08116937600738,38.921883034990806,52.12012975819296,64.59637179865175,34.11051633786662,56.99457990707837,45.74999974557098,63.327073989631685,59.97361896391735,32.19480495964678,64.37913778212433,59.93228830441407,51.26670405291358,62.73306367337086,44.63290565787821,45.026079917503154,56.18902787582003,78.69262280941102,38.63757982051928,52.18853619820758,49.83812683810701,50.69383647684027,61.40256106400318,32.87103332861587,39.398786005340874,37.82355169088987,71.53762120885247,57.90445475818578,16.503836558826883,55.52993745522501,48.85183661798129,35.489386119069536,42.102668085268355,44.36511724330999,86.82485184639295,31.705649683564417,34.15839246170582,45.83403453652184,67.5738485334416,57.865951700490015,44.76427666006138,55.94069242093378,67.50801308147369,46.49184104814525,50.64637360528881,48.22350218888572,49.099900295331864,61.7401395842082,35.00793356114387,35.510662503237285,33.36577019789898,70.2089471075351,43.73218454891047,25.224808367563828,36.08361050762598,38.07426018247438,59.80332588694892,53.710680370857,28.42184643180546,44.13891874531012,46.606715777050724,61.947242762981794,50.02813495659615,25.57309994617405,54.888322268740595,52.44037935875271,51.75499295990922,72.83177027430443,38.913585097423976,33.56833061442187,50.225272667147856,68.60930230551939,48.02154534591458,53.222244832987954,63.02583096213093,39.74964569921737,36.720508107720825,52.98242193375269,71.74893380888136,57.4795606378752,31.413065338561463,38.136481448487274,59.29165202919483,73.88932845491496,42.29185104442046,59.21612719446504,64.12910942767927,48.89024544056034
56.753822576105584,49.52670435051444,53.435287368425286,71.51908422404387,35.60202006411179,60.19991567553527,54.639203918988834,62.23227035112424,36.13748462295302,19.787091949703832,37.15598125081582,55.72088360419685,63.561921569127854,40.58548886228995,53.71354887718714,64.6294917157782,41.449925754721235,59.236718237333264,61.83073648951852,63.027964030285176,48.22399041192309,36.03364375455624,63.02101163956731,72.45346977351264,50.53018358914972,57.4539859702372,45.34176405466733,47.76213677143292,61.835421116833786,73.44938458661939,36.692009152409646,57.13807283807233,58.330704723968594,54.435682472067306,55.48901137531364,32.559699292534496,47.43306926092558,44.16260335129577,71.33410158654112,39.64605419480357,19.359271465665774,53.479498710789194,59.221078126671266,35.14175256757863,46.247649984569215,51.313106105723094,82.01468051884775,29.536470618045506,51.191679586065476,51.1299431234302,69.87726463829046,56.93834567835139,41.645206919350784,58.76703816204662,69.0110108019246,43.392178719494005,50.24441063378102,52.95019498124564,54.49654892993428,58.78950328266076,32.05283947518073,45.59891360476804,37.14202469109656,70.44134008835131,40.3449023475241,29.066748483251324,40.72764683849031,39.49404813138475,59.71689447638686,50.815825428876636,28.442384603308895,48.31683971196837,54.08950239538171,62.071540357544045,38.267879592936666,29.809015740383543,51.031838056042254,64.67706602924231,61.08744563272411,61.723025127687315,27.61703093272616,42.24161638862288,48.642890405840404,72.93525876944182,54.30113977302874,53.10214164179234,59.60869179961252,34.98207253931469,41.47801610915437,52.515823410345206,74.53346253950987,37.181313548957014,29.73171665168482,36.318039096128416,57.2455277763556,76.3305515137368,46.38923400947974,58.74564842620275,68.26549697851169,51.13243273558604
53.76110320314738,53.80481006522826,59.458619452427676,66.14558477227096,43.24160688436545,61.90437852351644,65.01296104981684,45.070558547759624,26.102580118431796,32.55880103487227,30.785321057652293,47.69066511815869,67.73449451279,46.52732968832042,56.11736501793072,66.38569419607725,47.90230209893274,60.302539939812526,69.5844809281276,50.02772532727361,37.807306139983524,39.50822562285873,60.54861359792374,78.83533436110648,46.31972748352776,53.25987028955892,48.23630661670272,52.650850631078804,69.35571016725773,62.84884537290119,33.893455397119524,59.8677057364247,68.86976428017293,51.30961392805321,46.29545672364663,35.341046265917456,50.44937501268534,54.80785537874381,66.59666738749026,21.838630153209586,31.854195988040722,40.66651236203544,62.689728741877346,39.86013920564049,49.713663129735366,62.52371887157775,74.62014378231395,33.072300567621426,59.128021252923624,68.96706004414452,66.48200799123528,43.38984446804945,41.35650534378043,59.36178939224334,70.06267123468794,39.54217543990784,52.785879792310254,58.82026599469859,57.657393778135834,49.55676890226824,33.573693283798036,51.42666341589829,48.5628059087753,70.08604889843645,35.02134958401437,35.694494859156315,43.90205645441698,43.2481096578757,61.60396641776092,45.34282983656281,30.041152366375297,46.59123338906948,61.856693171218346,55.730195653485026,28.0312909926323,36.4227968382225,44.65535745855587,71.60542980133482,63.3303879589893,36.317916720004476,28.478118128155767,43.710484507416375,55.390229993830665,76.3757320512322,54.067164173978135,47.99793185104498,54.760066601378895,35.57739051215209,44.405188509808,56.62957239753066,69.19884778552026,24.76098431179774,46.54886857966949,37.31700274783955,53.321022450511855,81.27024868528105,53.80215262575134,58.018716245607415,69.20406764747538,49.52956485699781
52.94751923477584,60.199575633793636,65.55446725665567,58.863170180173206,46.37315774168321,63.45784055082644,59.138620465357484,26.558076976471696,35.28760102626292,37.95673741224128,32.74239371326525,41.25627024218491,69.76228823366472,58.886825698091336,56.49452135963941,66.69419478225727,53.924995990227764,62.859228560013804,63.943519854440154,35.037065613340474,39.923841037356695,41.13475048946404,60.95859731320731,79.23327187269467,40.007030809025295,54.07480998227799,55.654398625973045,59.90732490397514,70.50588621112169,45.13754382974525,33.59604208557787,57.168479434290745,75.71865832056562,41.16457575564283,44.52957491163689,39.68437071915645,50.952876544237256,62.53913184709206,51.241104732638185,17.86333278010265,47.43319191665298,44.17279657239594,63.52668151468248,49.28207489708831,53.20948461982356,69.62221868166002,61.66943441054451,32.001691302605686,58.31527499476745,81.85585290024349,43.70276543066316,32.15367120441647,43.30260053488506,62.9364806080804,68.02616816809685,37.147806932261,55.036332109614705,66.4522538753995,52.60283749246969,40.870018319831516,36.48739569229722,51.10267445595004,60.55416973037975,62.282433212449206,28.99348288836822,45.4695357975052,46.75590937916865,48.97052321329267,62.4649503147178,39.90423271577224,33.42154263404719,42.861748421179804,64.85541848174394,45.20900954383278,26.70558309371294,41.97007549506001,46.04956638526292,73.00575754261091,47.11332495167116,21.974723927156194,38.650408298326624,39.72852509480407,57.06064492335926,79.67771572569669,44.90153379373653,44.42515850602455,55.077389867588366,38.832160703898595,47.08910835797774,62.41893086261053,58.815835452917455,25.308126457937956,58.01420127231566,51.8889681368358,56.693763118213134,84.76839700415124,57.160272747582574,52.36732739066632,66.7186825261501,50.32631725028887
54.0838744954413,67.03894452097549,65.91567852554424,47.53590449842946,47.657158762424466,63.92105484898835,46.21010748084218,23.495442180594196,45.75365788528005,41.53382379937418,36.32511764660753,38.64558815018512,68.34442448634428,73.98702414428885,54.8790391103435,63.61788523659312,60.05167241399456,58.87817720521843,49.61315781968295,30.144316570838992,47.73513682155753,47.240157858226226,64.19797975967269,75.45456345850846,36.27537282686278,56.92275959190635,68.13386581556938,66.05347399756735,54.40441249946382,29.297116436147576,38.8478363896199,52.23360200276469,76.06671173609327,37.22240425253677,50.54385148283548,44.68617145824907,53.19271480667681,63.572354798137745,31.979815519187575,23.564984424348747,44.75853793723152,55.05245227080183,66.02600558941282,55.29283782036269,56.596919173349406,69.26044347706136,43.301696113305965,31.78566973834485,51.23120776158325,81.28730937413667,25.33384775909156,47.11284502664645,43.03963695302894,64.59512183312064,65.2974446733646,35.15527426409383,56.37442702164848,72.15059664278004,40.59527015225742,38.19305774256564,40.29453631063822,51.33874696372851,65.95950328707403,46.82357398247451,26.367244110424792,50.12006524127446,54.31583035946617,54.84418247859375,59.27725152885137,34.47828969313025,39.42148153588359,42.979912038880094,66.35232532957862,38.658689555788236,30.601660265851976,43.004192623028864,51.10414225419182,71.76170279109824,27.86804957324766,30.86905099876165,40.540703222262856,42.24091721202206,58.9351448343847,78.13640344860761,33.78934161681884,48.4356947285529,57.23428040158598,43.19503755647686,49.66004381002521,65.72484510003976,45.823837412796124,28.393704168989693,56.17882123285685,72.2586045562597,72.97186524588174,74.80093238397633,41.61668960022077,49.8469388887245,67.7266242922077,55.052301895965215
55.04798654619138,69.47435384546861,56.34075007963396,39.066070009802125,50.14196804316816,64.41092589123654,33.17534733007596,28.401612488019957,47.1482975416254,46.18116605405029,38.48660813833823,39.56307686838779,65.45927858002625,85.11134083707378,49.52520080558202,58.41919319259945,63.04618013545819,51.60140432727466,40.18561439037357,33.322558923485275,47.326065515483734,56.96368053851813,72.22504961851519,61.65693284293059,31.807556066896343,57.50051942484264,80.38382870373665,49.76797701891448,32.055397392879684,33.427459638747,38.83259257220873,51.936030828596,76.25775647009743,42.245017598768236,54.46527721631554,52.843224419234126,56.640324188388234,54.70375206294048,21.905483045113915,36.27765860022451,37.27796555136918,56.41495796256433,74.78219762660233,57.24170015879984,55.86370965152289,60.758232409191685,29.895496723176603,39.3606299941769,45.43105613352636,79.7825905638813,38.597704949954455,59.340885769254236,60.57213170393677,66.4911196259109,53.33315778939832,33.965082506807626,55.60233728151678,72.82283532445226,31.05091834328736,47.31904335064849,44.29467318885832,53.6073606424885,66.7676752784713,32.08941971667552,32.57244715711107,45.71415458156902,62.24563454697019,59.86877036857424,48.28860097298282,32.68369550699946,45.784150486532056,46.82449229882245,66.08081852859195,34.64190846967943,38.5162104920736,43.00534444435751,54.47454777500547,65.2440716801713,21.779818437348005,48.95773262630211,43.36032199241313,44.41370806252703,61.76081022974586,71.75105181030193,31.118072958888792,55.34998926800101,62.94887673789008,45.734942135658805,52.22049057217365,64.6478467434017,34.591346548559585,33.59065401554541,45.13828845511849,84.94623039726255,74.4217724013853,27.812939344579036,35.98308778107347,47.67525126302508,73.39657353351141,61.37801787076753
50.68279692760738,64.78493998131428,46.21416128478103,36.95842340925994,50.99796417780864,62.98303741128696,27.013797322783027,39.787507957474425,45.67503913593616,49.45807945635783,41.96808528440113,42.03818014094007,66.87127003356575,87.34902369847079,40.400772045258634,57.499756569550186,64.45509441155397,41.368219513745366,38.93188276096592,37.40326182006227,46.65077763163732,65.5596609619343,71.42120024141315,35.561673801077475,32.066494821151096,48.62888022336827,82.81134505516332,29.480072565807635,41.42714913572373,36.8369105732724,39.16128746165716,50.84690390972809,77.59103543666623,48.69453173346531,53.23673484408676,59.494651946738095,55.109319493358946,41.52663641284937,23.59156039278242,44.921974132122465,41.646820476415805,56.354253191007764,80.79489160576556,54.76181274942194,47.674819760448685,52.871996756410375,29.76307906034341,45.288926011530265,49.47515841808588,80.44019978769931,56.29157877779164,57.91972309803107,68.4946529256585,55.83228703355032,36.98772891547614,36.93012956621492,52.468015512291124,71.11089593757757,33.99873872513975,56.145083907507,54.625213502591585,57.41563395763467,57.880644471215916,24.95226770382453,43.82472584346056,45.81567567514856,65.16339944542796,59.09390245347288,35.04005972358469,36.70641113534418,45.90530323318287,54.098477253036506,63.78526709050576,32.54918099372757,46.857453364126876,47.050947432925426,57.79306413003636,56.77720393065082,25.64638395560656,57.796995251363036,56.047788518995986,49.31433283853233,65.85565392236413,59.712139707236275,28.76597564606701,56.465773983836264,71.2118618318828,46.003535535993976,54.21566272534169,60.42153441310474,28.734711339435226,43.40527075002703,44.7911895793072,85.7070005000604,38.59055468782226,11.627498894773183,44.41180995757285,53.09414573133594,79.05184841310162,67.49041812380966
39.88828297416034,62.85881734833112,43.40560199120238,39.53415419377843,51.67460866374402,61.08308506045075,27.41761506884963,48.473902383510556,50.66604324760081,51.954471465498976,44.037581551940534,46.35896515978401,70.7073932162973,79.09645767777958,32.13245621355345,61.71036781132815,65.87201908110335,32.595058827986875,45.56028915556703,41.31338136073551,47.87591272819653,70.06591607133558,54.731616263344826,18.454938812717593,44.649057623533494,47.24385485500037,80.79137145545278,38.1371270826055,55.846237844941726,42.60525691190771,41.79659489298538,52.650843841818485,80.312216493223,52.51112987359594,50.87404667222917,61.09265373138047,48.27059671242132,34.1168583745531,29.10866437385072,44.53111889203068,48.80728318779993,62.56729561851031,81.87731561647313,40.567424466176035,43.86820039181754,53.62658060748772,34.52327495088075,47.94714926814091,60.21015443306052,84.63523876909551,58.17057443374733,52.41047874244782,65.50794243775142,41.13642614371541,34.41093558424639,39.70399547228507,51.18148034277916,71.22737815260875,43.151764882758734,59.102455480025796,64.99846092180265,54.589931779162015,43.47618221558152,26.42337027186676,47.0575926329611,54.15790187512162,67.2762521426063,46.065198189549214,29.22223321786705,41.76050869591544,48.29748657780776,59.69725145574354,57.59132382898565,32.46229908704147,51.44623810210655,56.19364696404996,60.061310825735234,46.472110243758735,30.082651584643415,56.027666552955466,68.96239197979284,56.71569543128644,62.09110654502469,44.71267353779376,30.343509724681834,50.5976783945738,78.04627201323913,48.14716098585683,54.069215866202946,54.83458381287375,29.48115626683051,49.300085271454755,55.28390996100128,77.8107582479514,11.615136430446668,43.57976240243361,34.172385341865734,49.19137035360319,86.9839404772217,58.72673606485848
