lorenz_1,lorenz_2,lorenz_3,lorenz_4,lorenz_5,lorenz_6,lorenz_7,lorenz_8,lorenz_9,lorenz_10,lorenz_11,lorenz_12,lorenz_13,lorenz_14,lorenz_15,lorenz_16,lorenz_17,lorenz_18,lorenz_19,lorenz_20,lorenz_21,lorenz_22,lorenz_23,lorenz_24,lorenz_25,lorenz_26,lorenz_27,lorenz_28,lorenz_29,lorenz_30,lorenz_31,lorenz_32,lorenz_33,lorenz_34,lorenz_35,lorenz_36,lorenz_37,lorenz_38,lorenz_39,lorenz_40,lorenz_41,lorenz_42,lorenz_43,lorenz_44,lorenz_45,lorenz_46,lorenz_47,lorenz_48,lorenz_49,lorenz_50
53.01105322826298,61.474482314995726,66.33840535121534,27.843801737274248,44.99110940776345,43.63155552944919,65.66715637660717,70.01965549113027,13.58979896361886,40.86978319691432,29.305852248647078,62.341042585446814,59.02914020924658,27.923256444875193,48.54286515765016,84.48356183193744,34.40471527295168,52.163906338953794,51.00008220256319,63.05873748929783,54.178330235536286,27.81691453128632,50.014415288823436,85.43650891175774,88.15357582034504,22.52527579009153,22.810080810648977,34.61850045158036,49.49422669380347,53.138693461085175,40.65169464378763,55.39744116475922,79.39481595313995,66.95121767610507,52.36495805108182,52.971953285502835,70.80755910314328,71.6829508847142,22.4174922475032,42.19225985252532,32.107684131467465,41.33178059112766,47.93545296902264,72.5829016618334,37.25108057828849,41.72957332540282,45.11324739873529,63.445946530886374,62.16724472364192,28.976057651277365
53.50532708037663,70.68250982925217,53.40450033842396,26.601020449542666,52.635784856383694,54.369081419317176,67.93651029070877,50.38283814455655,13.365970545714747,62.98864634988135,49.47876777318177,62.39212733468796,57.33335455492522,27.25482186077512,41.70626742643015,84.65869562133206,49.29984467268107,57.188897600957645,60.94752317821875,62.6374880770133,43.21354427517918,29.51274297972426,37.98075200848134,86.04816274836305,45.14707584391753,0.0,57.73936948420304,40.84864742855172,49.314394884021404,56.99094012244992,46.44914198217461,57.658141670090544,86.19973210647332,57.96613454349691,40.45864925844966,56.09877336356669,75.40008095699359,46.21342527441972,19.59226989283864,59.98384163555246,42.99873928513346,46.508944497686436,51.95179855534402,72.67957473632612,38.80479907099767,49.17621210918528,51.016065581562664,66.57049213750082,53.01388228849482,30.040515342994368
48.18202001746384,74.52620906347519,38.244508567363035,31.259028334406263,50.33346881487445,65.62294469834178,63.31742126981085,28.833917585765157,21.563956395540128,50.4702184180152,69.94646198117535,60.52050430108969,44.13122463870824,28.17870440325106,33.90162276016176,79.58021038718111,69.0841479281446,52.57731425622493,63.6550017859298,56.51546736703471,34.841889897503656,38.031068765644214,29.901867180775067,87.9878169685611,20.54421873974082,19.79190754243258,43.311582641775104,54.94657159644613,53.74104149485298,59.42802772020135,54.027593953498396,64.21623939569277,84.71206998404827,37.69239150585954,40.889201022519764,56.164683686123205,74.27568243786334,23.537312275434754,30.2052916552383,55.28621835449115,56.14792325373757,49.26225013716827,57.06422107818504,71.75084309518117,40.93468729078346,54.219263273475995,59.19350808967039,66.6519072116882,41.66948706622298,32.657522093065566
44.943928651992024,75.12466083667586,34.03062985308317,40.85746966267124,47.08305195438213,69.1889380702475,50.108332574235384,19.93901663547822,35.29574907367498,35.79159912237936,70.79841355246043,60.475210018013335,31.75634232411814,38.49325224750135,29.162524372609944,65.2216555641637,83.45053105642813,45.99464630214808,62.939653595724025,51.98721842734334,34.5967701923487,47.385834439506546,34.96635890470907,92.2789811938266,31.338211673677772,50.017977785845545,40.822811478009626,55.0280165928151,63.45982837570641,62.09651382164337,59.792821504917896,71.0636284355651,67.04431771321707,22.726935890706283,51.37967679954488,61.74221635489398,64.28631802568667,16.339303984746962,44.74628902534421,52.35730053859449,62.30229684665919,55.364872459503,61.7430078521937,68.63455992991136,42.14691292033947,56.7104932313227,67.56252546597155,58.551639018074084,32.7495651529209,40.25538774366943
49.07992314906194,74.96880378612101,37.747124045853056,49.74933454841755,52.695510797364506,69.43091184408755,35.724202406313715,26.333094629990335,42.755081298877364,36.62864979600297,67.93994705915276,58.1619210432015,27.067581564000477,52.46570884791625,35.47244686549583,54.594790582222686,90.55101098360954,52.34315413176333,59.22046444446062,48.01354582850948,37.36034617553751,52.95368619788982,48.92078736265308,91.81267443587463,51.77387689619904,53.71600911045671,48.38952794130204,59.13875330056246,71.70480793121197,67.06715819968555,62.766759280084685,66.5361266445348,41.763722839851425,22.555681956508803,46.831659961110496,69.9063604934138,45.87917654900872,16.4964696658355,47.86662725507033,61.260042759726204,67.3404596227882,60.7600858636877,64.0275513786447,62.84431596086677,43.33031407733659,59.94822271289275,71.3128972179203,42.492539161536094,32.223462789964586,45.542484343470015
54.09803353679955,75.30482744033759,42.843012981225044,53.48932469381234,61.02757677699766,63.23304634769036,25.541993792868023,39.015465552826235,45.125437322596326,41.92512261376291,67.54360206017856,53.67785657704529,28.890037132822755,60.18819407008238,49.12234300224787,54.85510865692464,92.5534558334085,54.86987866517383,48.541392195301555,47.35834127623376,41.1332215301841,54.107458523876986,64.90138944778597,90.28442396858935,46.333732162768406,47.99922868859487,53.094714129001574,65.50356391212652,80.68771188517817,66.95147585547369,54.58872082994945,53.858956761938494,31.383837543208514,32.88800544784998,36.90517838416852,70.88513283198108,34.964940925318864,25.553302197891554,37.553168193075024,62.690580456484746,77.86437032676051,61.96366828483667,59.395378997744096,56.032464470062656,46.499581500243956,61.99514487777631,68.29894997229682,29.690681394496416,41.25770648031731,46.73534109299916
60.841384955668076,74.2724371827794,44.74277447637489,56.23344177984701,66.09332274665985,49.19902917360158,24.995287452877427,47.52662659357638,49.83325626395664,46.838680332453684,68.93304421032595,47.4222570273632,32.61398552090323,60.330239221773354,65.13526474716026,67.37936956689138,88.44181216995638,39.37199679867954,46.00630761919645,50.684847646133,46.49404812605344,57.16033121396528,78.85277889209314,75.95549155161379,27.960826208503686,54.214209631870894,62.40915182317332,78.06269409168722,81.59318790123329,46.39499041444557,45.91578807778176,53.25296300710999,33.25336459265052,42.94418591041523,36.146572369242676,71.83556977197715,37.98529186980815,38.09897008993685,35.38951438666382,54.70114494597228,88.20236562866276,58.721500555926966,48.91993688346752,54.7221748217534,52.725816731564265,64.64511538920722,59.65925596964573,25.90773255106785,51.14557768872354,52.492931875543114
69.47310585105609,66.37228445229827,43.54100020641567,59.01892386851559,67.00802541075801,33.44618004556172,31.44260561531255,46.89986373201376,54.41643745903624,54.971471118294126,68.19978835852024,40.9933481811237,37.48098749433947,57.347079838113636,81.3848911824538,77.936569261455,52.19414551106942,26.29952545901687,53.99886994242865,57.23664000570028,52.157053856169675,63.166264753330736,83.17513812580233,41.732666062596806,23.18215032758061,50.32603480324873,81.64485754244473,84.25075705343073,43.912699619473585,30.523626459592045,50.73001391948742,55.56847439037461,37.20624279176383,48.90574803749803,43.57177952717866,74.63302770992931,43.52239563952061,45.224917124195265,38.75079988721542,50.09580594548638,91.84042673940156,52.17340371181242,41.63810883571375,57.95376333111029,61.91733912093944,64.66445235945322,45.34749355188917,28.979828161219505,52.18574684171908,64.35846047344543
76.0111638906499,47.65386574854356,41.54897134092421,60.58610521542707,62.84985497363228,26.01611741524615,42.54949993011814,46.20092850440031,58.9914159546393,63.54786535645427,61.961088635451055,34.11853123708872,43.30888819358782,56.136551273612476,90.88896396108397,52.46536995510426,19.225992825562997,35.359692970292485,47.92942443233642,65.16030214582136,61.64413873811982,69.63489432526588,64.75153624053863,17.331255567476344,43.195693843695395,37.71784098573463,82.05155006326075,66.63344276611983,10.62786670497331,47.16032938258632,50.972283084160566,57.716836362791966,42.284235489642136,52.246324147791846,53.05347136821242,73.78882205992458,45.53196463094068,47.095571191847895,44.23366553664334,52.32298132633698,92.29307065919032,43.110038373702444,41.33532326198735,58.955151098768276,70.88347892722001,53.57362127925022,33.67021827054435,34.48948318033898,45.5306285398558,72.1333630759042
70.7606692700987,27.339871173638343,46.8034175810866,63.19688113427501,55.63798615578389,26.07059998905911,51.254084085019095,52.852559312481475,64.13175111419478,68.02753275572464,46.66420096602356,32.43768709602464,46.04182982114597,60.07445253276218,86.00560107987508,18.159552552287373,38.99824589631958,35.097386570419474,43.543775998915805,68.08530941749,75.67237627725702,57.59276489649899,37.059738560575525,19.19782107928639,50.26399948569789,51.53612509313439,79.40774546589302,35.51019912146813,10.686424462133955,45.66988944004502,62.099009605300935,58.939018619390836,45.03321486188368,55.70739454424346,64.13553715755845,71.2799039484865,40.80084076027213,49.24307469629069,48.7538460115302,57.849532155003935,88.56844467691573,35.12447407023602,49.27751584251583,61.51058394066518,71.88149212544033,37.76401641271945,35.67808063634517,39.97169006905215,44.05998522480594,74.07935141450581
