1.820562350325285239e+00,3.712376268024134784e+00,5.549970976436826575e+00,-4.550509496776775187e+00,-1.690083324925436559e+00,-3.982645824439686066e+00,2.556819981847380241e+00,1.335463976867757019e+01,-3.755816726836068931e+00,2.433083616141839212e+00,-2.157005043982973103e+00,-1.886258350983886167e+00,1.248033672032369257e+00,6.161781406007092343e+00,-2.360962664461516702e+00,1.519101938918531403e+00,9.249998183648646233e+00,4.052701407927743471e-01,8.206823005021257611e-01,2.830853096209514863e+00,9.236346005559566308e+00,-4.239302097544535020e-01,7.441621077897130343e-01,3.501740449466840932e+00,7.265644087855206656e+00,-3.454499466035542365e+00,1.099013612765506576e+00,6.551911567410622084e-01,7.363425350104330747e+00,1.253783702870972938e+01,-1.958218157620273070e+00,4.616262813749600902e+00,8.548314706798407769e+00,-6.332958222090684153e+00,-5.413625894078250012e-01,-2.763897116488398087e+00,-2.516105559138031578e-01,7.649200771959939971e+00,6.654671616711262061e+00,1.253400723870031541e+00,-1.259366250183288072e+00,-1.533487841973119714e+00,4.603916708181678419e-01,9.853904626169414982e+00,7.735400220671628801e-01,-9.452287455941908334e+00,1.353193511362095425e+00,-3.227157660296008590e+00,9.245801512743508255e+00,3.814923274083763527e+00
3.332249833095647373e-01,4.292600255309237056e+00,3.881195605662690173e+00,-4.703962036028432436e+00,3.295973425305098292e+00,-2.493813371632688902e+00,-8.217180776699747335e-01,1.280882483809891959e+01,2.574731591109648221e+00,4.969357554129367749e+00,-9.476905575607625920e-01,-2.289959833955017010e-01,1.518393148576419938e+00,6.745309806197621327e+00,-1.134370002185159709e+00,1.697873715189764487e+00,9.941755279200066298e+00,9.842965291284290208e-01,1.280380169180460159e+00,4.510840213363371376e+00,8.722942140089925189e+00,-1.540323727614924199e+00,1.875303874715890995e+00,4.919258856640921884e+00,5.580473576034386873e+00,-3.216381091776495005e+00,3.373848544217148859e+00,4.401220500380401468e+00,9.580129552372609325e+00,8.228019183035842232e+00,-3.790050908830477461e+00,6.157769917790488989e+00,6.667945643629278329e+00,-6.516207512281177117e+00,6.146368512588245459e+00,4.251686891165850080e-01,-3.201833163536316196e-02,7.561153440628825884e+00,6.176215036132893133e+00,-3.380117821575619796e+00,3.726141235563149023e-01,-5.134737051620655857e-01,2.871276803585945947e-01,9.894351276888103897e+00,-5.932452269064505401e+00,-5.345150466575446124e+00,1.103391123878926017e+00,1.131113430358577698e+00,8.847098030315391881e+00,6.010975966894375411e+00
-1.211343583251877964e+00,4.904138654613947601e+00,3.146939440258935683e+00,-3.144823229126564090e+00,5.696781785367274864e+00,1.197927124863524401e-01,-8.201844491607339638e-01,1.219548152342489900e+01,6.699319257202735578e+00,-1.495321737431239306e+00,-7.942355323389446164e-01,6.671276022179242204e-01,2.542476174356846030e+00,6.676492810870493955e+00,1.601352525466128995e-01,2.264587130748319854e+00,1.011598572645842076e+01,1.333595597063859550e+00,1.418210921831332127e+00,5.822199308341986956e+00,7.116964250019193194e+00,-2.184222702913098058e+00,3.157905807910716511e+00,7.129780867029505309e+00,2.839336259567557086e+00,-3.017959366994791726e+00,3.281239673632338594e+00,9.144445462350489606e+00,8.924461310454088192e+00,-1.903923686260103443e+00,-3.486887675124460184e+00,5.328342606924731051e+00,6.093212440322323786e+00,-3.719388000386049775e+00,8.274227064224481509e+00,5.257421674668391276e+00,7.559187743039096352e-01,7.771432466711645226e+00,3.303261324347784189e+00,-4.798862444312544717e+00,3.179422970555495276e+00,1.806451257500413465e+00,1.528961683110375391e+00,9.000218354778313667e+00,-6.658693299399670806e+00,2.022056660841421660e+00,5.804921502003008715e-01,2.410596343574330724e+00,9.754831928652237139e+00,4.397195035215800019e+00
-1.131762670518589919e+00,5.325452823221738186e+00,2.945372011107358912e+00,-1.719616021172686970e+00,6.579306668120124435e+00,2.458083572771864400e+00,1.148488760365582673e+00,1.190195569436854761e+01,1.792068040351558089e+00,-5.745669832523298659e+00,1.408531547298867981e+00,2.133894438280851347e+00,3.982838043069697687e+00,6.581281339731282820e+00,1.017244941793484125e+00,3.385461849154226321e+00,1.040330257018715265e+01,9.839896191111195956e-01,1.783007067910108212e+00,7.086347030949840864e+00,4.581473672589456037e+00,-2.668520184596902212e+00,3.365410944276627792e+00,8.471269783709502121e+00,-1.227896827044739902e+00,-2.123948006568019409e+00,1.449858882326522602e+00,1.129100229950112144e+01,1.104455324568717867e+00,-7.288041687463542750e+00,-1.833416895212404141e+00,2.954156156071176653e+00,6.961252615669564214e+00,4.370855354457995334e-01,8.219635082048313279e+00,8.216429540450109315e+00,9.355227450485150698e-01,7.423179014970980205e+00,-2.014324637308075872e-01,-3.926189957123312091e+00,2.912690848888512818e+00,4.729835342793926145e+00,3.956919936486609224e+00,6.809412591976442108e+00,-3.792077938005280036e+00,5.719743223474928584e+00,4.917414096528018419e+00,4.449227963001934683e+00,9.614053522049852418e+00,8.306724615735266992e-02
1.555698291331699540e-02,5.453794757107992552e+00,3.504033560655305024e+00,-2.590922475211713261e-01,6.686279481869172869e+00,5.779578075751834909e+00,3.601387121766995048e+00,1.018911406031322109e+01,-5.220807522720548377e+00,-2.537472339553323408e+00,2.354554294859963481e-01,3.793937750732521597e+00,6.370298670157709786e+00,6.045419528985989999e+00,9.659270632049292704e-01,4.396677595726274035e+00,1.028998893278102500e+01,3.543019576088745626e-01,2.452303269928613805e+00,7.801830797446333676e+00,1.659125692874595215e+00,-2.887035608433009326e+00,2.263258477064820973e+00,8.761395512036713740e+00,-3.077821483402698899e+00,6.673752010158366943e-01,1.157783962472095363e+00,1.095485024262929130e+01,-4.836132609669619775e+00,-2.429420320503432151e+00,-2.877303921422309063e+00,5.516894440470110350e-01,7.922306513526535809e+00,6.142642217478637257e+00,8.465205498042463361e+00,6.630668620653253242e+00,9.778547401925420379e-01,6.644066262443140580e+00,-2.110896513256868445e+00,-2.103086406791814689e+00,1.754497970250572969e+00,6.921905151247322863e+00,5.850971945313292899e+00,3.109665223186180327e+00,-1.929654259247220338e+00,5.566448612851698563e+00,1.010276253715902683e+01,6.090774970366644503e+00,4.712762633861072636e+00,-3.249582726895679841e+00
-4.624909108213648423e-01,5.828250903045416820e+00,4.271274459649387012e+00,9.876308237748919749e-01,7.171835370805667687e+00,8.658944353544285377e+00,4.525065352320078560e+00,4.293162570369514874e+00,-6.735118455185493680e+00,2.781762296540466917e+00,1.980469983360276132e+00,4.873392380646800248e+00,8.452842876380726622e+00,3.864014841260383193e+00,7.404100069710306542e-01,5.270760710728168874e+00,9.820967423538039753e+00,-5.443150125090688851e-01,3.365437643507216414e+00,8.174387764616152907e+00,-1.686690110624610384e+00,-1.509030229199078255e+00,9.656531013045221989e-01,8.733020402046781427e+00,-1.366433447616167474e+00,3.020205909357133844e+00,4.500678040678052660e+00,8.651049121992226532e+00,-4.461412002136117216e+00,4.734287103702850885e+00,-8.391703934602723347e-01,1.763304861595091921e-01,8.530615289258891565e+00,1.184006766825878465e+01,4.487777313677463908e+00,1.257509831094443253e+00,1.496358779453817345e+00,6.437732307740511750e+00,-2.039948738585278587e+00,1.133154299421688105e-01,1.655845660486351401e+00,8.302164969819315843e+00,5.807126487030996209e+00,-1.703490329996977914e+00,-8.977179655705395112e-01,4.439583514934234643e+00,1.285261384706286414e+01,2.002209760939310357e+00,-1.067452759628028325e+00,-2.555165705860221514e+00
-5.575332381094137979e-01,5.761239709410691745e+00,6.370632033399656891e+00,2.742607832447540694e+00,8.111177338273492410e+00,9.227311864103462824e+00,1.356671612320066167e-01,1.154284694275653278e+00,-5.181083660283035464e+00,2.167589482442585425e+00,5.638711756981112266e+00,7.276019829805865591e+00,7.201598455704560919e+00,3.160059298014806228e-01,1.050170228444367915e+00,6.165623579261948706e+00,8.751044425994821907e+00,-1.317465728547398518e+00,4.079412794294458244e+00,7.681181668854212496e+00,-3.295501226046127830e+00,1.294646074987533035e+00,1.821479345551019868e+00,8.905574203350063556e+00,1.656219734088795636e+00,3.602713196468869228e+00,7.004759525530492859e+00,4.562083769063593586e+00,-3.095170901565924115e+00,7.519901121830364410e+00,2.705913394986928733e+00,1.248439346302840258e+00,9.290966875918673651e+00,1.135549798391569354e+01,-4.164830276806459786e+00,2.070032581274051875e+00,2.736524473532925494e+00,6.340088060205526510e+00,-1.431605660852373063e+00,1.789024592658641000e+00,3.488472392107793141e+00,9.086167610146759444e+00,1.332679464425777116e+00,-3.988806318298901754e+00,-1.936385676978260584e-01,4.336766771341627802e+00,1.251086063287371353e+01,-3.150570592615001164e+00,1.151050553404995291e+00,-1.364799528338645151e+00
3.582169919076019227e-01,6.229796908970979707e+00,9.037549213221335975e+00,5.302282568955532405e+00,7.898791948101758109e+00,4.453622433346577481e+00,-3.092873658780805446e+00,3.779952879302320490e+00,-2.719446630525162334e+00,1.170340602112583728e+00,8.292446724356583587e+00,9.281735953076159618e+00,6.083907579349359107e-01,-1.809614261215472419e+00,1.374743778956849960e+00,7.655410303169291275e+00,6.994533099076479132e+00,-2.076849921327092119e+00,4.715365164472766324e+00,7.012490352636134183e+00,-3.439223001933851442e+00,3.398048878056440625e+00,5.453323696439340118e+00,8.855096174596473801e+00,2.872625529676753331e+00,3.966766311304562365e+00,7.478245589318662567e+00,8.092340624204440447e-01,-1.821988475125689844e+00,7.273480388552881593e+00,6.749287800831478279e+00,2.831529698232984504e+00,9.640532133706193108e+00,3.742723861016697295e+00,-7.355203027877756483e+00,4.100331326342456784e+00,7.503141024247013569e+00,4.045306199061059260e+00,-1.872233389258120662e+00,2.635532434985722983e+00,6.213628683420875376e+00,7.102233933668713028e+00,-4.142262248469457120e+00,-1.303700029088607604e+00,-6.479580495111179061e-01,4.357354229345117957e+00,1.109208512041812611e+01,-2.806418469581115627e+00,6.048298822927996810e+00,9.991060276346334090e-01
1.047866698894063475e+00,7.059844281589321646e+00,1.209511324409285216e+01,4.852990862253505178e+00,3.385271886147421583e+00,3.509946674606413408e-01,-2.225679197081219751e+00,5.293705473820923046e+00,2.529271213327408674e-01,1.535764995556644807e+00,9.498765844792449897e+00,5.638811298660534099e+00,-5.665358886624435542e+00,1.206204047309193728e+00,1.943846798623844574e+00,8.709401821088981421e+00,4.201244411387788702e+00,-2.704134876727922077e+00,4.984130161857248886e+00,6.970425041517909648e+00,-2.789209673104685816e+00,3.533079641117640612e+00,1.000701915050709978e+01,7.662884231501555732e+00,2.450358790575530299e-01,4.282237649342379271e+00,6.770374564925561778e+00,-1.874883680397265273e+00,-6.236988758571356817e-01,6.703021059545054783e+00,1.054888917138112880e+01,4.655274442705481519e+00,5.998761161114674501e+00,-4.071530607170695149e+00,-5.038708657487757314e+00,-1.241367883059107058e+00,9.376417539380417665e+00,1.568786806973784698e+00,-2.030807699860667004e+00,2.459292381122245352e+00,8.252917590521022362e+00,1.732181674949654582e+00,-5.704875989622357757e+00,2.061719451486359933e+00,1.165203564485482124e+00,4.723272516820651745e+00,1.044728162189917242e+01,1.182894908365652809e+00,7.138916738833319009e+00,2.833554634121673299e+00
2.262434439853150181e+00,8.861969911069621730e+00,1.171877113008173055e+01,-1.917090028434040416e+00,1.795647522620536618e+00,4.658475591709924091e-01,-9.683258402484469229e-01,5.637442405614477181e+00,3.305926262529889748e+00,3.281537399991541371e+00,9.452700644985773337e+00,-1.756969997628737179e+00,-5.734084113528838955e+00,8.663342217460643369e-01,4.787734857736133165e+00,8.788606848853367737e+00,-3.492460453134746956e-01,-2.417508803494996084e+00,4.097565520376267756e+00,7.251589327031808807e+00,-2.360859386614970745e+00,3.148468454867513699e+00,1.275884325896119087e+01,2.289959561170038072e+00,-2.166206070488524205e+00,4.557687345466251649e+00,6.223301744818101611e+00,-3.820393039666104773e+00,3.395627935159167277e-01,6.616251504404358386e+00,1.249815692603086070e+01,1.007196977250901293e+00,8.945454010588053118e-01,-4.613610724755927706e+00,-1.201011684333859186e+00,-3.785486233127052902e+00,8.099281141903729164e+00,3.078280493072097279e+00,-2.239351638112945242e+00,1.745892681481184816e+00,8.698925686595185169e+00,-3.323473038881678221e+00,-3.617747117956957581e+00,1.399771500606052044e+00,4.166670169653956535e+00,7.393938307064799709e+00,1.021151278514622618e+01,2.557162675279132102e+00,5.905758261115913399e+00,3.161819195733900578e+00
