year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2015,2,1,0,97.0,122.0,46.0,94.0,2300.0,2.0,-8.0,1032.0,-14.4,0.0,0.5
2015,2,1,1,85.0,123.0,77.0,91.0,2900.0,2.0,-9.0,1028.0,-15.2,0.0,0.8
2015,2,1,2,103.0,149.0,92.0,89.0,3300.0,2.0,-9.0,1033.0,-14.8,0.0,0.8
2015,2,1,3,96.0,114.0,59.0,75.0,2700.0,2.0,-10.0,1032.0,-16.9,0.0,0.0
2015,2,1,4,41.0,48.0,30.0,59.0,1400.0,2.0,-10.0,1029.0,-16.1,0.0,0.3
2015,2,1,5,32.0,35.0,25.0,58.0,1300.0,2.0,-10.0,1028.0,-15.9,0.0,0.7
2015,2,1,6,38.0,41.0,30.0,59.0,1300.0,2.0,-10.0,1029.0,-15.5,0.0,0.4
2015,2,1,7,30.0,35.0,29.0,59.0,1200.0,2.0,-10.0,1031.0,-14.6,0.0,0.4
2015,2,1,8,44.0,70.0,58.0,64.0,1600.0,2.0,-6.0,1029.0,-17.7,0.0,1.9
2015,2,1,9,45.0,76.0,54.0,62.0,1900.0,2.0,-5.0,1030.0,-20.3,0.0,1.2
2015,2,1,10,32.0,50.0,25.0,49.0,1200.0,6.0,-2.0,1032.0,-19.9,0.0,1.7
2015,2,1,11,30.0,48.0,27.0,42.0,1000.0,18.0,0.0,1033.0,-20.3,0.0,1.1
2015,2,1,12,42.0,58.0,37.0,51.0,1200.0,12.0,1.0,1031.0,-20.1,0.0,1.1
2015,2,1,13,45.0,58.0,35.0,56.0,1300.0,12.0,3.0,1026.0,-20.4,0.0,1.2
2015,2,1,14,35.0,48.0,24.0,56.0,1100.0,17.0,3.0,1028.0,-20.4,0.0,1.4
2015,2,1,15,40.0,46.0,21.0,56.0,1000.0,20.0,4.0,1026.0,-19.6,0.0,2.2
2015,2,1,16,49.0,67.0,30.0,63.0,1200.0,18.0,3.0,1025.0,-19.1,0.0,1.0
2015,2,1,17,85.0,110.0,50.0,76.0,1500.0,13.0,3.0,1028.0,-16.7,0.0,1.3
2015,2,1,18,99.0,133.0,54.0,93.0,1800.0,2.0,1.0,1026.0,-16.0,0.0,1.6
2015,2,1,19,120.0,158.0,75.0,107.0,2500.0,2.0,-1.0,1027.0,-15.3,0.0,1.2
2015,2,1,20,114.0,146.0,83.0,101.0,2600.0,2.0,-2.0,1027.0,-14.1,0.0,0.8
2015,2,1,21,114.0,139.0,74.0,100.0,2400.0,2.0,-4.0,1028.0,-15.3,0.0,0.0
2015,2,1,22,117.0,147.0,78.0,102.0,2700.0,2.0,-5.0,1025.0,-16.2,0.0,0.8
2015,2,1,23,125.0,153.0,85.0,102.0,2800.0,2.0,-5.0,1025.0,-17.2,0.0,0.3
