month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
1,26,0,33.0,72.0,25.0,39.0,6.0,25.0,-1.6,10.275,-5.3,0.0,1.6
1,26,1,20.0,56.0,19.0,29.0,4.0,34.0,-0.9,10.277999999999999,-5.7,0.0,2.8
1,26,2,28.0,69.0,21.0,40.0,9.0,19.0,-0.9,10.277999999999999,-6.5,0.0,2.8
1,26,3,25.0,51.0,25.0,27.0,6.0,34.0,-1.3,10.270999999999999,-6.5,0.0,2.6
1,26,4,20.0,43.0,20.0,15.0,5.0,47.0,-1.6,10.27,-6.2,0.0,1.7
1,26,5,19.0,44.0,18.0,15.0,7.0,46.0,-1.8,10.269,-7.7,0.0,2.7
1,26,6,19.0,52.0,18.0,17.0,5.0,43.0,-2.1,10.274000000000001,-8.0,0.0,2.8
1,26,7,16.0,45.0,22.0,28.0,4.0,35.0,-2.3,10.272,-8.0,0.0,2.8
1,26,8,18.0,48.0,21.0,38.0,5.0,28.0,-1.6,10.269,-7.3,0.0,4.2
1,26,9,21.0,53.0,33.0,35.0,6.0,30.0,-0.6,10.265,-7.2,0.0,4.8
1,26,10,24.0,54.0,42.0,29.0,5.0,40.0,0.2,10.259,-7.6,0.0,4.2
1,26,11,24.0,58.0,50.0,22.0,4.0,46.0,0.9,10.245999999999999,-7.9,0.0,3.3
1,26,12,25.0,50.0,44.0,16.0,4.0,56.0,1.6,10.228,-7.7,0.0,2.6
1,26,13,29.0,52.0,44.0,17.0,5.0,57.0,2.5,10.21,-8.0,0.0,4.2
1,26,14,41.0,62.0,50.0,24.0,6.0,53.0,2.6,10.197000000000001,-8.2,0.0,2.9
1,26,15,51.0,73.0,53.0,27.0,7.0,53.0,2.8,10.182,-8.3,0.0,2.5
1,26,16,67.0,90.0,53.0,35.0,8.0,52.0,2.0,10.177999999999999,-8.4,0.0,2.6
1,26,17,69.0,88.0,55.0,46.0,9.0,43.0,1.7,10.18,-8.2,0.0,3.3
1,26,18,62.0,86.0,49.0,54.0,9.0,30.0,-0.1,10.177,-7.8,0.0,1.2
1,26,19,74.0,105.0,62.0,63.0,10.0,20.0,0.4,10.169,-7.4,0.0,1.3
1,26,20,85.0,107.0,71.0,67.0,11.0,14.0,-2.2,10.164,-7.7,0.0,1.1
1,26,21,94.0,118.0,80.0,76.0,13.0,4.0,-3.8,10.158,-7.6,0.0,0.5
1,26,22,99.0,116.0,97.0,81.0,13.0,1.0,-2.6,10.151,-7.5,0.0,2.0
1,26,23,108.0,130.0,83.0,84.0,22.0,1.0,-2.2,10.146,-8.1,0.0,1.7
