month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2,21,0,295.0,310.0,38.0,96.0,26.0,1.0,-0.4,10.235,-2.9,0.0,1.2
2,21,1,291.0,311.0,36.0,94.0,26.0,1.0,-0.4,10.232999999999999,-3.1,0.0,1.4
2,21,2,294.0,318.0,35.0,96.0,30.0,1.0,-0.4,10.228,-3.1,0.0,1.4
2,21,3,294.0,318.0,35.0,96.0,30.0,1.0,-0.5,10.225,-3.4,0.0,1.7
2,21,4,304.0,304.0,53.0,96.0,27.0,1.0,-0.5,10.225,-3.2,0.0,2.1
2,21,5,281.0,281.0,60.0,95.0,26.0,1.0,-0.6,10.226,-3.1,0.0,1.0
2,21,6,259.0,259.0,61.0,88.0,24.0,1.0,-0.6,10.227,-3.1,0.0,1.4
2,21,7,239.0,239.0,72.0,91.0,23.0,1.0,-0.3,10.23,-3.0,0.0,1.1
2,21,8,216.0,216.0,73.0,88.0,23.0,1.0,0.4,10.232999999999999,-3.0,0.0,1.5
2,21,9,210.0,210.0,89.0,90.0,22.0,2.0,1.1,10.23,-3.0,0.0,0.6
2,21,10,224.0,224.0,124.0,95.0,25.0,2.0,1.6,10.23,-2.9,0.0,1.6
2,21,11,213.0,213.0,117.0,83.0,22.0,8.0,2.4,10.227,-2.9,0.0,0.7
2,21,12,196.0,227.0,114.0,89.0,24.0,10.0,3.0,10.215,-3.2,0.0,1.9
2,21,13,221.0,253.0,102.0,86.0,24.0,17.0,3.7,10.206,-2.9,0.0,1.4
2,21,14,238.0,270.0,91.0,84.0,23.0,23.0,4.0,10.202,-2.9,0.0,1.9
2,21,15,243.0,275.0,89.0,93.0,23.0,21.0,4.0,10.202,-2.9,0.0,1.9
2,21,16,251.0,284.0,86.0,100.0,24.0,18.0,3.3,10.202,-3.1,0.0,1.8
2,21,17,246.0,273.0,83.0,113.0,24.0,10.0,2.8,10.208,-3.1,0.0,1.3
2,21,18,236.0,275.0,79.0,107.0,23.0,9.0,2.3,10.215,-3.2,0.0,0.8
2,21,19,232.0,278.0,80.0,114.0,25.0,2.0,-0.3,10.22,-3.7,0.0,0.8
2,21,20,241.0,292.0,87.0,125.0,28.0,1.0,-0.8,10.225,-3.5,0.0,0.4
2,21,21,247.0,293.0,93.0,125.0,29.0,1.0,-1.1,10.226,-3.5,0.0,0.6
2,21,22,245.0,285.0,76.0,120.0,30.0,1.0,-0.2,10.229,-3.4,0.0,0.2
2,21,23,246.0,294.0,61.0,119.0,34.0,1.0,-1.1,10.23,-3.6,0.0,0.9
