year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016,2,18,0,59.0,67.0,13.0,80.0,1600.0,8.0,1.7,1014.2,-8.7,0.0,1.0
2016,2,18,1,30.0,38.0,3.0,39.0,800.0,45.0,7.0,1014.1,-15.8,0.0,2.7
2016,2,18,2,18.0,39.0,2.0,21.0,500.0,65.0,7.0,1013.5,-16.5,0.0,4.1
2016,2,18,3,22.0,57.0,2.0,12.0,400.0,74.0,6.8,1012.8,-16.6,0.0,6.0
2016,2,18,4,21.0,68.0,2.0,10.0,400.0,74.0,6.4,1013.1,-16.9,0.0,4.8
2016,2,18,5,15.0,61.0,2.0,9.0,400.0,77.0,5.2,1013.7,-18.6,0.0,5.1
2016,2,18,6,8.0,57.0,2.0,7.0,300.0,79.0,4.2,1014.3,-18.1,0.0,4.6
2016,2,18,7,6.0,36.0,2.0,15.0,300.0,70.0,3.5,1015.1,-17.4,0.0,7.3
2016,2,18,8,5.0,29.0,2.0,19.0,400.0,68.0,3.1,1016.7,-16.6,0.0,4.4
2016,2,18,9,6.0,29.0,2.0,16.0,400.0,70.0,3.6,1017.2,-16.7,0.0,4.7
2016,2,18,10,13.0,22.0,2.0,12.0,400.0,75.0,4.3,1017.9,-16.7,0.0,5.3
2016,2,18,11,8.0,16.0,2.0,7.0,300.0,82.0,5.6,1018.1,-16.9,0.0,4.2
2016,2,18,12,9.0,12.0,2.0,6.0,300.0,85.0,6.4,1017.7,-16.9,0.0,4.4
2016,2,18,13,10.0,10.0,2.0,6.0,300.0,88.0,7.4,1016.4,-16.8,0.0,4.4
2016,2,18,14,10.0,10.0,2.0,5.0,300.0,90.0,8.1,1016.0,-17.9,0.0,4.5
2016,2,18,15,9.0,14.0,2.0,6.0,300.0,92.0,8.5,1016.0,-17.6,0.0,5.3
2016,2,18,16,9.0,17.0,2.0,7.0,300.0,94.0,8.2,1016.1,-17.8,0.0,6.8
2016,2,18,17,13.0,16.0,2.0,9.0,300.0,91.0,8.1,1015.9,-17.9,0.0,4.5
2016,2,18,18,14.0,23.0,2.0,18.0,400.0,81.0,7.5,1016.7,-17.5,0.0,4.1
2016,2,18,19,17.0,30.0,2.0,37.0,500.0,60.0,7.0,1018.2,-17.2,0.0,1.8
2016,2,18,20,17.0,32.0,2.0,49.0,600.0,47.0,5.6,1019.1,-15.7,0.0,2.1
2016,2,18,21,23.0,40.0,7.0,47.0,700.0,46.0,5.0,1019.7,-16.2,0.0,1.1
2016,2,18,22,32.0,44.0,14.0,62.0,1100.0,26.0,4.4,1020.3,-14.0,0.0,1.3
2016,2,18,23,32.0,34.0,6.0,56.0,900.0,29.0,3.4,1020.4,-13.4,0.0,1.0
