month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
11,27,0,7.0,36.0,2.0,9.0,3.0,51.0,-2.0,10.196,-20.9,0.0,5.6
11,27,1,3.0,18.0,3.0,10.0,3.0,50.0,-2.1,10.195,-20.5,0.0,4.1
11,27,2,6.0,13.0,2.0,12.0,3.0,48.0,-2.3,10.196,-19.7,0.0,3.1
11,27,3,5.0,13.0,2.0,13.0,3.0,46.0,-2.7,10.193,-20.1,0.0,4.5
11,27,4,3.0,17.0,2.0,11.0,3.0,48.0,-3.4,10.198,-21.1,0.0,3.4
11,27,5,6.0,33.0,2.0,7.0,3.0,50.0,-3.9,10.203,-21.6,0.0,3.7
11,27,6,9.0,21.0,2.0,8.0,3.0,46.0,-4.1,10.21,-22.2,0.0,4.0
11,27,7,5.0,19.0,3.0,10.0,3.0,42.0,-4.3,10.22,-22.4,0.0,4.4
11,27,8,7.0,20.0,4.0,13.0,4.0,38.0,-3.6,10.226,-22.3,0.0,4.5
11,27,9,8.0,35.0,4.0,10.0,4.0,42.0,-3.0,10.228,-22.9,0.0,4.9
11,27,10,8.0,56.0,5.0,8.0,4.0,44.0,-2.2,10.229,-23.4,0.0,6.3
11,27,11,8.0,60.0,3.0,6.0,3.0,47.0,-1.8,10.222000000000001,-23.7,0.0,4.3
11,27,12,10.0,44.0,3.0,6.0,3.0,47.0,-0.5,10.22,-22.6,0.0,3.4
11,27,13,8.0,51.0,4.0,5.0,3.0,48.0,-0.7,10.219,-24.2,0.0,4.5
11,27,14,9.0,67.0,7.0,6.0,4.0,48.0,-0.3,10.215,-23.9,0.0,3.4
11,27,15,10.0,60.0,8.0,8.0,4.0,46.0,-0.7,10.216000000000001,-25.0,0.0,4.9
11,27,16,10.0,65.0,7.0,9.0,4.0,47.0,-1.5,10.22,-23.5,0.0,5.1
11,27,17,9.0,66.0,6.0,10.0,4.0,46.0,-1.4,10.225,-25.5,0.0,4.5
11,27,18,8.0,69.0,9.0,13.0,4.0,42.0,-1.5,10.228,-24.9,0.0,4.0
11,27,19,8.0,48.0,6.0,13.0,4.0,41.0,-1.6,10.229,-24.2,0.0,5.9
11,27,20,11.0,39.0,4.0,14.0,4.0,40.0,-1.8,10.229,-23.7,0.0,4.9
11,27,21,9.0,38.0,3.0,12.0,4.0,42.0,-2.2,10.231,-24.7,0.0,4.9
11,27,22,7.0,30.0,3.0,11.0,3.0,42.0,-2.5,10.231,-25.7,0.0,3.0
11,27,23,6.0,23.0,3.0,11.0,4.0,42.0,-2.8,10.232000000000001,-25.2,0.0,4.3
