year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013,4,6,0,3.0,7.0,3.0,13.0,300.0,69.0,4.9,1016.9,-7.9,0.0,2.1
2013,4,6,1,3.0,6.0,3.0,13.0,300.0,66.0,2.3,1016.4,-3.0,0.0,0.6
2013,4,6,2,3.0,6.0,3.0,13.0,300.0,61.0,3.4,1015.7,-7.4,0.0,1.3
2013,4,6,3,3.0,6.0,3.0,17.0,300.0,56.0,0.6,1015.0,-5.9,0.0,0.7
2013,4,6,4,3.0,6.0,4.0,21.0,400.0,45.0,-0.8,1014.9,-4.7,0.0,0.5
2013,4,6,5,3.0,8.0,4.0,30.0,400.0,47.0,-1.3,1014.9,-4.3,0.0,0.4
2013,4,6,6,3.0,6.0,4.0,26.0,400.0,30.0,0.8,1015.0,-2.1,0.0,0.6
2013,4,6,7,12.0,32.0,4.0,40.0,500.0,30.0,6.3,1014.9,-6.3,0.0,1.5
2013,4,6,8,18.0,19.0,10.0,45.0,500.0,42.0,8.5,1014.7,-8.6,0.0,2.3
2013,4,6,9,6.0,14.0,15.0,35.0,600.0,47.0,9.8,1014.3,-7.0,0.0,1.5
2013,4,6,10,18.0,21.0,14.0,31.0,600.0,52.0,10.8,1013.4,-10.1,0.0,4.2
2013,4,6,11,16.0,22.0,12.0,32.0,400.0,73.0,11.3,1012.1,-7.1,0.0,1.6
2013,4,6,12,14.0,7.0,8.0,15.0,500.0,75.0,12.6,1010.6,-5.0,0.0,2.5
2013,4,6,13,3.0,7.0,10.0,14.0,500.0,76.0,14.4,1009.4,-9.7,0.0,2.3
2013,4,6,14,3.0,9.0,10.0,15.0,400.0,81.0,14.9,1008.4,-10.7,0.0,2.6
2013,4,6,15,16.0,13.0,10.0,14.0,400.0,85.0,15.1,1006.9,-10.6,0.0,1.6
2013,4,6,16,4.0,12.0,8.0,11.0,400.0,89.0,15.2,1006.1,-9.7,0.0,1.3
2013,4,6,17,3.0,6.0,4.0,9.0,400.0,88.0,14.7,1005.6,-2.3,0.0,1.2
2013,4,6,18,3.0,12.0,6.0,11.0,400.0,86.0,12.4,1005.7,-8.2,0.0,2.8
2013,4,6,19,3.0,14.0,8.0,14.0,600.0,47.0,11.7,1005.8,-7.7,0.0,3.7
2013,4,6,20,22.0,68.0,8.0,54.0,700.0,25.0,10.6,1006.2,-6.7,0.0,2.5
2013,4,6,21,35.0,84.0,9.0,67.0,600.0,43.0,9.8,1006.0,-7.0,0.0,2.6
2013,4,6,22,35.0,84.0,9.0,67.0,500.0,58.0,9.2,1005.7,-6.7,0.0,1.9
2013,4,6,23,32.0,85.0,16.0,42.0,600.0,40.0,8.2,1005.5,-6.0,0.0,2.5
