month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,9,0,98.0,117.0,32.0,93.0,8.0,11.0,12.6,10.08,12.0,0.0,0.5
10,9,1,104.0,127.0,33.0,85.0,8.0,7.0,12.1,10.076,11.5,0.0,0.2
10,9,2,99.0,128.0,32.0,81.0,9.0,6.0,12.1,10.07,11.6,0.0,0.9
10,9,3,120.0,198.0,39.0,97.0,14.0,5.0,11.9,10.065,11.3,0.0,0.8
10,9,4,121.0,215.0,39.0,90.0,14.0,4.0,11.7,10.068,11.2,0.0,1.6
10,9,5,114.0,188.0,39.0,78.0,13.0,4.0,11.5,10.071,11.0,0.0,1.2
10,9,6,102.0,155.0,37.0,71.0,14.0,4.0,12.0,10.073,11.4,0.0,1.1
10,9,7,98.0,146.0,37.0,69.0,16.0,4.0,13.1,10.077,11.8,0.0,1.4
10,9,8,101.0,152.0,38.0,66.0,16.0,4.0,13.8,10.075,11.7,0.0,1.0
10,9,9,99.0,155.0,40.0,66.0,17.0,5.0,14.9,10.072000000000001,12.0,0.0,1.3
10,9,10,100.0,154.0,41.0,69.0,19.0,6.0,15.9,10.064,12.1,0.0,1.4
10,9,11,102.0,154.0,45.0,73.0,15.0,7.0,16.9,10.059,12.2,0.0,1.2
10,9,12,112.0,163.0,46.0,85.0,15.0,8.0,18.1,10.051,13.0,0.0,1.4
10,9,13,131.0,188.0,50.0,106.0,18.0,8.0,19.0,10.041,13.2,0.0,1.5
10,9,14,140.0,171.0,55.0,106.0,15.0,14.0,19.8,10.038,13.5,0.0,1.5
10,9,15,159.0,188.0,54.0,103.0,14.0,24.0,19.4,10.04,13.8,0.0,1.3
10,9,16,189.0,218.0,52.0,108.0,15.0,33.0,18.2,10.033,13.5,0.0,1.2
10,9,17,200.0,225.0,55.0,109.0,14.0,33.0,16.3,10.037,13.4,0.0,0.8
10,9,18,190.0,235.0,52.0,121.0,16.0,17.0,15.6,10.039,13.4,0.0,0.9
10,9,19,194.0,235.0,51.0,123.0,17.0,8.0,14.9,10.038,13.3,0.0,0.6
10,9,20,194.0,235.0,51.0,123.0,17.0,11.0,14.7,10.035,13.7,0.0,0.0
10,9,21,215.0,215.0,52.0,117.0,17.0,9.0,14.4,10.032,13.6,0.0,0.0
10,9,22,219.0,225.0,53.0,126.0,18.0,8.0,14.4,10.037,13.6,0.0,1.5
10,9,23,195.0,241.0,57.0,118.0,18.0,7.0,15.5,10.041,13.2,0.0,1.1
