month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
9,24,0,23.0,56.0,5.0,36.0,5.0,1.0,10.0,10.169,7.8,0.0,0.7
9,24,1,20.0,37.0,6.0,35.0,6.0,1.0,10.5,10.171,7.6,0.0,1.5
9,24,2,13.0,22.0,8.0,36.0,4.0,1.0,10.5,10.172,7.2,0.0,1.3
9,24,3,13.0,22.0,5.0,42.0,3.0,1.0,10.4,10.173,5.8,0.0,0.9
9,24,4,7.0,7.0,6.0,46.0,3.0,1.0,9.8,10.175,6.0,0.0,1.4
9,24,5,6.0,8.0,10.0,47.0,3.0,1.0,10.7,10.177,4.4,0.0,1.4
9,24,6,10.0,16.0,13.0,46.0,3.0,1.0,11.7,10.187000000000001,4.9,0.0,1.3
9,24,7,6.0,9.0,9.0,45.0,3.0,1.0,13.5,10.189,4.6,0.0,2.5
9,24,8,8.0,29.0,10.0,39.0,4.0,3.0,15.3,10.192,5.2,0.0,1.6
9,24,9,10.0,30.0,13.0,34.0,5.0,10.0,16.7,10.187999999999999,4.0,0.0,2.7
9,24,10,9.0,14.0,13.0,29.0,4.0,20.0,17.8,10.181000000000001,2.5,0.0,1.9
9,24,11,3.0,6.0,6.0,22.0,3.0,31.0,19.7,10.169,2.1,0.0,2.6
9,24,12,3.0,6.0,6.0,15.0,3.0,46.0,20.7,10.16,1.5,0.0,2.2
9,24,13,4.0,11.0,7.0,15.0,3.0,51.0,21.6,10.149,2.3,0.0,1.3
9,24,14,3.0,6.0,7.0,14.0,3.0,57.0,22.3,10.144,0.7,0.0,2.8
9,24,15,3.0,6.0,6.0,15.0,3.0,60.0,22.8,10.136000000000001,1.7,0.0,1.0
9,24,16,3.0,7.0,7.0,15.0,3.0,65.0,22.0,10.134,-0.7,0.0,2.1
9,24,17,3.0,8.0,7.0,17.0,3.0,65.0,18.7,10.14,4.1,0.0,0.7
9,24,18,3.0,6.0,3.0,28.0,3.0,56.0,13.6,10.146,5.5,0.0,0.8
9,24,19,10.0,29.0,3.0,62.0,4.0,17.0,12.8,10.152999999999999,8.1,0.0,0.9
9,24,20,20.0,71.0,7.0,87.0,7.0,1.0,12.8,10.158,4.7,0.0,0.9
9,24,21,23.0,73.0,6.0,82.0,8.0,1.0,12.4,10.161,3.3,0.0,0.8
9,24,22,26.0,76.0,7.0,78.0,7.0,1.0,12.7,10.165,2.2,0.0,1.1
9,24,23,22.0,30.0,5.0,72.0,5.0,1.0,11.3,10.17,2.6,0.0,0.6
