year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014,3,25,0,242.0,291.0,45.0,159.0,2200.0,2.0,10.8,1005.8,4.5,0.0,1.1
2014,3,25,1,268.0,366.0,52.0,175.0,2500.0,2.0,10.0,1005.6,5.2,0.0,0.9
2014,3,25,2,274.0,358.0,37.0,152.0,2500.0,2.0,10.0,1005.5,4.8,0.0,0.7
2014,3,25,3,268.0,318.0,26.0,132.0,1900.0,2.0,9.3,1005.3,5.3,0.0,1.0
2014,3,25,4,265.0,287.0,27.0,138.0,1800.0,2.0,9.1,1005.5,4.7,0.0,1.2
2014,3,25,5,211.0,255.0,26.0,138.0,1800.0,2.0,9.5,1005.5,3.9,0.0,1.9
2014,3,25,6,233.0,245.0,38.0,132.0,1800.0,2.0,9.5,1006.0,4.1,0.0,1.7
2014,3,25,7,244.0,257.0,39.0,126.0,1800.0,2.0,11.3,1006.5,4.7,0.0,1.2
2014,3,25,8,238.0,268.0,43.0,126.0,2000.0,2.0,14.0,1006.6,3.7,0.0,1.8
2014,3,25,9,235.0,254.0,53.0,124.0,2000.0,2.0,16.6,1006.4,3.6,0.0,1.3
2014,3,25,10,228.0,241.0,51.0,119.0,1900.0,18.0,18.8,1006.4,3.8,0.0,1.6
2014,3,25,11,233.0,268.0,49.0,110.0,1800.0,47.0,20.1,1005.4,3.7,0.0,0.9
2014,3,25,12,235.0,264.0,53.0,85.0,1600.0,104.0,20.7,1004.3,4.3,0.0,1.4
2014,3,25,13,183.0,241.0,63.0,71.0,1500.0,137.0,22.3,1003.2,4.3,0.0,1.1
2014,3,25,14,188.0,253.0,61.0,85.0,1600.0,148.0,22.1,1002.3,5.1,0.0,1.2
2014,3,25,15,238.0,255.0,60.0,79.0,1400.0,174.0,22.1,1002.0,5.5,0.0,1.7
2014,3,25,16,223.0,272.0,55.0,82.0,1300.0,168.0,21.5,1002.0,5.4,0.0,2.4
2014,3,25,17,201.0,238.0,45.0,75.0,1200.0,158.0,20.4,1002.1,6.0,0.0,2.1
2014,3,25,18,171.0,221.0,42.0,68.0,1000.0,144.0,18.5,1002.4,7.3,0.0,1.3
2014,3,25,19,177.0,208.0,48.0,78.0,1100.0,127.0,17.6,1003.1,7.3,0.0,1.2
2014,3,25,20,156.0,187.0,47.0,103.0,1000.0,68.0,16.7,1003.8,7.6,0.0,1.1
2014,3,25,21,147.0,182.0,40.0,128.0,1000.0,25.0,14.6,1003.7,8.5,0.0,0.8
2014,3,25,22,147.0,182.0,40.0,128.0,1000.0,25.0,12.3,1004.0,7.8,0.0,0.0
2014,3,25,23,166.0,209.0,43.0,130.0,1100.0,15.0,11.5,1003.9,8.5,0.0,0.0
