month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
11,26,0,52.0,97.0,19.0,64.0,17.0,1.0,-0.8,10.112,-11.0,0.0,1.5
11,26,1,51.0,77.0,27.0,63.0,20.0,1.0,-2.1,10.117,-10.2,0.0,0.5
11,26,2,73.0,113.0,37.0,66.0,31.0,1.0,-2.0,10.117,-9.4,0.0,0.7
11,26,3,38.0,36.0,26.0,52.0,14.0,1.0,3.3,10.118,-15.4,0.0,1.1
11,26,4,13.0,12.0,14.0,29.0,6.0,23.0,2.9,10.118,-15.7,0.0,2.1
11,26,5,3.0,6.0,6.0,16.0,4.0,39.0,0.4,10.116,-14.8,0.0,1.0
11,26,6,3.0,6.0,6.0,16.0,5.0,20.0,-0.6,10.123,-14.2,0.0,1.2
11,26,7,11.0,17.0,15.0,36.0,4.0,12.0,-0.1,10.13,-14.1,0.0,0.8
11,26,8,13.0,24.0,19.0,39.0,6.0,11.0,2.7,10.135,-14.5,0.0,0.7
11,26,9,18.0,21.0,20.0,28.0,6.0,26.0,4.7,10.136000000000001,-13.7,0.0,1.2
11,26,10,13.0,18.0,12.0,19.0,6.0,37.0,5.4,10.132,-15.2,0.0,3.5
11,26,11,12.0,16.0,11.0,19.0,5.0,39.0,6.5,10.126,-12.7,0.0,4.1
11,26,12,18.0,48.0,10.0,15.0,5.0,46.0,6.7,10.119,-16.7,0.0,4.8
11,26,13,11.0,74.0,11.0,10.0,4.0,54.0,6.6,10.116,-17.5,0.0,6.8
11,26,14,10.0,59.0,10.0,9.0,4.0,55.0,6.2,10.122,-20.3,0.0,7.0
11,26,15,9.0,36.0,8.0,10.0,4.0,55.0,5.3,10.124,-20.1,0.0,6.4
11,26,16,7.0,71.0,7.0,11.0,4.0,53.0,3.9,10.135,-20.5,0.0,5.2
11,26,17,10.0,83.0,4.0,11.0,4.0,51.0,3.2,10.141,-21.0,0.0,3.4
11,26,18,5.0,55.0,5.0,13.0,4.0,48.0,2.3,10.155,-21.0,0.0,5.2
11,26,19,8.0,68.0,2.0,14.0,4.0,47.0,1.3,10.171,-21.8,0.0,4.5
11,26,20,9.0,82.0,2.0,12.0,4.0,52.0,0.3,10.179,-20.1,0.0,3.2
11,26,21,12.0,85.0,2.0,9.0,3.0,53.0,-0.4,10.187999999999999,-19.6,0.0,4.7
11,26,22,9.0,50.0,3.0,10.0,3.0,50.0,-1.1,10.195,-20.7,0.0,5.3
11,26,23,8.0,37.0,3.0,10.0,3.0,48.0,-1.7,10.2,-20.7,0.0,5.7
