month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,12,0,75.0,104.0,6.8544,90.0,10.0,1.0,11.3,10.118,8.2,0.0,0.6
10,12,1,80.0,112.0,5.4264,80.0,11.0,1.0,10.6,10.122,8.4,0.0,0.8
10,12,2,91.0,135.0,8.2824,78.0,11.0,1.0,10.1,10.121,8.5,0.0,0.8
10,12,3,71.0,84.0,4.284,74.0,7.0,1.0,9.7,10.125,8.6,0.0,0.9
10,12,4,52.0,53.0,3.4272,69.0,5.0,1.0,8.8,10.129,7.9,0.0,0.0
10,12,5,49.0,57.0,2.2848,66.0,5.0,1.0,9.0,10.136000000000001,8.4,0.0,1.3
10,12,6,53.0,70.0,3.1416,61.0,6.0,1.0,9.3,10.139,8.5,0.0,1.2
10,12,7,58.0,67.0,2.856,58.0,7.0,1.0,11.6,10.149,8.3,0.0,1.7
10,12,8,52.0,63.0,0.8568,55.0,6.0,1.0,13.9,10.151,9.5,0.0,1.3
10,12,9,51.0,68.0,1.1424,60.0,6.0,1.0,17.3,10.15,7.3,0.0,0.5
10,12,10,59.0,82.0,3.4272,70.0,10.0,1.0,20.0,10.142000000000001,8.0,0.0,1.5
10,12,11,62.0,66.0,3.9984,70.0,7.0,12.0,21.8,10.139,6.1,0.0,0.9
10,12,12,53.0,53.0,3.1416,60.0,6.0,30.0,21.9,10.125,6.9,0.0,2.2
10,12,13,45.0,54.0,2.856,43.0,4.0,51.0,21.6,10.118,7.8,0.0,1.7
10,12,14,45.0,51.0,2.5704,43.0,4.0,65.0,20.9,10.112,7.8,0.0,1.6
10,12,15,32.0,50.0,3.1416,59.0,5.0,58.0,19.8,10.111,9.1,0.0,0.7
10,12,16,63.0,72.0,6.8544,64.0,6.0,78.0,18.6,10.111,10.2,0.0,0.6
10,12,17,69.0,86.0,9.4248,86.0,8.0,58.0,18.4,10.112,8.9,0.0,0.7
10,12,18,53.0,58.0,10.5672,115.0,10.0,12.0,17.8,10.113999999999999,9.4,0.0,0.6
10,12,19,69.0,126.0,9.7104,133.0,12.0,1.0,17.7,10.118,8.8,0.0,0.8
10,12,20,100.0,166.0,9.7104,149.0,13.0,1.0,17.1,10.126,10.0,0.0,0.1
10,12,21,103.0,147.0,8.8536,136.0,13.0,1.0,17.0,10.129,9.4,0.0,1.1
10,12,22,95.0,129.0,7.7112,128.0,12.0,1.0,16.9,10.131,9.3,0.0,0.6
10,12,23,74.0,99.0,11.424,117.0,13.0,1.0,16.2,10.129,10.7,0.0,0.0
