month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
3,3,0,252.0,289.0,72.0,121.0,30.0,2.0,2.7,10.177,-0.8,0.0,1.4
3,3,1,257.0,263.0,49.0,99.0,26.0,2.0,2.1,10.177999999999999,-1.0,0.0,1.3
3,3,2,200.0,196.0,46.0,87.0,25.0,2.0,1.3,10.175,-1.3,0.0,1.5
3,3,3,157.0,172.0,50.0,86.0,29.0,2.0,-0.2,10.166,-1.9,0.0,0.7
3,3,4,143.0,158.0,94.0,88.0,35.0,2.0,-1.7,10.166,-3.1,0.0,0.5
3,3,5,164.0,168.0,98.0,88.0,37.0,2.0,-2.2,10.17,-3.2,0.0,0.8
3,3,6,173.0,182.0,99.0,89.0,43.0,2.0,-2.3,10.165,-3.0,0.0,0.6
3,3,7,189.0,212.0,107.0,90.0,53.0,2.0,-1.1,10.174,-1.7,0.0,0.9
3,3,8,206.0,248.0,153.0,93.0,67.0,2.0,2.3,10.172,-1.7,0.0,1.2
3,3,9,212.0,249.0,156.0,95.0,58.0,2.0,3.1,10.17,-2.4,0.0,1.7
3,3,10,223.0,258.0,159.0,95.0,54.0,2.0,2.8,10.165,-2.5,0.0,1.2
3,3,11,226.0,262.0,160.0,100.0,53.0,2.0,3.1,10.158999999999999,-2.6,0.0,0.9
3,3,12,243.0,272.0,144.0,108.0,51.0,2.0,3.5,10.148,-2.7,0.0,1.5
3,3,13,263.0,292.0,137.0,109.0,51.0,2.0,3.3,10.142000000000001,-2.7,0.0,2.1
3,3,14,269.0,307.0,133.0,101.0,50.0,2.0,3.2,10.138,-3.0,0.0,2.0
3,3,15,281.0,322.0,128.0,105.0,53.0,2.0,3.2,10.137,-3.2,0.0,1.5
3,3,16,271.0,308.0,119.0,103.0,50.0,2.0,3.2,10.142000000000001,-3.6,0.0,1.9
3,3,17,239.0,273.0,113.0,100.0,46.0,2.0,3.0,10.146,-3.8,0.0,1.6
3,3,18,228.0,252.0,117.0,99.0,43.0,2.0,2.9,10.152000000000001,-3.7,0.0,1.4
3,3,19,229.0,266.0,126.0,101.0,44.0,2.0,2.6,10.157,-3.5,0.0,1.6
3,3,20,237.0,279.0,129.0,101.0,45.0,2.0,2.4,10.163,-3.3,0.0,1.5
3,3,21,233.0,278.0,125.0,99.0,44.0,2.0,2.2,10.167,-2.9,0.0,1.3
3,3,22,234.0,282.0,122.0,98.0,43.0,2.0,2.7,10.167,-2.6,0.0,2.0
3,3,23,247.0,302.0,128.0,101.0,45.0,2.0,2.9,10.171,-2.4,0.0,1.8
