year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013,10,17,0,142.0,184.0,16.0,92.0,1300.0,1.0,6.7,1019.7,4.0,0.0,0.7
2013,10,17,1,140.0,166.0,10.0,86.0,1400.0,1.0,7.1,1019.9,4.1,0.0,0.7
2013,10,17,2,94.0,108.0,15.0,85.0,1200.0,1.0,6.6,1020.1,4.8,0.0,0.8
2013,10,17,3,94.0,108.0,15.0,85.0,1300.0,1.0,6.1,1020.1,4.7,0.0,0.7
2013,10,17,4,123.0,220.0,13.0,87.0,1400.0,1.0,5.8,1020.8,4.3,0.0,1.0
2013,10,17,5,117.0,156.0,17.0,78.0,1300.0,1.0,5.6,1021.1,4.2,0.0,0.5
2013,10,17,6,98.0,133.0,17.0,70.0,1200.0,1.0,5.6,1021.6,4.6,0.0,0.7
2013,10,17,7,68.0,99.0,11.0,60.0,1000.0,1.0,7.4,1022.4,4.9,0.0,1.4
2013,10,17,8,67.0,105.0,13.0,61.0,1100.0,1.0,10.6,1022.8,5.1,0.0,1.8
2013,10,17,9,77.0,124.0,17.0,67.0,1100.0,1.0,12.5,1022.7,5.6,0.0,1.4
2013,10,17,10,99.0,159.0,19.0,80.0,1400.0,1.0,14.1,1022.3,6.2,0.0,1.2
2013,10,17,11,135.0,202.0,28.0,104.0,1500.0,1.0,15.8,1021.6,6.5,0.0,0.7
2013,10,17,12,168.0,238.0,29.0,136.0,1800.0,1.0,17.6,1020.3,4.5,0.0,2.2
2013,10,17,13,189.0,217.0,30.0,149.0,1700.0,9.0,18.2,1019.7,6.1,0.0,1.3
2013,10,17,14,157.0,162.0,40.0,99.0,1200.0,44.0,18.6,1019.4,2.8,0.0,2.2
2013,10,17,15,133.0,162.0,35.0,65.0,800.0,52.0,18.1,1018.9,2.4,0.0,1.3
2013,10,17,16,91.0,68.0,26.0,54.0,700.0,56.0,16.3,1018.8,4.6,0.0,1.5
2013,10,17,17,111.0,151.0,28.0,64.0,800.0,54.0,13.9,1019.2,5.8,0.0,0.9
2013,10,17,18,148.0,171.0,34.0,91.0,1000.0,38.0,13.7,1019.9,5.6,0.0,1.0
2013,10,17,19,167.0,194.0,25.0,123.0,1200.0,6.0,11.8,1019.8,6.9,0.0,0.0
2013,10,17,20,180.0,208.0,22.0,136.0,1400.0,1.0,9.6,1019.8,7.2,0.0,0.6
2013,10,17,21,191.0,230.0,24.0,137.0,1600.0,1.0,8.6,1019.7,6.9,0.0,0.0
2013,10,17,22,194.0,251.0,25.0,135.0,1700.0,1.0,8.1,1019.9,7.2,0.0,0.2
2013,10,17,23,201.0,272.0,24.0,132.0,1800.0,1.0,7.8,1019.8,7.2,0.0,0.0
