year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2015,5,22,0,33.0,77.0,14.0,36.0,600.0,105.0,20.6,1006.2,6.5,0.0,4.3
2015,5,22,1,36.0,84.0,16.0,39.0,700.0,92.0,20.0,1006.5,7.0,0.0,2.8
2015,5,22,2,32.0,77.0,16.0,38.0,700.0,85.0,19.2,1006.3,7.3,0.0,1.9
2015,5,22,3,38.0,84.0,14.0,46.0,700.0,67.0,18.4,1006.2,7.2,0.0,1.8
2015,5,22,4,61.0,133.0,12.0,74.0,800.0,36.0,16.7,1006.0,7.6,0.0,1.4
2015,5,22,5,44.0,89.0,11.0,58.0,800.0,44.0,15.7,1006.5,8.2,0.0,1.2
2015,5,22,6,44.0,103.0,10.0,103.0,800.0,4.0,15.9,1006.5,8.9,0.0,1.1
2015,5,22,7,50.0,133.0,16.0,99.0,1100.0,11.0,19.1,1007.2,9.0,0.0,0.4
2015,5,22,8,61.0,133.0,15.0,97.0,1000.0,19.0,19.8,1007.3,9.1,0.0,1.1
2015,5,22,9,77.0,125.0,18.0,80.0,900.0,54.0,20.7,1007.4,9.0,0.0,1.6
2015,5,22,10,80.0,105.0,19.0,75.0,900.0,75.0,22.5,1007.1,10.0,0.0,1.6
2015,5,22,11,90.0,129.0,17.0,95.0,1000.0,76.0,24.3,1006.7,10.2,0.0,1.1
2015,5,22,12,93.0,121.0,16.0,95.0,1100.0,96.0,25.4,1006.1,9.2,0.0,2.0
2015,5,22,13,107.0,144.0,17.0,96.0,1200.0,121.0,27.2,1005.0,9.1,0.0,2.3
2015,5,22,14,98.0,98.0,18.0,53.0,900.0,201.0,28.2,1003.9,8.0,0.0,2.4
2015,5,22,15,89.0,90.0,14.0,36.0,700.0,236.0,29.5,1003.2,8.0,0.0,2.2
2015,5,22,16,71.0,71.0,13.0,32.0,700.0,242.0,29.4,1002.4,7.9,0.0,3.2
2015,5,22,17,48.0,104.0,12.0,40.0,700.0,224.0,29.1,1002.1,7.6,0.0,3.2
2015,5,22,18,49.0,90.0,14.0,40.0,700.0,216.0,28.3,1002.2,7.0,0.0,3.1
2015,5,22,19,60.0,98.0,13.0,48.0,800.0,214.0,27.3,1002.5,8.7,0.0,2.4
2015,5,22,20,51.0,76.0,11.0,39.0,700.0,194.0,26.5,1003.2,7.0,0.0,2.2
2015,5,22,21,51.0,100.0,11.0,49.0,800.0,162.0,24.7,1003.7,7.8,0.0,1.1
2015,5,22,22,60.0,131.0,12.0,81.0,900.0,114.0,22.5,1003.8,8.9,0.0,1.1
2015,5,22,23,66.0,157.0,16.0,71.0,900.0,119.0,19.7,1004.0,10.7,0.0,0.9
