year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016,9,24,0,193.0,193.0,3.0,128.0,1500.0,33.0,20.825,1007.75,17.3,0.0,0.8
2016,9,24,1,183.0,183.0,2.0,67.0,1100.0,85.0,20.8,1008.3,17.6,0.0,0.6
2016,9,24,2,61.0,61.0,2.0,28.0,400.0,99.0,21.1,1008.7,14.7,0.0,1.7
2016,9,24,3,29.0,29.0,2.0,28.0,400.0,76.0,18.9,1006.6,17.0,2.9,0.6
2016,9,24,4,24.0,24.0,2.0,49.0,300.0,40.0,18.7,1006.6,16.5,0.1,0.5
2016,9,24,5,24.0,24.0,2.0,59.0,300.0,18.0,18.0,1006.3,16.8,0.0,0.2
2016,9,24,6,27.0,27.0,2.0,76.0,400.0,2.0,18.075,1006.75,16.9,0.0,0.3
2016,9,24,7,26.0,26.0,2.0,77.0,400.0,2.0,18.075,1006.25,17.0,0.0,0.7
2016,9,24,8,33.0,49.0,2.0,69.0,500.0,9.0,19.0,1007.0,17.3,0.0,2.0
2016,9,24,9,34.0,34.0,2.0,62.0,600.0,16.0,20.3,1007.0,17.2,0.0,1.6
2016,9,24,10,41.0,52.0,2.0,64.0,700.0,18.0,22.025,1007.0,17.0,0.0,1.2
2016,9,24,11,63.0,63.0,2.0,48.0,800.0,81.0,23.325,1007.0,17.0,0.0,0.6
2016,9,24,12,90.0,107.0,3.0,77.0,1000.0,101.0,24.5,1006.25,17.2,0.0,1.4
2016,9,24,13,122.0,139.0,5.0,61.0,1100.0,140.0,26.6,1004.9,17.7,0.0,1.2
2016,9,24,14,136.0,151.0,6.0,56.0,1100.0,180.0,27.0,1004.1,17.8,0.0,1.6
2016,9,24,15,158.0,180.0,6.0,46.0,1100.0,214.0,26.875,1004.0,17.8,0.0,2.3
2016,9,24,16,169.0,180.0,5.0,46.0,1100.0,235.0,26.7,1004.0,18.2,0.0,1.7
2016,9,24,17,180.0,191.0,4.0,44.0,1200.0,238.0,26.45,1004.0,18.4,0.0,1.7
2016,9,24,18,188.0,198.0,3.0,47.0,1200.0,213.0,25.9,1004.5,18.5,0.0,0.8
2016,9,24,19,204.0,216.0,2.0,59.0,1400.0,183.0,23.5,1004.7,19.4,0.0,0.9
2016,9,24,20,228.0,248.0,2.0,70.0,1600.0,147.0,22.9,1005.4,19.3,0.0,0.5
2016,9,24,21,230.0,240.0,2.0,90.0,2000.0,96.0,22.3,1006.0,19.5,0.0,1.4
2016,9,24,22,235.0,235.0,2.0,145.0,2000.0,26.0,21.5,1006.4,19.2,0.0,1.2
2016,9,24,23,240.0,245.0,2.0,156.0,1800.0,8.0,21.3,1006.8,19.0,0.0,1.2
