month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,27,0,121.0,171.0,21.0,114.0,18.0,1.0,5.4,10.136000000000001,2.9,0.0,0.4
10,27,1,121.0,225.0,23.0,114.0,18.0,1.0,5.2,10.134,3.0,0.0,0.7
10,27,2,131.0,225.0,23.0,111.0,16.0,1.0,4.9,10.131,3.4,0.0,0.5
10,27,3,124.0,179.0,19.0,97.0,16.0,1.0,4.7,10.131,3.5,0.0,0.5
10,27,4,118.0,163.0,18.0,92.0,15.0,1.0,4.3,10.132,3.0,0.0,0.9
10,27,5,111.0,163.0,16.0,82.0,13.0,1.0,3.9,10.13,2.3,0.0,0.7
10,27,6,111.0,116.0,14.0,78.0,12.0,1.0,3.6,10.132,2.3,0.0,0.0
10,27,7,90.0,116.0,14.0,78.0,12.0,1.0,5.0,10.137,3.2,0.0,1.0
10,27,8,83.0,105.0,14.0,70.0,10.0,1.0,8.2,10.138,3.0,0.0,1.6
10,27,9,92.0,138.0,19.0,73.0,12.0,1.0,10.9,10.134,3.0,0.0,1.4
10,27,10,132.0,138.0,37.0,74.0,13.0,3.0,12.4,10.129,3.3,0.0,1.7
10,27,11,179.0,224.0,54.0,102.0,16.0,5.0,13.5,10.117,3.6,0.0,1.3
10,27,12,197.0,235.0,62.0,102.0,17.0,8.0,15.0,10.109,4.4,0.0,0.2
10,27,13,197.0,243.0,66.0,132.0,19.0,8.0,15.9,10.102,4.3,0.0,1.2
10,27,14,222.0,244.0,74.0,153.0,20.0,8.0,16.0,10.102,4.1,0.0,1.2
10,27,15,231.0,248.0,79.0,156.0,20.0,12.0,14.5,10.103,5.6,0.0,1.0
10,27,16,231.0,285.0,70.0,174.0,21.0,5.0,12.5,10.105,6.3,0.0,0.0
10,27,17,244.0,260.0,50.0,174.0,19.0,5.0,10.0,10.107000000000001,6.5,0.0,0.1
10,27,18,238.0,258.0,41.0,167.0,21.0,1.0,8.6,10.112,6.6,0.0,0.0
10,27,19,256.0,294.0,30.0,162.0,27.0,1.0,7.7,10.116,6.5,0.0,0.0
10,27,20,279.0,319.0,29.0,161.0,28.0,1.0,7.1,10.118,6.0,0.0,0.0
10,27,21,295.0,319.0,26.0,159.0,34.0,1.0,7.2,10.123,6.5,0.0,0.9
10,27,22,302.0,340.0,26.0,156.0,36.0,1.0,7.8,10.123,5.9,0.0,0.0
10,27,23,342.0,409.0,32.0,158.0,35.0,1.0,7.4,10.123,5.5,0.0,0.7
