month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
3,7,0,59.0,94.0,24.0,77.0,12.0,2.0,1.1,10.231,-15.9,0.0,0.9
3,7,1,65.0,106.0,27.0,75.0,11.0,3.0,-1.1,10.234,-14.3,0.0,0.7
3,7,2,72.0,97.0,28.0,60.0,11.0,5.0,-1.1,10.238999999999999,-16.1,0.0,2.1
3,7,3,77.0,118.0,33.0,67.0,16.0,2.0,-1.9,10.245,-12.6,0.0,1.3
3,7,4,83.0,147.0,35.0,74.0,17.0,2.0,-3.0,10.247,-10.3,0.0,0.9
3,7,5,84.0,142.0,29.0,74.0,17.0,2.0,-3.2,10.253,-8.1,0.0,1.2
3,7,6,88.0,116.0,36.0,71.0,17.0,2.0,-2.5,10.255,-7.4,0.0,1.3
3,7,7,70.0,106.0,40.0,71.0,17.0,2.0,-0.7,10.26,-8.2,0.0,1.7
3,7,8,72.0,94.0,63.0,68.0,17.0,2.0,2.9,10.26,-15.7,0.0,2.6
3,7,9,78.0,94.0,53.0,59.0,16.0,8.0,5.1,10.258,-19.5,0.0,2.9
3,7,10,57.0,40.0,41.0,48.0,11.0,24.0,6.1,10.249,-20.3,0.0,3.4
3,7,11,42.0,53.0,28.0,40.0,9.0,38.0,7.6,10.242,-17.5,0.0,1.5
3,7,12,25.0,30.0,13.0,25.0,7.0,58.0,8.3,10.232000000000001,-18.6,0.0,1.6
3,7,13,24.0,30.0,12.0,25.0,7.0,58.0,8.6,10.224,-19.3,0.0,1.0
3,7,14,12.0,17.0,8.0,20.0,5.0,65.0,8.6,10.218,-18.3,0.0,0.8
3,7,15,6.0,10.0,6.0,14.0,5.0,73.0,8.2,10.212,-17.8,0.0,2.5
3,7,16,22.0,31.0,10.0,31.0,6.0,58.0,7.6,10.211,-17.5,0.0,2.7
3,7,17,33.0,50.0,12.0,51.0,7.0,42.0,6.3,10.212,-16.3,0.0,2.7
3,7,18,38.0,67.0,18.0,64.0,8.0,29.0,5.9,10.214,-16.7,0.0,2.8
3,7,19,38.0,64.0,16.0,58.0,7.0,32.0,5.8,10.218,-14.9,0.0,2.7
3,7,20,37.0,75.0,15.0,63.0,7.0,23.0,5.0,10.218,-13.9,0.0,1.6
3,7,21,45.0,84.0,19.0,68.0,8.0,19.0,4.9,10.22,-13.5,0.0,1.9
3,7,22,59.0,100.0,26.0,86.0,10.0,4.0,4.8,10.217,-13.1,0.0,1.7
3,7,23,65.0,110.0,31.0,94.0,12.0,2.0,4.6,10.212,-12.8,0.0,1.6
