month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,28,0,367.0,406.0,26.0,146.0,35.0,1.0,6.9,10.125,5.0,0.0,0.5
10,28,1,307.0,343.0,34.0,141.0,29.0,1.0,6.8,10.124,4.9,0.0,0.6
10,28,2,286.0,343.0,30.0,134.0,28.0,1.0,6.6,10.123,5.4,0.0,0.6
10,28,3,262.0,270.0,24.0,123.0,25.0,1.0,6.3,10.122,5.3,0.0,0.7
10,28,4,241.0,254.0,29.0,120.0,21.0,1.0,6.0,10.124,4.8,0.0,1.1
10,28,5,244.0,254.0,31.0,118.0,20.0,1.0,5.8,10.125,4.6,0.0,1.2
10,28,6,244.0,247.0,31.0,118.0,20.0,1.0,5.8,10.129,4.4,0.0,0.7
10,28,7,245.0,250.0,28.0,116.0,20.0,1.0,6.4,10.137,5.0,0.0,0.9
10,28,8,245.0,254.0,28.0,111.0,21.0,1.0,8.6,10.14,5.3,0.0,1.6
10,28,9,248.0,280.0,31.0,111.0,23.0,1.0,11.0,10.142999999999999,5.7,0.0,1.3
10,28,10,264.0,280.0,34.0,113.0,25.0,1.0,13.1,10.14,6.0,0.0,1.5
10,28,11,264.0,268.0,38.0,113.0,21.0,1.0,14.7,10.136000000000001,6.5,0.0,1.6
10,28,12,279.0,292.0,39.0,113.0,21.0,2.0,15.7,10.131,6.1,0.0,1.1
10,28,13,287.0,289.0,56.0,84.0,19.0,43.0,16.2,10.124,6.9,0.0,1.0
10,28,14,245.0,276.0,64.0,84.0,18.0,71.0,15.6,10.126,7.1,0.0,0.9
10,28,15,232.0,266.0,75.0,70.0,19.0,94.0,14.5,10.13,8.4,0.0,0.0
10,28,16,264.0,267.0,75.0,70.0,20.0,70.0,13.6,10.137,7.8,0.0,0.6
10,28,17,288.0,268.0,64.0,94.0,20.0,44.0,11.7,10.147,8.0,0.0,0.0
10,28,18,297.0,294.0,69.0,136.0,26.0,17.0,10.8,10.158,8.2,0.0,0.9
10,28,19,311.0,318.0,68.0,152.0,36.0,1.0,10.6,10.167,7.8,0.0,1.1
10,28,20,344.0,358.0,80.0,146.0,52.0,1.0,9.6,10.177,7.7,0.0,0.2
10,28,21,361.0,397.0,70.0,146.0,54.0,1.0,8.5,10.187999999999999,7.4,0.0,0.6
10,28,22,352.0,397.0,71.0,146.0,58.0,1.0,8.0,10.191,7.2,0.0,0.2
10,28,23,341.0,388.0,54.0,139.0,59.0,1.0,7.3,10.195,6.7,0.0,0.4
