month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
11,30,0,103.0,186.0,35.0,96.0,23.0,1.0,-2.7,10.118,-6.9,0.0,0.4
11,30,1,100.0,127.0,33.0,89.0,24.0,1.0,-3.1,10.126,-6.9,0.0,0.9
11,30,2,79.0,91.0,50.0,78.0,20.0,1.0,0.7,10.13,-9.1,0.0,2.6
11,30,3,64.0,75.0,59.0,68.0,18.0,1.0,6.5,10.135,-11.7,0.0,3.3
11,30,4,45.0,49.0,48.0,57.0,12.0,1.0,5.9,10.141,-12.2,0.0,2.7
11,30,5,34.0,42.0,46.0,47.0,8.0,2.0,5.3,10.152999999999999,-12.7,0.0,3.0
11,30,6,29.0,48.0,49.0,49.0,8.0,1.0,4.9,10.163,-14.0,0.0,2.5
11,30,7,28.0,41.0,44.0,47.0,8.0,1.0,5.1,10.172,-13.9,0.0,3.8
11,30,8,14.0,33.0,30.0,37.0,7.0,14.0,6.4,10.182,-13.8,0.0,2.4
11,30,9,20.0,54.0,31.0,34.0,7.0,17.0,8.0,10.187000000000001,-13.6,0.0,3.1
11,30,10,26.0,61.0,34.0,33.0,8.0,22.0,8.9,10.19,-12.9,0.0,3.1
11,30,11,20.0,46.0,26.0,21.0,6.0,35.0,9.6,10.183,-11.7,0.0,3.6
11,30,12,15.0,30.0,16.0,17.0,5.0,42.0,10.5,10.177,-11.6,0.0,2.9
11,30,13,17.0,28.0,15.0,19.0,5.0,42.0,10.8,10.175,-12.0,0.0,3.3
11,30,14,13.0,21.0,14.0,15.0,4.0,51.0,10.9,10.173,-11.9,0.0,2.3
11,30,15,13.0,24.0,15.0,18.0,4.0,50.0,10.7,10.177999999999999,-11.4,0.0,1.8
11,30,16,14.0,31.0,14.0,21.0,5.0,47.0,8.4,10.183,-11.0,0.0,1.2
11,30,17,12.0,32.0,9.0,25.0,4.0,42.0,6.9,10.192,-11.3,0.0,0.9
11,30,18,19.0,46.0,16.0,50.0,7.0,13.0,2.6,10.195,-10.3,0.0,0.7
11,30,19,28.0,46.0,25.0,60.0,9.0,2.0,0.7,10.199,-9.9,0.0,0.0
11,30,20,39.0,76.0,29.0,69.0,12.0,1.0,-0.8,10.201,-8.0,0.0,0.8
11,30,21,44.0,71.0,31.0,71.0,17.0,1.0,-1.9,10.203,-7.6,0.0,0.1
11,30,22,40.0,71.0,30.0,68.0,16.0,1.0,-2.8,10.202,-8.1,0.0,0.5
11,30,23,32.0,45.0,31.0,64.0,10.0,1.0,-3.2,10.2,-8.1,0.0,0.4
