month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
9,17,0,67.0,133.0,19.0,99.0,17.0,1.0,19.5,10.065,17.6,0.0,1.1
9,17,1,72.0,139.0,21.0,96.0,16.0,1.0,19.8,10.067,17.2,0.0,0.8
9,17,2,90.0,212.0,18.0,80.0,15.0,1.0,19.9,10.068,17.3,0.0,0.0
9,17,3,97.0,195.0,23.0,74.0,19.0,1.0,19.8,10.068,17.0,0.0,1.2
9,17,4,86.0,152.0,20.0,74.0,19.0,1.0,19.6,10.073,17.2,0.0,1.3
9,17,5,75.0,131.0,26.0,70.0,21.0,1.0,19.4,10.078,17.5,0.0,0.6
9,17,6,74.0,131.0,24.0,70.0,18.0,1.0,19.7,10.084,17.7,0.0,1.5
9,17,7,72.0,127.0,20.0,69.0,15.0,1.0,20.2,10.089,17.6,0.0,1.3
9,17,8,74.0,114.0,15.0,66.0,13.0,1.0,20.5,10.086,17.7,0.0,1.6
9,17,9,72.0,125.0,17.0,62.0,13.0,1.0,20.5,10.097000000000001,18.8,0.0,0.0
9,17,10,81.0,136.0,17.0,65.0,16.0,1.0,20.3,10.099,19.3,0.7,0.0
9,17,11,83.0,146.0,15.0,70.0,15.0,1.0,20.0,10.095,19.5,1.3,0.9
9,17,12,85.0,100.0,13.0,71.0,19.0,1.0,20.3,10.097000000000001,19.6,0.8,1.0
9,17,13,88.0,91.0,14.0,67.0,20.0,1.0,20.5,10.093,19.8,0.2,0.7
9,17,14,94.0,103.0,13.0,70.0,20.0,1.0,20.4,10.097999999999999,19.7,0.0,0.7
9,17,15,88.0,97.0,11.0,71.0,19.0,1.0,20.5,10.097999999999999,20.0,0.1,0.1
9,17,16,71.0,77.0,12.0,76.0,19.0,1.0,20.5,10.099,20.2,0.0,0.7
9,17,17,88.0,99.0,12.0,80.0,20.0,1.0,20.6,10.104,20.1,0.1,0.5
9,17,18,89.0,100.0,15.0,82.0,19.0,1.0,19.4,10.109,18.9,0.0,0.6
9,17,19,72.0,89.0,13.0,85.0,20.0,1.0,18.9,10.117,18.6,0.0,0.0
9,17,20,92.0,95.0,13.0,83.0,22.0,1.0,19.0,10.121,18.8,0.0,0.6
9,17,21,92.0,94.0,12.0,83.0,22.0,1.0,19.3,10.129,19.1,0.0,0.6
9,17,22,88.0,99.0,17.0,86.0,26.0,1.0,19.5,10.128,19.3,0.0,1.2
9,17,23,93.0,102.0,17.0,83.0,26.0,1.0,19.5,10.13,19.3,0.0,0.6
