year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014,3,16,0,181.0,283.0,94.0,127.0,2600.0,2.0,10.4,1009.4,-0.2,0.0,1.2
2014,3,16,1,180.0,257.0,88.0,117.0,2900.0,2.0,8.4,1009.6,0.1,0.0,0.6
2014,3,16,2,138.0,225.0,116.0,93.0,3500.0,2.0,6.3,1009.9,-0.9,0.0,0.5
2014,3,16,3,120.0,210.0,99.0,79.0,2800.0,2.0,4.9,1009.9,0.1,0.0,0.6
2014,3,16,4,120.0,273.0,94.0,82.0,3100.0,2.0,4.2,1010.7,-0.2,0.0,0.0
2014,3,16,5,142.0,438.0,65.0,82.0,3300.0,2.0,8.7,1011.6,-5.6,0.0,1.0
2014,3,16,6,117.0,246.0,129.0,103.0,3700.0,2.0,6.5,1012.5,-4.0,0.0,0.7
2014,3,16,7,89.0,156.0,124.0,98.0,3300.0,2.0,8.2,1012.7,-2.8,0.0,0.7
2014,3,16,8,74.0,161.0,86.0,84.0,2400.0,7.0,11.3,1013.1,-1.8,0.0,1.3
2014,3,16,9,63.0,144.0,74.0,76.0,2100.0,15.0,13.4,1013.2,-6.3,0.0,1.5
2014,3,16,10,61.0,128.0,70.0,65.0,1900.0,30.0,14.6,1012.5,-4.7,0.0,1.2
2014,3,16,11,69.0,148.0,66.0,57.0,1800.0,47.0,15.3,1012.1,-6.3,0.0,2.5
2014,3,16,12,79.0,165.0,65.0,58.0,1800.0,54.0,16.2,1010.7,-5.0,0.0,2.5
2014,3,16,13,79.0,165.0,57.0,46.0,1500.0,73.0,17.4,1008.9,-5.2,0.0,1.3
2014,3,16,14,80.0,183.0,61.0,49.0,1400.0,74.0,17.6,1007.8,-2.2,0.0,0.6
2014,3,16,15,97.0,205.0,71.0,53.0,1500.0,82.0,17.3,1006.7,-2.4,0.0,1.8
2014,3,16,16,110.0,223.0,62.0,50.0,1300.0,100.0,16.5,1006.4,-1.6,0.0,2.5
2014,3,16,17,117.0,231.0,60.0,52.0,1300.0,106.0,15.0,1006.4,-1.6,0.0,2.1
2014,3,16,18,128.0,239.0,63.0,61.0,1300.0,93.0,13.8,1006.3,-1.4,0.0,1.8
2014,3,16,19,136.0,236.0,68.0,62.0,1300.0,82.0,13.1,1006.7,-0.2,0.0,1.1
2014,3,16,20,141.0,215.0,65.0,53.0,1100.0,85.0,11.8,1006.8,-0.1,0.0,2.7
2014,3,16,21,138.0,197.0,61.0,64.0,1300.0,65.0,11.1,1007.1,0.8,0.0,2.1
2014,3,16,22,132.0,194.0,54.0,54.0,1300.0,67.0,10.3,1006.1,1.4,0.0,1.1
2014,3,16,23,137.0,189.0,52.0,64.0,1300.0,47.0,8.8,1005.6,1.7,0.0,1.1
