month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,6,0,355.0,382.0,25.0,154.0,24.0,1.0,14.8,10.18,14.2,0.0,0.0
10,6,1,327.0,360.0,27.0,143.0,23.0,1.0,14.0,10.177,13.4,0.0,0.0
10,6,2,313.0,328.0,27.0,133.0,23.0,1.0,13.3,10.174,13.0,0.0,0.6
10,6,3,303.0,327.0,29.0,126.0,24.0,1.0,13.8,10.175,13.6,0.0,0.6
10,6,4,287.0,301.0,30.0,124.0,21.0,1.0,13.6,10.177,13.4,0.0,0.8
10,6,5,302.0,301.0,33.0,106.0,20.0,1.0,13.6,10.18,13.4,0.0,0.7
10,6,6,261.0,280.0,34.0,101.0,18.0,1.0,13.9,10.183,13.7,0.0,0.6
10,6,7,246.0,254.0,35.0,95.0,20.0,1.0,15.5,10.187999999999999,15.5,0.0,1.3
10,6,8,217.0,224.0,43.0,89.0,28.0,1.0,15.5,10.19,15.0,0.0,1.1
10,6,9,261.0,287.0,49.0,90.0,28.0,1.0,16.5,10.193,15.0,0.0,1.4
10,6,10,261.0,287.0,49.0,90.0,29.0,3.0,18.1,10.186,15.0,0.0,1.6
10,6,11,203.0,258.0,43.0,81.0,27.0,5.0,19.5,10.18,15.6,0.0,1.4
10,6,12,174.0,116.0,49.0,74.0,20.0,16.0,20.1,10.169,15.5,0.0,2.2
10,6,13,163.0,133.0,49.0,75.0,23.0,12.0,20.1,10.163,15.5,0.0,1.0
10,6,14,158.0,120.0,57.0,65.0,22.0,38.0,20.6,10.158999999999999,15.2,0.0,0.9
10,6,15,137.0,145.0,65.0,65.0,21.0,52.0,20.5,10.148,15.3,0.0,1.3
10,6,16,154.0,177.0,64.0,74.0,20.0,52.0,19.7,10.147,16.0,0.0,0.2
10,6,17,154.0,177.0,64.0,74.0,20.0,44.0,17.6,10.151,15.4,0.0,0.5
10,6,18,188.0,190.0,57.0,100.0,22.0,31.0,16.6,10.152000000000001,15.1,0.0,0.5
10,6,19,196.0,198.0,53.0,103.0,23.0,22.0,16.0,10.156,15.0,0.0,0.0
10,6,20,213.0,218.0,53.0,90.0,26.0,21.0,15.8,10.157,15.0,0.0,0.0
10,6,21,202.0,205.0,52.0,108.0,26.0,5.0,15.5,10.158,14.7,0.0,0.4
10,6,22,191.0,200.0,51.0,111.0,26.0,4.0,15.0,10.156,14.4,0.0,0.4
10,6,23,164.0,187.0,51.0,106.0,26.0,4.0,14.7,10.156,14.4,0.0,0.1
