year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014,6,12,0,42.0,42.0,3.0,104.0,400.0,54.0,20.2,1002.3,16.6,0.0,0.0
2014,6,12,1,43.0,43.0,3.0,107.0,400.0,32.0,19.5,1002.4,16.5,0.0,0.9
2014,6,12,2,44.0,44.0,2.0,127.0,500.0,2.0,19.1,1002.1,16.3,0.0,0.2
2014,6,12,3,53.0,53.0,3.0,118.0,500.0,2.0,18.1,1002.1,16.6,0.0,0.0
2014,6,12,4,49.0,49.0,4.0,112.0,700.0,2.0,17.7,1002.1,16.4,0.0,0.0
2014,6,12,5,38.0,38.0,3.0,95.0,400.0,4.0,18.4,1001.9,17.6,0.0,0.0
2014,6,12,6,26.0,26.0,2.0,73.0,400.0,15.0,21.2,1002.0,17.0,0.0,1.2
2014,6,12,7,31.0,31.0,4.0,75.0,400.0,18.0,24.1,1001.8,15.6,0.0,2.1
2014,6,12,8,37.0,37.0,5.0,74.0,500.0,28.0,27.9,1001.4,15.2,0.0,2.0
2014,6,12,9,39.0,39.0,10.0,74.0,600.0,39.0,30.7,1001.1,14.3,0.0,1.3
2014,6,12,10,28.0,28.0,21.0,51.0,500.0,70.0,32.6,1000.5,11.7,0.0,2.4
2014,6,12,11,21.0,21.0,19.0,26.0,300.0,104.0,33.6,1000.0,11.4,0.0,2.7
2014,6,12,12,19.0,19.0,14.0,17.0,200.0,126.0,34.0,999.1,11.8,0.0,1.0
2014,6,12,13,19.0,19.0,11.0,16.0,300.0,140.0,33.7,998.3,12.1,0.0,2.5
2014,6,12,14,13.0,13.0,8.0,13.0,200.0,131.0,34.6,997.5,11.7,0.0,1.6
2014,6,12,15,18.0,18.0,5.0,17.0,300.0,130.0,34.3,996.8,13.7,0.0,2.6
2014,6,12,16,17.0,17.0,9.0,17.0,400.0,145.0,35.0,996.7,14.8,0.0,0.7
2014,6,12,17,17.0,17.0,9.0,17.0,400.0,145.0,33.5,996.8,13.5,0.0,2.0
2014,6,12,18,16.0,16.0,10.0,18.0,300.0,143.0,30.7,997.1,15.2,0.0,0.2
2014,6,12,19,23.0,23.0,9.0,22.0,900.0,145.0,30.0,998.4,15.7,0.0,2.3
2014,6,12,20,36.0,36.0,4.0,47.0,400.0,152.0,29.1,999.9,17.0,0.0,2.1
2014,6,12,21,35.0,35.0,6.0,47.0,800.0,132.0,27.3,1000.0,18.0,0.0,1.3
2014,6,12,22,36.0,36.0,5.0,58.0,900.0,82.0,26.3,1000.9,17.1,0.0,1.6
2014,6,12,23,33.0,33.0,5.0,58.0,600.0,68.0,25.1,1001.0,16.0,0.0,0.8
