year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014,3,30,0,57.0,162.0,11.0,101.0,600.0,12.0,10.6,1009.1,6.7,0.0,0.0
2014,3,30,1,54.0,155.0,12.0,101.0,700.0,2.0,9.3,1008.8,6.6,0.0,0.0
2014,3,30,2,65.0,215.0,16.0,107.0,900.0,2.0,8.7,1008.9,5.6,0.0,0.9
2014,3,30,3,71.0,229.0,18.0,108.0,800.0,2.0,8.1,1008.9,5.6,0.0,0.0
2014,3,30,4,57.0,159.0,17.0,99.0,800.0,2.0,8.1,1009.2,3.7,0.0,0.5
2014,3,30,5,46.0,58.0,14.0,90.0,600.0,2.0,9.5,1009.8,4.3,0.0,0.1
2014,3,30,6,34.0,51.0,12.0,85.0,500.0,2.0,9.6,1010.3,2.7,0.0,1.1
2014,3,30,7,25.0,72.0,12.0,85.0,500.0,2.0,15.1,1010.6,0.9,0.0,1.2
2014,3,30,8,40.0,90.0,14.0,81.0,600.0,4.0,18.7,1011.1,0.8,0.0,1.1
2014,3,30,9,38.0,87.0,14.0,66.0,600.0,22.0,20.7,1011.3,0.5,0.0,1.4
2014,3,30,10,41.0,84.0,16.0,61.0,600.0,34.0,22.5,1011.0,-0.9,0.0,1.0
2014,3,30,11,33.0,38.0,15.0,46.0,500.0,56.0,23.5,1010.5,-1.5,0.0,1.6
2014,3,30,12,19.0,28.0,9.0,25.0,400.0,86.0,24.6,1009.7,0.1,0.0,3.2
2014,3,30,13,4.0,7.0,6.0,17.0,300.0,98.0,25.3,1008.3,-3.2,0.0,1.8
2014,3,30,14,3.0,5.0,5.0,11.0,300.0,103.0,26.0,1007.2,-2.7,0.0,1.1
2014,3,30,15,12.0,5.0,5.0,8.0,300.0,106.0,25.9,1007.0,-1.9,0.0,1.8
2014,3,30,16,13.0,19.0,5.0,15.0,300.0,104.0,25.0,1007.2,-3.5,0.0,2.8
2014,3,30,17,24.0,41.0,5.0,29.0,300.0,91.0,23.3,1008.4,-2.4,0.0,2.3
2014,3,30,18,29.0,72.0,6.0,47.0,400.0,76.0,22.4,1008.9,-1.7,0.0,1.5
2014,3,30,19,23.0,73.0,6.0,70.0,400.0,51.0,21.9,1009.6,-1.4,0.0,2.2
2014,3,30,20,33.0,105.0,7.0,78.0,500.0,38.0,20.5,1010.0,-0.2,0.0,1.0
2014,3,30,21,40.0,116.0,10.0,88.0,600.0,27.0,19.4,1010.2,0.4,0.0,1.3
2014,3,30,22,51.0,155.0,13.0,114.0,700.0,3.0,17.8,1010.1,5.0,0.0,1.1
2014,3,30,23,57.0,208.0,12.0,123.0,700.0,2.0,17.6,1010.1,1.9,0.0,1.4
