month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,5,0,349.0,396.0,20.0,152.0,28.0,1.0,14.8,10.105,14.0,0.0,0.8
10,5,1,334.0,345.0,21.0,132.0,29.0,1.0,14.6,10.107999999999999,14.0,0.0,0.8
10,5,2,289.0,295.0,17.0,110.0,29.0,1.0,14.3,10.105,13.8,0.0,1.1
10,5,3,258.0,259.0,14.0,98.0,24.0,1.0,14.2,10.11,13.6,0.0,0.6
10,5,4,246.0,256.0,12.0,98.0,22.0,1.0,13.9,10.117,13.4,0.0,1.0
10,5,5,258.0,268.0,13.0,96.0,26.0,1.0,13.7,10.122,13.4,0.0,1.0
10,5,6,235.0,266.0,14.0,92.0,25.0,1.0,13.8,10.127,13.5,0.0,0.8
10,5,7,239.0,257.0,12.0,87.0,23.0,1.0,14.8,10.137,14.5,0.0,1.2
10,5,8,250.0,278.0,18.0,83.0,23.0,1.0,16.6,10.148,14.4,0.0,1.5
10,5,9,267.0,294.0,31.0,78.0,21.0,6.0,18.3,10.151,13.8,0.0,1.3
10,5,10,305.0,314.0,43.0,94.0,23.0,7.0,19.7,10.152999999999999,13.6,0.0,1.9
10,5,11,283.0,321.0,51.0,101.0,22.0,19.0,20.5,10.148,14.2,0.0,1.6
10,5,12,281.0,308.0,53.0,106.0,21.0,34.0,21.9,10.142000000000001,14.3,0.0,1.2
10,5,13,282.0,309.0,55.0,96.0,19.0,74.0,22.8,10.14,14.1,0.0,1.0
10,5,14,311.0,313.0,55.0,90.0,18.0,104.0,23.3,10.142000000000001,14.0,0.0,1.1
10,5,15,311.0,313.0,55.0,90.0,16.0,129.0,22.6,10.142999999999999,15.7,0.0,0.5
10,5,16,261.0,283.0,52.0,82.0,17.0,129.0,21.1,10.145,16.1,0.0,0.1
10,5,17,239.0,262.0,42.0,83.0,15.0,128.0,18.3,10.151,15.4,0.0,0.0
10,5,18,266.0,272.0,31.0,111.0,18.0,86.0,16.8,10.156,15.1,0.0,0.0
10,5,19,294.0,316.0,24.0,141.0,21.0,40.0,16.0,10.164,15.0,0.0,0.2
10,5,20,277.0,295.0,21.0,171.0,24.0,2.0,15.7,10.17,14.9,0.0,0.5
10,5,21,277.0,295.0,21.0,171.0,27.0,1.0,15.9,10.177999999999999,14.9,0.0,0.9
10,5,22,297.0,321.0,22.0,182.0,28.0,1.0,15.4,10.177,14.6,0.0,0.9
10,5,23,345.0,374.0,25.0,164.0,25.0,1.0,15.2,10.181000000000001,14.4,0.0,1.1
