year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014,10,26,0,379.0,379.0,8.0,143.0,3000.0,2.0,13.4,1009.7,13.4,0.0,1.5
2014,10,26,1,344.0,344.0,7.0,115.0,2700.0,2.0,13.3,1010.4,13.3,0.0,0.7
2014,10,26,2,299.0,299.0,6.0,90.0,2500.0,2.0,12.4,1010.9,12.4,0.0,1.1
2014,10,26,3,292.0,292.0,4.0,68.0,2000.0,2.0,13.9,1012.0,5.8,0.0,1.4
2014,10,26,4,253.0,253.0,6.0,71.0,1900.0,2.0,13.9,1013.3,3.1,0.0,0.9
2014,10,26,5,169.0,169.0,4.0,77.0,1400.0,2.0,15.1,1014.6,-0.7,0.0,2.0
2014,10,26,6,44.0,44.0,2.0,41.0,500.0,32.0,15.1,1016.4,-1.9,0.0,3.4
2014,10,26,7,15.0,15.0,2.0,30.0,300.0,32.0,15.1,1018.5,-1.1,0.0,3.2
2014,10,26,8,12.0,12.0,2.0,28.0,300.0,36.0,15.7,1019.7,-1.0,0.0,3.6
2014,10,26,9,14.0,14.0,2.0,24.0,300.0,38.0,16.6,1020.4,-1.5,0.0,3.7
2014,10,26,10,11.0,11.0,2.0,22.0,300.0,45.0,17.3,1020.8,-2.4,0.0,2.5
2014,10,26,11,15.0,15.0,2.0,20.0,300.0,50.0,17.2,1020.4,-5.3,0.0,2.9
2014,10,26,12,10.0,10.0,2.0,17.0,300.0,57.0,17.8,1020.1,-5.5,0.0,1.8
2014,10,26,13,11.0,11.0,2.0,15.0,300.0,61.0,18.6,1019.9,-7.8,0.0,2.2
2014,10,26,14,5.0,5.0,2.0,19.0,300.0,62.0,18.8,1020.3,-6.8,0.0,1.7
2014,10,26,15,6.0,6.0,2.0,21.0,300.0,61.0,18.6,1020.6,-8.6,0.0,1.8
2014,10,26,16,8.0,8.0,2.0,29.0,300.0,55.0,15.9,1020.9,-7.1,0.0,0.4
2014,10,26,17,8.0,8.0,2.0,35.0,300.0,49.0,11.2,1021.4,-2.6,0.0,0.4
2014,10,26,18,13.0,13.0,2.0,60.0,400.0,22.0,10.4,1022.1,-5.6,0.0,0.7
2014,10,26,19,15.0,15.0,2.0,60.0,500.0,22.0,8.8,1022.7,-5.1,0.0,0.8
2014,10,26,20,21.0,21.0,2.0,59.0,500.0,21.0,7.9,1023.7,-4.9,0.0,1.1
2014,10,26,21,19.0,19.0,2.0,61.0,500.0,16.0,7.9,1024.7,-3.9,0.0,0.6
2014,10,26,22,17.0,17.0,2.0,55.0,400.0,17.0,6.0,1025.2,-1.2,0.0,0.4
2014,10,26,23,17.0,17.0,2.0,67.0,400.0,5.0,4.9,1025.8,-1.8,0.0,0.5
