month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2,19,0,116.0,142.0,58.0,87.0,21.0,1.0,-2.2,10.229,-8.7,0.0,1.0
2,19,1,131.0,152.0,71.0,86.0,23.0,1.0,-1.9,10.225,-8.9,0.0,1.1
2,19,2,100.0,121.0,64.0,80.0,17.0,1.0,-2.0,10.221,-9.0,0.0,1.2
2,19,3,100.0,121.0,68.0,81.0,17.0,1.0,-3.4,10.221,-9.0,0.0,1.2
2,19,4,91.0,110.0,66.0,80.0,18.0,1.0,-3.1,10.221,-7.6,0.0,1.4
2,19,5,86.0,110.0,54.0,74.0,19.0,1.0,-3.9,10.226,-7.7,0.0,1.2
2,19,6,87.0,107.0,47.0,72.0,21.0,1.0,-4.9,10.23,-8.1,0.0,1.3
2,19,7,96.0,120.0,37.0,70.0,18.0,1.0,-2.9,10.24,-9.2,0.0,1.5
2,19,8,68.0,54.0,48.0,62.0,14.0,3.0,-0.4,10.244000000000002,-9.8,0.0,1.5
2,19,9,39.0,39.0,53.0,51.0,12.0,15.0,2.3,10.242,-11.6,0.0,2.5
2,19,10,32.0,33.0,41.0,34.0,10.0,35.0,3.4,10.24,-12.2,0.0,3.1
2,19,11,17.0,16.0,22.0,15.0,5.0,56.0,4.1,10.234,-12.4,0.0,2.5
2,19,12,16.0,8.0,19.0,13.0,5.0,61.0,4.7,10.222999999999999,-12.3,0.0,2.5
2,19,13,14.0,8.0,15.0,11.0,5.0,66.0,5.8,10.213,-11.3,0.0,1.5
2,19,14,19.0,6.0,14.0,8.0,4.0,71.0,6.3,10.21,-12.3,0.0,1.5
2,19,15,16.0,6.0,13.0,9.0,4.0,72.0,6.0,10.21,-12.1,0.0,1.4
2,19,16,13.0,8.0,12.0,14.0,4.0,67.0,4.7,10.209,-12.3,0.0,2.6
2,19,17,13.0,8.0,12.0,14.0,4.0,60.0,3.3,10.215,-12.7,0.0,2.4
2,19,18,24.0,33.0,15.0,48.0,6.0,34.0,2.9,10.221,-12.6,0.0,2.6
2,19,19,32.0,49.0,15.0,63.0,7.0,20.0,1.4,10.226,-11.1,0.0,2.0
2,19,20,40.0,61.0,18.0,64.0,8.0,20.0,1.8,10.23,-10.1,0.0,4.0
2,19,21,102.0,134.0,36.0,72.0,14.0,20.0,0.8,10.234,-9.5,0.0,2.4
2,19,22,121.0,141.0,45.0,83.0,17.0,10.0,0.9,10.236,-7.9,0.0,3.2
2,19,23,142.0,169.0,52.0,89.0,20.0,1.0,0.1,10.238,-6.3,0.0,2.6
