month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2,7,0,77.0,57.0,41.0,48.0,13.0,16.0,-1.0,10.242,-5.2,0.0,1.3
2,7,1,74.0,55.0,35.0,40.0,12.0,20.0,-1.3,10.241,-5.2,0.0,1.3
2,7,2,64.0,41.0,39.0,44.0,12.0,22.0,-1.4,10.232999999999999,-4.9,0.0,1.4
2,7,3,68.0,43.0,46.0,41.0,12.0,22.0,-1.3,10.227,-5.2,0.0,1.0
2,7,4,82.0,68.0,43.0,52.0,14.0,6.0,-1.5,10.224,-5.0,0.0,1.4
2,7,5,91.0,70.0,55.0,54.0,13.0,4.0,-2.5,10.222000000000001,-4.7,0.1,1.2
2,7,6,96.0,86.0,54.0,57.0,14.0,2.0,-3.0,10.227,-4.6,0.3,1.5
2,7,7,90.0,85.0,32.0,53.0,13.0,6.0,-3.5,10.227,-4.9,0.4,2.0
2,7,8,86.0,65.0,27.0,57.0,16.0,3.0,-3.5,10.226,-5.2,0.2,1.1
2,7,9,88.0,63.0,30.0,55.0,15.0,5.0,-3.3,10.227,-4.6,0.9,1.0
2,7,10,89.0,72.0,29.0,52.0,15.0,8.0,-2.7,10.222000000000001,-4.4,0.6,1.1
2,7,11,92.0,68.0,30.0,52.0,15.0,8.0,-2.4,10.212,-4.7,0.4,1.4
2,7,12,96.0,62.0,32.0,46.0,14.0,16.0,-2.5,10.201,-5.0,0.1,2.0
2,7,13,81.0,44.0,30.0,43.0,10.0,26.0,-2.4,10.192,-4.6,0.2,0.9
2,7,14,75.0,43.0,26.0,45.0,10.0,26.0,-2.2,10.186,-4.4,0.1,0.8
2,7,15,77.0,41.0,29.0,42.0,10.0,33.0,-2.5,10.183,-4.2,0.1,0.9
2,7,16,79.0,55.0,27.0,47.0,10.0,29.0,-2.8,10.184,-4.2,0.1,1.1
2,7,17,84.0,64.0,23.0,54.0,11.0,21.0,-2.8,10.186,-3.8,0.3,0.9
2,7,18,84.0,61.0,20.0,59.0,12.0,16.0,-2.8,10.185,-3.6,0.2,1.2
2,7,19,89.0,63.0,24.0,68.0,13.0,10.0,-3.0,10.185,-4.0,0.0,1.4
2,7,20,91.0,62.0,31.0,70.0,13.0,4.0,-3.1,10.186,-4.2,0.0,0.6
2,7,21,92.0,68.0,33.0,69.0,14.0,2.0,-3.2,10.185,-4.3,0.0,0.7
2,7,22,81.0,56.0,33.0,65.0,13.0,3.0,-3.1,10.186,-4.2,0.1,0.5
2,7,23,79.0,55.0,31.0,61.0,14.0,5.0,-3.1,10.187000000000001,-4.1,0.0,0.9
