month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,2,0,38.0,49.0,6.0,66.0,5.0,1.0,12.3,10.163,12.1,0.0,0.1
10,2,1,33.0,36.0,4.0,58.0,5.0,1.0,11.6,10.166,11.4,0.0,0.1
10,2,2,33.0,43.0,3.0,55.0,5.0,1.0,10.5,10.165,10.3,0.0,0.5
10,2,3,24.0,43.0,4.0,51.0,3.0,1.0,12.4,10.17,3.9,0.0,2.3
10,2,4,8.0,13.0,5.0,51.0,2.0,10.0,14.6,10.174,2.1,0.0,1.6
10,2,5,3.0,6.0,6.0,25.0,2.0,34.0,14.8,10.175,1.7,0.0,2.6
10,2,6,6.0,15.0,6.0,24.0,2.0,39.0,14.9,10.18,2.4,0.0,2.3
10,2,7,11.0,20.0,13.0,32.0,3.0,29.0,16.5,10.187999999999999,4.8,0.0,1.2
10,2,8,8.0,16.0,16.0,36.0,3.0,25.0,18.5,10.19,4.3,0.0,1.5
10,2,9,7.0,11.0,5.0,24.0,2.0,41.0,19.4,10.187000000000001,0.4,0.0,3.0
10,2,10,4.0,14.0,4.0,19.0,3.0,50.0,20.7,10.179,1.5,0.0,1.8
10,2,11,4.0,6.0,3.0,15.0,2.0,56.0,22.0,10.167,1.6,0.0,1.7
10,2,12,7.0,15.0,8.0,17.0,3.0,61.0,22.8,10.156,1.2,0.0,1.1
10,2,13,6.0,12.0,6.0,17.0,3.0,66.0,23.7,10.144,2.5,0.0,0.9
10,2,14,9.0,9.0,4.0,15.0,2.0,73.0,23.7,10.142000000000001,3.0,0.0,1.9
10,2,15,10.0,13.0,3.0,21.0,2.0,74.0,23.0,10.133,4.0,0.0,2.2
10,2,16,11.0,23.0,5.0,26.0,2.0,71.0,21.7,10.124,4.7,0.0,2.5
10,2,17,9.0,36.0,5.0,29.0,2.0,98.0,19.8,10.122,4.7,0.0,2.3
10,2,18,14.0,51.0,4.0,37.0,2.0,72.0,19.0,10.12,4.0,0.0,2.6
10,2,19,18.0,48.0,5.0,47.0,4.0,59.0,18.5,10.125,4.6,0.0,2.8
10,2,20,22.0,48.0,4.0,60.0,4.0,37.0,17.2,10.128,6.1,0.0,1.2
10,2,21,23.0,56.0,6.0,61.0,3.0,34.0,12.8,10.128,7.7,0.0,0.0
10,2,22,32.0,68.0,9.0,66.0,4.0,27.0,11.1,10.127,8.0,0.0,0.5
10,2,23,33.0,70.0,7.0,83.0,5.0,4.0,10.9,10.125,8.1,0.0,0.9
