year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016,4,12,0,61.0,122.0,11.0,58.0,400.0,21.0,9.3,1008.2,0.7,0.0,1.2
2016,4,12,1,64.0,125.0,12.0,60.0,400.0,14.0,9.3,1007.4,1.0,0.0,0.9
2016,4,12,2,67.0,118.0,10.0,63.0,400.0,6.0,9.5,1005.4,1.4,0.0,2.3
2016,4,12,3,65.0,118.0,4.0,59.0,500.0,2.0,7.9,1005.5,3.9,0.0,1.2
2016,4,12,4,71.0,99.0,4.0,50.0,400.0,10.0,7.4,1005.1,4.9,0.1,1.5
2016,4,12,5,68.0,80.0,4.0,49.0,400.0,10.0,7.2,1004.5,4.3,0.0,1.4
2016,4,12,6,66.0,72.0,4.0,52.0,500.0,4.0,6.3,1004.0,3.8,0.0,1.4
2016,4,12,7,75.0,85.0,5.0,48.0,600.0,12.0,6.9,1004.5,3.9,0.0,1.5
2016,4,12,8,79.0,91.0,8.0,42.0,600.0,21.0,8.3,1004.8,1.9,0.0,1.9
2016,4,12,9,76.0,85.0,4.0,41.0,600.0,15.0,7.2,1005.5,4.5,1.6,1.4
2016,4,12,10,80.0,80.0,3.0,39.0,600.0,21.0,8.2,1005.1,4.4,0.1,0.9
2016,4,12,11,85.0,85.0,9.0,38.0,700.0,38.0,9.8,1004.7,4.0,0.0,1.4
2016,4,12,12,94.0,94.0,11.0,34.0,600.0,55.0,10.9,1003.7,5.2,0.0,1.7
2016,4,12,13,98.0,98.0,12.0,33.0,500.0,68.0,12.6,1002.7,6.0,0.0,1.3
2016,4,12,14,105.0,105.0,15.0,37.0,500.0,76.0,15.3,1001.9,6.6,0.0,1.0
2016,4,12,15,97.0,97.0,16.0,40.0,500.0,94.0,17.5,1000.7,5.7,0.0,1.7
2016,4,12,16,84.0,91.0,10.0,42.0,500.0,98.0,17.8,1001.3,5.7,0.0,2.7
2016,4,12,17,44.0,108.0,8.0,47.0,700.0,85.0,17.7,1000.9,5.9,0.0,3.3
2016,4,12,18,74.0,87.0,7.0,46.0,600.0,74.0,17.0,1000.7,5.6,0.0,2.5
2016,4,12,19,71.0,101.0,6.0,52.0,600.0,58.0,15.9,1001.1,6.0,0.0,1.3
2016,4,12,20,70.0,106.0,4.0,52.0,700.0,49.0,14.7,1002.0,6.0,0.0,0.9
2016,4,12,21,72.0,109.0,4.0,50.0,700.0,46.0,14.4,1002.6,5.7,0.0,1.1
2016,4,12,22,89.0,122.0,5.0,59.0,800.0,36.0,14.4,1002.8,5.5,0.0,1.2
2016,4,12,23,96.0,124.0,5.0,58.0,800.0,32.0,12.7,1002.5,5.8,0.0,1.2
