year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016,12,30,0,334.0,404.0,20.0,115.0,3300.0,2.0,-2.1,1028.5,-6.5,0.0,1.2
2016,12,30,1,408.0,421.0,18.0,124.0,3900.0,2.0,-2.9,1028.1,-6.5,0.0,0.9
2016,12,30,2,371.0,371.0,15.0,118.0,3700.0,2.0,-5.1,1027.8,-7.9,0.0,1.0
2016,12,30,3,256.0,256.0,25.0,110.0,4100.0,2.0,-6.4,1027.4,-8.8,0.0,0.9
2016,12,30,4,151.0,157.0,38.0,100.0,4300.0,44.0,-6.3,1027.0,-9.8,0.0,1.9
2016,12,30,5,139.0,147.0,28.0,89.0,4000.0,4.0,-5.9,1026.2,-10.3,0.0,1.1
2016,12,30,6,157.0,157.0,22.0,91.0,3800.0,3.0,-7.2,1026.3,-10.4,0.0,1.1
2016,12,30,7,111.0,120.0,22.0,79.0,3300.0,2.0,-7.3,1026.4,-11.7,0.0,0.7
2016,12,30,8,103.0,103.0,17.0,76.0,3000.0,2.0,-6.5,1026.9,-12.2,0.0,1.5
2016,12,30,9,71.0,71.0,17.0,64.0,1500.0,3.0,-5.4,1027.2,-11.3,0.0,1.2
2016,12,30,10,61.0,61.0,16.0,56.0,1500.0,12.0,-3.8,1027.5,-11.5,0.0,1.5
2016,12,30,11,75.0,83.0,20.0,63.0,1800.0,13.0,-2.2,1026.8,-11.8,0.0,1.7
2016,12,30,12,92.0,105.0,23.0,72.0,1800.0,14.0,-0.9,1025.3,-11.9,0.0,0.8
2016,12,30,13,103.0,103.0,25.0,78.0,1900.0,15.0,-0.1,1024.2,-12.1,0.0,1.0
2016,12,30,14,103.0,116.0,25.0,84.0,2000.0,14.0,0.5,1023.4,-13.2,0.0,0.7
2016,12,30,15,108.0,139.0,24.0,95.0,2200.0,11.0,1.3,1023.1,-12.5,0.0,1.4
2016,12,30,16,154.0,226.0,23.0,129.0,3000.0,5.0,0.9,1023.1,-10.6,0.0,1.2
2016,12,30,17,167.0,190.0,22.0,133.0,3000.0,2.0,0.1,1022.9,-7.0,0.0,1.3
2016,12,30,18,226.0,314.0,20.0,152.0,3800.0,2.0,0.0,1023.6,-6.6,0.0,1.4
2016,12,30,19,353.0,394.0,16.0,146.0,4000.0,2.0,-1.7,1023.3,-7.0,0.0,0.6
2016,12,30,20,346.0,368.0,14.0,133.0,3600.0,2.0,-2.9,1023.8,-6.9,0.0,0.8
2016,12,30,21,316.0,322.0,14.0,135.0,4100.0,2.0,-3.3,1023.8,-6.6,0.0,0.6
2016,12,30,22,298.0,326.0,16.0,137.0,4500.0,2.0,-3.6,1023.9,-6.9,0.0,0.6
2016,12,30,23,311.0,338.0,16.0,137.0,4700.0,2.0,-4.6,1023.8,-7.4,0.0,0.7
