month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
1,10,0,57.0,79.0,52.0,64.0,11.0,5.0,-6.8,10.248,-20.4,0.0,1.8
1,10,1,63.0,108.0,49.0,67.0,14.0,4.0,-6.9,10.245999999999999,-19.8,0.0,0.9
1,10,2,68.0,104.0,64.0,80.0,21.0,1.0,-7.5,10.248,-19.1,0.0,1.6
1,10,3,64.0,73.0,54.0,69.0,15.0,1.0,-8.3,10.247,-18.1,0.0,1.3
1,10,4,43.0,64.0,48.0,63.0,13.0,1.0,-8.7,10.249,-18.3,0.0,1.4
1,10,5,37.0,34.0,29.0,53.0,11.0,1.0,-8.1,10.248,-18.8,0.0,1.4
1,10,6,25.0,21.0,32.0,49.0,9.0,1.0,-8.0,10.25,-19.0,0.0,1.3
1,10,7,24.0,30.0,32.0,49.0,9.0,1.0,-8.1,10.253,-17.7,0.0,1.3
1,10,8,29.0,42.0,43.0,57.0,11.0,1.0,-6.7,10.261,-17.8,0.0,2.0
1,10,9,28.0,42.0,43.0,57.0,11.0,1.0,-3.8,10.264000000000001,-18.9,0.0,1.3
1,10,10,48.0,93.0,62.0,64.0,20.0,1.0,-1.6,10.258,-20.1,0.0,0.7
1,10,11,62.0,108.0,67.0,69.0,19.0,1.0,-0.3,10.248,-20.6,0.0,0.7
1,10,12,54.0,65.0,70.0,64.0,16.0,6.0,2.3,10.236,-20.3,0.0,0.9
1,10,13,56.0,63.0,77.0,70.0,16.0,8.0,3.6,10.23,-20.7,0.0,1.3
1,10,14,56.0,70.0,77.0,73.0,16.0,10.0,4.0,10.229,-18.9,0.0,2.3
1,10,15,43.0,48.0,61.0,56.0,12.0,20.0,2.6,10.231,-19.4,0.0,1.4
1,10,16,48.0,114.0,53.0,82.0,16.0,4.0,1.1,10.232999999999999,-19.4,0.0,2.2
1,10,17,63.0,106.0,58.0,102.0,20.0,1.0,0.2,10.241,-18.0,0.0,1.9
1,10,18,76.0,135.0,59.0,104.0,21.0,1.0,0.0,10.244000000000002,-18.2,0.0,2.9
1,10,19,103.0,152.0,68.0,109.0,21.0,1.0,-0.7,10.245999999999999,-18.3,0.0,2.3
1,10,20,112.0,155.0,74.0,106.0,22.0,1.0,-3.5,10.251,-15.5,0.0,1.4
1,10,21,103.0,147.0,75.0,103.0,22.0,1.0,-4.4,10.255,-14.8,0.0,1.2
1,10,22,102.0,152.0,72.0,102.0,25.0,1.0,-6.0,10.255999999999998,-16.6,0.0,0.6
1,10,23,90.0,122.0,70.0,103.0,23.0,1.0,-7.1,10.259,-16.0,0.0,0.0
