month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
1,29,0,69.0,98.0,37.0,71.0,18.0,1.0,-2.5,10.154,-6.3,0.0,1.8
1,29,1,59.0,79.0,45.0,71.0,20.0,1.0,-2.8,10.146,-6.8,0.0,1.8
1,29,2,60.0,72.0,56.0,70.0,23.0,1.0,-3.3,10.139,-6.8,0.0,1.2
1,29,3,57.0,68.0,54.0,67.0,22.0,1.0,-3.7,10.128,-6.6,0.0,1.9
1,29,4,64.0,72.0,47.0,64.0,24.0,1.0,-3.9,10.115,-6.7,0.0,1.6
1,29,5,67.0,80.0,43.0,64.0,22.0,1.0,-4.0,10.104,-6.6,0.0,1.2
1,29,6,63.0,74.0,43.0,64.0,19.0,1.0,-4.2,10.101,-7.0,0.0,2.7
1,29,7,70.0,88.0,57.0,67.0,21.0,1.0,-4.6,10.097999999999999,-7.5,0.0,1.7
1,29,8,72.0,102.0,60.0,68.0,22.0,1.0,-3.4,10.099,-7.0,0.0,2.3
1,29,9,83.0,110.0,67.0,68.0,22.0,1.0,-1.9,10.091000000000001,-6.8,0.0,2.1
1,29,10,100.0,140.0,82.0,72.0,24.0,1.0,-0.5,10.086,-6.9,0.0,2.6
1,29,11,92.0,112.0,100.0,60.0,18.0,6.0,1.0,10.074,-6.6,0.0,2.6
1,29,12,109.0,123.0,121.0,62.0,19.0,8.0,1.5,10.062000000000001,-6.6,0.0,1.8
1,29,13,125.0,154.0,107.0,69.0,19.0,11.0,2.7,10.052,-6.4,0.0,1.8
1,29,14,145.0,161.0,100.0,77.0,19.0,10.0,2.8,10.051,-6.6,0.0,1.0
1,29,15,155.0,171.0,99.0,85.0,20.0,10.0,3.2,10.048,-6.5,0.0,0.9
1,29,16,158.0,178.0,94.0,94.0,22.0,5.0,1.8,10.052,-6.5,0.0,0.6
1,29,17,171.0,184.0,85.0,98.0,23.0,1.0,-1.4,10.056000000000001,-7.3,0.0,0.0
1,29,18,167.0,182.0,70.0,103.0,24.0,1.0,-1.6,10.061,-6.2,0.0,1.1
1,29,19,177.0,198.0,74.0,103.0,26.0,1.0,-1.4,10.068999999999999,-6.5,0.0,1.2
1,29,20,190.0,208.0,78.0,100.0,26.0,1.0,-0.9,10.072000000000001,-6.5,0.0,1.2
1,29,21,189.0,208.0,84.0,101.0,27.0,1.0,-0.9,10.077,-6.7,0.0,2.1
1,29,22,217.0,232.0,141.0,106.0,37.0,1.0,-1.6,10.082,-6.7,0.0,1.3
1,29,23,209.0,225.0,143.0,96.0,33.0,1.0,-1.8,10.086,-6.9,0.0,1.6
