month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
12,21,0,70.0,70.0,48.0,77.0,14.0,1.0,-4.5,10.31,-14.4,0.0,0.6
12,21,1,45.0,53.0,37.0,73.0,12.0,1.0,-4.4,10.312999999999999,-15.1,0.0,0.4
12,21,2,38.0,46.0,34.0,66.0,11.0,3.0,-5.2,10.312999999999999,-15.0,0.0,1.5
12,21,3,35.0,44.0,30.0,62.0,8.0,4.0,-6.1,10.31,-14.6,0.0,1.1
12,21,4,22.0,31.0,30.0,49.0,6.0,12.0,-6.6,10.306,-15.1,0.0,0.9
12,21,5,20.0,21.0,38.0,51.0,6.0,11.0,-8.9,10.306,-12.5,0.0,0.0
12,21,6,16.0,19.0,33.0,41.0,5.0,21.0,-9.4,10.308,-12.5,0.0,0.5
12,21,7,17.0,19.0,38.0,35.0,5.0,26.0,-7.8,10.308,-13.2,0.0,1.0
12,21,8,13.0,18.0,31.0,37.0,5.0,24.0,-4.6,10.309000000000001,-14.5,0.0,1.8
12,21,9,14.0,21.0,26.0,51.0,6.0,12.0,-2.2,10.31,-15.0,0.0,1.6
12,21,10,15.0,29.0,25.0,50.0,6.0,14.0,-0.7,10.305,-14.6,0.0,1.2
12,21,11,24.0,45.0,26.0,42.0,8.0,26.0,0.5,10.295,-14.7,0.0,1.4
12,21,12,28.0,47.0,31.0,45.0,9.0,26.0,1.9,10.284,-15.6,0.0,0.9
12,21,13,31.0,50.0,45.0,45.0,9.0,30.0,3.4,10.275,-14.3,0.0,1.4
12,21,14,30.0,36.0,44.0,39.0,8.0,38.0,2.9,10.274000000000001,-14.3,0.0,2.6
12,21,15,29.0,37.0,39.0,49.0,8.0,30.0,1.4,10.275,-13.9,0.0,1.5
12,21,16,39.0,61.0,36.0,70.0,11.0,15.0,-1.5,10.272,-13.4,0.0,1.5
12,21,17,62.0,131.0,40.0,96.0,15.0,4.0,-1.6,10.274000000000001,-12.0,0.0,1.5
12,21,18,88.0,154.0,44.0,105.0,18.0,1.0,-3.1,10.275,-12.1,0.0,1.2
12,21,19,110.0,170.0,46.0,107.0,20.0,1.0,-4.6,10.277000000000001,-12.1,0.0,0.6
12,21,20,126.0,181.0,64.0,111.0,22.0,1.0,-5.6,10.277000000000001,-10.8,0.0,0.8
12,21,21,160.0,201.0,87.0,117.0,26.0,1.0,-6.6,10.276,-11.2,0.0,0.5
12,21,22,160.0,201.0,87.0,117.0,26.0,1.0,-7.0,10.277999999999999,-10.4,0.0,0.2
12,21,23,194.0,226.0,90.0,117.0,29.0,1.0,-7.4,10.277000000000001,-10.4,0.0,1.0
