year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2017,1,24,0,97.0,116.0,66.0,108.0,300.0,18.0,-6.96666666666667,1032.33333333333,-14.5,0.0,0.8
2017,1,24,1,95.0,121.0,57.0,106.0,3200.0,63.0,-7.825,1033.0,-14.7,0.0,0.3
2017,1,24,2,89.0,90.0,55.0,99.0,2800.0,15.0,-8.55,1033.0,-14.6,0.0,1.2
2017,1,24,3,93.0,122.0,59.0,100.0,3700.0,17.0,-8.6,1033.0,-14.2,0.0,1.3
2017,1,24,4,105.0,108.0,47.0,95.0,4200.0,63.0,-8.7,1033.0,-13.9,0.0,1.2
2017,1,24,5,100.0,100.0,44.0,82.0,3700.0,19.0,-9.7,1033.0,-14.1,0.0,0.7
2017,1,24,6,72.0,86.0,32.0,75.0,2600.0,14.0,-9.54,1033.0,-13.5,0.0,1.4
2017,1,24,7,51.0,51.0,22.0,65.0,1800.0,13.0,-8.4,1033.66666666667,-13.3,0.0,1.2
2017,1,24,8,27.0,27.0,14.0,52.0,1000.0,63.0,-8.475,1034.0,-13.9,0.0,1.7
2017,1,24,9,28.0,31.0,12.0,42.0,900.0,30.0,-6.8,1034.75,-13.9,0.0,1.7
2017,1,24,10,29.0,36.0,19.0,38.0,100.0,40.0,-4.5,1035.0,-13.6,0.0,1.3
2017,1,24,11,44.0,57.0,17.0,52.0,1400.0,33.0,-2.68,1035.0,-14.7,0.0,1.2
2017,1,24,12,53.0,62.0,20.0,62.0,1500.0,63.0,-0.933333333333333,1034.33333333333,-15.8,0.0,1.5
2017,1,24,13,68.0,73.0,23.0,68.0,1600.0,41.0,0.25,1033.5,-15.2,0.0,1.6
2017,1,24,14,71.0,74.0,24.0,74.0,1000.0,44.0,1.64,1032.2,-15.1,0.0,0.9
2017,1,24,15,86.0,93.0,27.0,84.0,1600.0,49.0,1.9,1032.0,-14.9,0.0,2.2
2017,1,24,16,109.0,123.0,35.0,113.0,2300.0,36.0,1.875,1031.5,-14.4,0.0,2.0
2017,1,24,17,120.0,120.0,39.0,116.0,2300.0,49.0,2.0,1031.0,-14.1,0.0,1.3
2017,1,24,18,122.0,126.0,36.0,125.0,2400.0,26.0,0.875,1031.0,-13.4,0.0,1.0
2017,1,24,19,130.0,133.0,38.0,124.0,2600.0,27.0,-0.15,1031.75,-13.1,0.0,0.9
2017,1,24,20,134.0,137.0,38.0,121.0,2600.0,49.0,-1.075,1032.0,-13.1,0.0,1.0
2017,1,24,21,128.0,128.0,38.0,112.0,2500.0,49.0,-1.35,1032.0,-13.1,0.0,1.0
2017,1,24,22,120.0,120.0,40.0,95.0,2400.0,49.0,-0.9,1032.0,-12.8,0.0,0.7
2017,1,24,23,128.0,128.0,45.0,100.0,2400.0,49.0,-1.65,1032.0,-12.5,0.0,0.9
