year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2015,10,27,0,8.0,22.0,2.0,22.0,300.0,54.0,11.3,1014.3,-8.6,0.0,2.3
2015,10,27,1,7.0,25.0,3.0,19.0,300.0,56.0,11.2,1013.8,-9.2,0.0,2.0
2015,10,27,2,6.0,19.0,4.0,21.0,300.0,52.0,10.0,1014.0,-7.7,0.0,1.9
2015,10,27,3,7.0,7.0,5.0,19.0,300.0,55.0,10.0,1013.7,-8.7,0.0,1.9
2015,10,27,4,5.0,10.0,3.0,12.0,300.0,59.0,9.8,1013.2,-8.3,0.0,1.8
2015,10,27,5,8.0,16.0,3.0,12.0,300.0,57.0,11.1,1012.7,-8.7,0.0,3.7
2015,10,27,6,7.0,35.0,3.0,16.0,300.0,49.0,9.6,1012.7,-7.6,0.0,1.1
2015,10,27,7,6.0,47.0,2.0,42.0,300.0,22.0,5.9,1012.4,-2.7,0.0,0.8
2015,10,27,8,6.0,51.0,2.0,59.0,600.0,6.0,6.9,1013.1,-0.6,0.0,0.6
2015,10,27,9,16.0,63.0,4.0,59.0,800.0,9.0,11.6,1012.8,-2.3,0.0,1.3
2015,10,27,10,22.0,54.0,4.0,59.0,900.0,11.0,11.7,1012.6,-4.1,0.0,1.1
2015,10,27,11,22.0,22.0,5.0,59.0,800.0,24.0,14.0,1012.1,-3.8,0.0,1.3
2015,10,27,12,19.0,23.0,3.0,45.0,600.0,45.0,15.2,1011.2,-5.8,0.0,2.6
2015,10,27,13,13.0,29.0,3.0,34.0,500.0,57.0,15.6,1010.4,-6.7,0.0,3.1
2015,10,27,14,18.0,30.0,4.0,23.0,400.0,68.0,16.7,1009.7,-5.2,0.0,2.5
2015,10,27,15,12.0,31.0,5.0,17.0,300.0,73.0,16.7,1009.9,-6.4,0.0,4.1
2015,10,27,16,18.0,30.0,5.0,22.0,300.0,70.0,16.5,1009.9,-5.3,0.0,3.4
2015,10,27,17,13.0,47.0,6.0,36.0,500.0,58.0,15.4,1010.3,-5.1,0.0,2.6
2015,10,27,18,20.0,64.0,5.0,76.0,1100.0,23.0,10.9,1010.9,0.0,0.0,0.6
2015,10,27,19,32.0,82.0,4.0,100.0,1100.0,5.0,9.9,1011.9,0.5,0.0,1.7
2015,10,27,20,32.0,100.0,4.0,99.0,1300.0,4.0,9.1,1013.1,0.3,0.0,0.8
2015,10,27,21,44.0,115.0,4.0,96.0,2400.0,5.0,7.0,1014.0,1.9,0.0,1.3
2015,10,27,22,36.0,38.0,3.0,90.0,2200.0,5.0,7.2,1015.0,-0.8,0.0,1.5
2015,10,27,23,16.0,20.0,3.0,72.0,600.0,9.0,10.6,1015.8,-5.4,0.0,2.0
