year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013,10,14,0,73.0,101.0,2.2848,69.0,900.0,1.0,13.1,1014.4,12.2,0.0,0.0
2013,10,14,1,73.0,81.0,2.856,72.0,1000.0,1.0,12.9,1014.4,12.0,0.0,0.0
2013,10,14,2,87.0,116.0,8.2824,61.0,1100.0,1.0,13.1,1014.8,12.0,0.0,0.0
2013,10,14,3,83.0,101.0,5.4264,57.0,800.0,1.0,13.0,1015.5,12.1,0.0,0.6
2013,10,14,4,83.0,96.0,6.5688,57.0,700.0,1.0,12.8,1015.6,12.0,0.0,0.7
2013,10,14,5,64.0,64.0,5.1408,52.0,700.0,1.0,12.5,1016.6,11.9,0.0,1.1
2013,10,14,6,48.0,58.0,3.9984,50.0,700.0,1.0,12.4,1017.7,11.9,0.0,0.8
2013,10,14,7,52.0,58.0,3.9984,49.0,700.0,1.0,13.4,1019.1,11.5,0.0,1.6
2013,10,14,8,39.0,13.0,4.8552,51.0,600.0,1.0,14.9,1020.0,4.0,0.0,2.3
2013,10,14,9,22.0,22.0,4.5696,48.0,400.0,1.0,15.5,1020.5,0.1,0.0,3.5
2013,10,14,10,14.0,14.0,2.856,40.0,300.0,10.0,15.4,1021.9,0.8,0.0,2.4
2013,10,14,11,10.0,14.0,2.2848,30.0,300.0,22.0,15.5,1021.9,-0.3,0.0,2.6
2013,10,14,12,10.0,15.0,1.9992,25.0,300.0,28.0,15.8,1021.9,-0.5,0.0,2.3
2013,10,14,13,3.0,6.0,1.428,22.0,200.0,33.0,15.2,1022.3,0.2,0.0,1.6
2013,10,14,14,3.0,6.0,0.5712,21.0,300.0,36.0,14.3,1022.7,-0.2,0.0,1.0
2013,10,14,15,4.0,6.0,1.428,24.0,300.0,35.0,14.5,1022.6,-1.2,0.0,2.0
2013,10,14,16,3.0,6.0,1.7136,26.0,300.0,34.0,13.8,1023.3,-0.7,0.0,1.0
2013,10,14,17,7.0,8.0,1.9992,28.0,300.0,32.0,11.6,1024.1,-0.9,0.0,0.8
2013,10,14,18,8.0,11.0,1.428,45.0,500.0,15.0,8.3,1024.9,1.9,0.0,0.5
2013,10,14,19,11.0,15.0,1.1424,61.0,500.0,3.0,6.8,1025.7,2.1,0.0,0.7
2013,10,14,20,13.0,18.0,2.2848,68.0,500.0,1.0,6.2,1026.9,4.4,0.0,0.5
2013,10,14,21,11.0,30.0,2.856,68.0,600.0,1.0,5.1,1027.5,3.1,0.0,0.5
2013,10,14,22,16.0,23.0,2.2848,67.0,500.0,1.0,5.3,1027.7,1.8,0.0,1.0
2013,10,14,23,15.0,18.0,2.2848,63.0,500.0,1.0,6.5,1027.7,-0.3,0.0,1.0
