month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
1,4,0,79.0,131.0,55.0,75.0,16.0,1.0,-0.9,10.187999999999999,-7.3,0.0,0.8
1,4,1,81.0,136.0,51.0,70.0,17.0,1.0,-1.1,10.192,-7.9,0.0,1.4
1,4,2,74.0,118.0,40.0,66.0,20.0,1.0,-1.8,10.195,-6.0,0.0,1.4
1,4,3,69.0,102.0,34.0,62.0,18.0,1.0,-2.4,10.19,-5.5,0.0,1.3
1,4,4,66.0,102.0,30.0,60.0,17.0,1.0,-2.0,10.186,-4.7,0.0,1.0
1,4,5,67.0,94.0,27.0,61.0,17.0,1.0,-3.1,10.185,-5.1,0.0,1.2
1,4,6,74.0,90.0,31.0,61.0,18.0,1.0,-2.2,10.184,-4.2,0.0,1.3
1,4,7,73.0,103.0,45.0,64.0,18.0,1.0,-1.3,10.187000000000001,-4.5,0.0,1.4
1,4,8,73.0,108.0,53.0,62.0,20.0,1.0,-0.9,10.189,-5.3,0.0,1.7
1,4,9,85.0,111.0,48.0,64.0,21.0,1.0,0.0,10.187999999999999,-5.4,0.0,1.3
1,4,10,92.0,129.0,54.0,70.0,25.0,1.0,0.8,10.179,-4.6,0.0,1.7
1,4,11,106.0,135.0,62.0,68.0,22.0,1.0,1.3,10.165,-4.6,0.0,2.1
1,4,12,133.0,169.0,66.0,74.0,24.0,1.0,2.0,10.151,-4.1,0.0,2.3
1,4,13,142.0,167.0,75.0,75.0,22.0,2.0,2.1,10.144,-4.0,0.0,1.5
1,4,14,147.0,174.0,69.0,79.0,22.0,2.0,2.0,10.141,-4.1,0.0,1.4
1,4,15,150.0,177.0,67.0,85.0,22.0,1.0,1.6,10.141,-4.3,0.0,1.4
1,4,16,155.0,190.0,61.0,91.0,23.0,1.0,0.7,10.142000000000001,-4.3,0.0,1.2
1,4,17,174.0,210.0,54.0,98.0,25.0,1.0,-0.4,10.146,-4.7,0.0,0.6
1,4,18,177.0,218.0,54.0,100.0,26.0,1.0,-2.4,10.146,-5.1,0.0,0.7
1,4,19,185.0,230.0,56.0,102.0,28.0,1.0,-3.1,10.148,-5.1,0.0,0.4
1,4,20,179.0,236.0,61.0,106.0,32.0,1.0,-1.7,10.151,-4.5,0.0,1.6
1,4,21,168.0,214.0,72.0,99.0,30.0,1.0,-2.1,10.152999999999999,-5.3,0.0,1.3
1,4,22,184.0,226.0,77.0,95.0,35.0,1.0,-2.0,10.156,-5.2,0.0,1.2
1,4,23,183.0,227.0,82.0,100.0,35.0,1.0,-2.5,10.157,-5.6,0.0,1.3
