month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
9,16,0,24.0,76.0,13.0,70.0,9.0,6.0,17.5,10.072000000000001,15.3,0.0,0.1
9,16,1,29.0,70.0,13.0,67.0,8.0,8.0,17.1,10.07,15.4,0.0,0.6
9,16,2,22.0,54.0,10.0,58.0,6.0,10.0,16.9,10.072000000000001,15.4,0.0,0.0
9,16,3,27.0,59.0,12.0,74.0,7.0,1.0,16.7,10.07,14.9,0.0,1.0
9,16,4,30.0,82.0,13.0,71.0,10.0,1.0,16.4,10.072000000000001,14.1,0.0,1.4
9,16,5,43.0,102.0,14.0,64.0,9.0,1.0,16.3,10.076,14.1,0.0,1.3
9,16,6,42.0,102.0,13.0,63.0,9.0,1.0,16.8,10.077,14.4,0.0,1.1
9,16,7,69.0,157.0,19.0,51.0,11.0,1.0,18.2,10.077,14.1,0.0,1.3
9,16,8,62.0,131.0,18.0,56.0,11.0,1.0,19.3,10.076,14.8,0.0,1.6
9,16,9,54.0,114.0,20.0,66.0,11.0,1.0,20.2,10.073,14.6,0.0,1.2
9,16,10,61.0,135.0,21.0,76.0,12.0,1.0,22.0,10.07,15.6,0.0,1.4
9,16,11,60.0,121.0,25.0,72.0,10.0,10.0,23.9,10.062999999999999,15.7,0.0,1.4
9,16,12,60.0,121.0,25.0,72.0,10.0,10.0,25.2,10.052,15.8,0.0,1.7
9,16,13,55.0,112.0,28.0,73.0,9.0,27.0,26.4,10.044,15.1,0.0,2.6
9,16,14,52.0,79.0,29.0,54.0,11.0,91.0,25.8,10.041,14.0,0.0,1.9
9,16,15,44.0,80.0,28.0,44.0,10.0,90.0,24.8,10.038,14.3,0.0,1.6
9,16,16,30.0,51.0,17.0,45.0,7.0,76.0,24.1,10.039,15.0,0.0,1.7
9,16,17,34.0,99.0,18.0,57.0,9.0,64.0,23.0,10.036,15.6,0.0,2.2
9,16,18,45.0,114.0,20.0,69.0,12.0,49.0,22.2,10.044,16.2,0.0,1.5
9,16,19,50.0,117.0,23.0,73.0,14.0,38.0,21.2,10.052,15.9,0.0,1.2
9,16,20,48.0,117.0,23.0,67.0,10.0,38.0,21.5,10.057,17.1,0.0,0.6
9,16,21,48.0,150.0,23.0,67.0,10.0,38.0,19.4,10.062000000000001,17.4,0.0,0.5
9,16,22,62.0,119.0,20.0,92.0,14.0,2.0,19.3,10.062999999999999,17.8,0.0,0.4
9,16,23,67.0,113.0,16.0,94.0,14.0,1.0,19.4,10.065,18.1,0.0,0.2
