year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013,12,21,0,70.0,70.0,48.0,77.0,1400.0,1.0,-4.5,1031.0,-14.4,0.0,0.6
2013,12,21,1,45.0,53.0,37.0,73.0,1200.0,1.0,-4.4,1031.3,-15.1,0.0,0.4
2013,12,21,2,38.0,46.0,34.0,66.0,1100.0,3.0,-5.2,1031.3,-15.0,0.0,1.5
2013,12,21,3,35.0,44.0,30.0,62.0,800.0,4.0,-6.1,1031.0,-14.6,0.0,1.1
2013,12,21,4,22.0,31.0,30.0,49.0,600.0,12.0,-6.6,1030.6,-15.1,0.0,0.9
2013,12,21,5,20.0,21.0,38.0,51.0,600.0,11.0,-8.9,1030.6,-12.5,0.0,0.0
2013,12,21,6,16.0,19.0,33.0,41.0,500.0,21.0,-9.4,1030.8,-12.5,0.0,0.5
2013,12,21,7,17.0,19.0,38.0,35.0,500.0,26.0,-7.8,1030.8,-13.2,0.0,1.0
2013,12,21,8,13.0,18.0,31.0,37.0,500.0,24.0,-4.6,1030.9,-14.5,0.0,1.8
2013,12,21,9,14.0,21.0,26.0,51.0,600.0,12.0,-2.2,1031.0,-15.0,0.0,1.6
2013,12,21,10,15.0,29.0,25.0,50.0,600.0,14.0,-0.7,1030.5,-14.6,0.0,1.2
2013,12,21,11,24.0,45.0,26.0,42.0,800.0,26.0,0.5,1029.5,-14.7,0.0,1.4
2013,12,21,12,28.0,47.0,31.0,45.0,900.0,26.0,1.9,1028.4,-15.6,0.0,0.9
2013,12,21,13,31.0,50.0,45.0,45.0,900.0,30.0,3.4,1027.5,-14.3,0.0,1.4
2013,12,21,14,30.0,36.0,44.0,39.0,800.0,38.0,2.9,1027.4,-14.3,0.0,2.6
2013,12,21,15,29.0,37.0,39.0,49.0,800.0,30.0,1.4,1027.5,-13.9,0.0,1.5
2013,12,21,16,39.0,61.0,36.0,70.0,1100.0,15.0,-1.5,1027.2,-13.4,0.0,1.5
2013,12,21,17,62.0,131.0,40.0,96.0,1500.0,4.0,-1.6,1027.4,-12.0,0.0,1.5
2013,12,21,18,88.0,154.0,44.0,105.0,1800.0,1.0,-3.1,1027.5,-12.1,0.0,1.2
2013,12,21,19,110.0,170.0,46.0,107.0,2000.0,1.0,-4.6,1027.7,-12.1,0.0,0.6
2013,12,21,20,126.0,181.0,64.0,111.0,2200.0,1.0,-5.6,1027.7,-10.8,0.0,0.8
2013,12,21,21,160.0,201.0,87.0,117.0,2600.0,1.0,-6.6,1027.6,-11.2,0.0,0.5
2013,12,21,22,160.0,201.0,87.0,117.0,2600.0,1.0,-7.0,1027.8,-10.4,0.0,0.2
2013,12,21,23,194.0,226.0,90.0,117.0,2900.0,1.0,-7.4,1027.7,-10.4,0.0,1.0
