month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
9,6,0,44.0,46.0,12.0,47.0,12.0,20.0,18.7,10.112,15.9,0.0,0.7
9,6,1,39.0,48.0,13.0,39.0,12.0,25.0,18.5,10.107000000000001,15.7,0.0,0.5
9,6,2,52.0,39.0,14.0,36.0,12.0,24.0,18.4,10.107000000000001,16.2,0.0,0.1
9,6,3,43.0,47.0,15.0,43.0,13.0,19.0,18.2,10.105,15.8,0.0,0.9
9,6,4,43.0,53.0,17.0,52.0,14.0,6.0,18.5,10.113,16.1,0.0,0.9
9,6,5,45.0,46.0,17.0,48.0,14.0,12.0,18.2,10.12,16.5,0.1,1.0
9,6,6,43.0,51.0,14.0,47.0,11.0,12.0,17.7,10.113999999999999,17.1,1.3,1.7
9,6,7,36.0,49.0,6.0,52.0,11.0,6.0,18.3,10.118,17.0,0.0,0.5
9,6,8,57.0,58.0,8.0,55.0,12.0,1.0,19.6,10.12,16.2,0.0,0.4
9,6,9,45.0,50.0,12.0,57.0,14.0,3.0,20.9,10.118,16.3,0.0,0.9
9,6,10,62.0,50.0,17.0,56.0,13.0,19.0,22.2,10.115,16.5,0.0,0.8
9,6,11,61.0,43.0,16.0,50.0,11.0,45.0,23.7,10.111,16.2,0.0,0.8
9,6,12,64.0,44.0,15.0,53.0,11.0,54.0,25.1,10.105,16.3,0.0,1.4
9,6,13,49.0,59.0,9.0,56.0,11.0,63.0,25.4,10.097999999999999,17.1,0.0,2.3
9,6,14,67.0,59.0,11.0,57.0,11.0,79.0,25.4,10.092,16.5,0.0,3.0
9,6,15,67.0,62.0,11.0,57.0,11.0,96.0,25.6,10.089,16.4,0.0,3.4
9,6,16,63.0,71.0,16.0,52.0,11.0,130.0,24.9,10.091000000000001,16.6,0.0,2.4
9,6,17,66.0,73.0,20.0,44.0,11.0,141.0,23.7,10.089,17.0,0.0,1.6
9,6,18,75.0,93.0,19.0,45.0,12.0,132.0,22.7,10.095,17.2,0.0,1.2
9,6,19,93.0,120.0,18.0,56.0,16.0,110.0,21.6,10.1,17.6,0.0,1.1
9,6,20,109.0,126.0,17.0,62.0,18.0,92.0,19.7,10.106,17.8,0.0,0.1
9,6,21,119.0,120.0,15.0,68.0,19.0,69.0,19.7,10.111,18.4,0.0,1.3
9,6,22,105.0,110.0,17.0,72.0,21.0,48.0,19.9,10.113,18.7,0.0,0.0
9,6,23,98.0,111.0,17.0,78.0,23.0,30.0,19.4,10.112,18.6,0.0,0.2
