year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2015,2,21,0,156.0,156.0,10.0,54.0,1700.0,6.0,0.0,1013.0,-0.6,0.0,0.2
2015,2,21,1,150.0,150.0,11.0,55.0,1600.0,7.0,1.0,1010.0,0.3,0.0,1.0
2015,2,21,2,162.0,162.0,11.0,56.0,2500.0,3.0,1.0,1013.0,0.3,0.0,0.7
2015,2,21,3,158.0,158.0,13.0,49.0,2100.0,10.0,1.0,1013.0,0.3,0.0,0.6
2015,2,21,4,164.0,164.0,15.0,52.0,2300.0,8.0,1.0,1012.3,-1.4,0.0,1.7
2015,2,21,5,158.0,158.0,16.0,55.0,2500.0,6.0,1.0,1012.0,0.3,0.0,0.7
2015,2,21,6,167.0,167.0,22.0,38.0,1800.0,21.0,1.0,1010.0,-0.2,0.0,1.0
2015,2,21,7,159.0,159.0,22.0,41.0,1800.0,16.0,1.0,1010.0,-0.8,0.0,1.3
2015,2,21,8,147.0,147.0,21.0,41.0,1800.0,16.0,1.0,1013.0,-0.8,0.0,0.8
2015,2,21,9,172.0,172.0,21.0,40.0,2000.0,15.0,1.0,1008.0,-0.5,0.0,1.1
2015,2,21,10,181.0,181.0,19.0,40.0,2000.0,15.0,1.0,1012.0,-0.8,0.0,1.8
2015,2,21,11,212.0,212.0,18.0,38.0,2300.0,20.0,1.0,1011.0,-0.9,0.0,1.7
2015,2,21,12,230.0,230.0,17.0,39.0,2300.0,19.0,0.8,1010.5,0.1,0.0,2.1
2015,2,21,13,239.0,239.0,18.0,42.0,2300.0,20.0,2.0,1008.0,-0.1,0.0,1.5
2015,2,21,14,263.0,263.0,18.0,41.0,2400.0,23.0,1.3,1010.1,-0.2,0.0,2.2
2015,2,21,15,288.0,288.0,20.0,41.0,2500.0,25.0,4.0,1008.0,-1.8,0.0,3.2
2015,2,21,16,111.0,111.0,11.0,16.0,900.0,67.0,3.0,1007.0,-10.6,0.0,3.6
2015,2,21,17,40.0,40.0,3.0,9.0,400.0,76.0,3.0,1009.0,-16.2,0.0,11.2
2015,2,21,18,38.0,570.0,2.0,9.0,400.0,77.0,2.0,1014.0,-19.3,0.0,5.2
2015,2,21,19,21.0,382.0,2.0,9.0,300.0,81.0,1.0,1016.0,-22.1,0.0,4.9
2015,2,21,20,18.0,395.0,2.0,9.0,300.0,80.0,1.0,1016.0,-22.8,0.0,4.2
2015,2,21,21,22.0,482.0,2.0,8.0,300.0,79.0,0.0,1018.0,-24.4,0.0,4.9
2015,2,21,22,26.0,533.0,2.0,6.0,300.0,77.0,0.0,1018.0,-23.6,0.0,4.1
2015,2,21,23,27.0,585.0,3.0,7.0,300.0,74.0,-1.0,1021.0,-23.0,0.0,2.7
