year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016,12,17,0,135.0,165.0,48.0,110.0,4100.0,6.0,-1.9,1018.3,-7.8,0.0,0.9
2016,12,17,1,159.0,194.0,43.0,112.0,4600.0,7.0,-2.8,1018.2,-8.3,0.0,0.6
2016,12,17,2,190.0,190.0,32.0,111.0,4000.0,5.0,-3.3,1018.5,-8.9,0.0,0.3
2016,12,17,3,168.0,174.0,36.0,109.0,3800.0,4.0,-2.8,1018.4,-9.3,0.0,1.5
2016,12,17,4,166.0,167.0,36.0,114.0,4000.0,3.0,-3.4,1018.0,-9.0,0.0,1.2
2016,12,17,5,151.0,151.0,35.0,112.0,4000.0,3.0,-3.5,1017.7,-8.8,0.0,0.4
2016,12,17,6,140.0,156.0,31.0,108.0,4000.0,2.0,-3.2,1017.6,-9.3,0.0,1.0
2016,12,17,7,130.0,130.0,26.0,109.0,3700.0,2.0,-3.1,1017.9,-9.4,0.0,0.9
2016,12,17,8,94.0,94.0,26.0,91.0,2400.0,2.0,-3.4,1018.2,-9.2,0.0,1.1
2016,12,17,9,89.0,91.0,25.0,81.0,2200.0,3.0,-1.0,1018.9,-8.9,0.0,1.3
2016,12,17,10,96.0,125.0,22.0,75.0,2100.0,7.0,0.6,1019.4,-7.7,0.0,0.8
2016,12,17,11,142.0,171.0,32.0,88.0,2500.0,9.0,2.1,1019.2,-7.0,0.0,0.9
2016,12,17,12,194.0,215.0,50.0,105.0,2800.0,11.0,3.8,1018.2,-6.8,0.0,1.3
2016,12,17,13,225.0,247.0,52.0,120.0,3100.0,10.0,5.3,1017.5,-5.7,0.0,1.0
2016,12,17,14,261.0,265.0,60.0,122.0,3400.0,16.0,5.5,1017.1,-6.1,0.0,1.1
2016,12,17,15,265.0,265.0,61.0,125.0,3500.0,17.0,6.0,1017.0,-5.4,0.0,1.7
2016,12,17,16,261.0,261.0,54.0,139.0,3600.0,9.0,4.2,1017.4,-5.3,0.0,0.8
2016,12,17,17,255.0,255.0,45.0,152.0,3400.0,3.0,2.0,1017.9,-5.4,0.0,0.9
2016,12,17,18,268.0,268.0,35.0,156.0,3600.0,2.0,2.5,1018.6,-3.6,0.0,0.5
2016,12,17,19,295.0,316.0,31.0,156.0,4100.0,2.0,0.2,1019.2,-3.7,0.0,0.9
2016,12,17,20,333.0,333.0,23.0,146.0,4000.0,2.0,-0.9,1019.8,-3.6,0.0,0.0
2016,12,17,21,333.0,338.0,16.0,145.0,4500.0,2.0,-1.6,1020.0,-3.5,0.0,0.9
2016,12,17,22,352.0,387.0,13.0,147.0,5100.0,2.0,-2.0,1020.3,-3.6,0.0,0.6
2016,12,17,23,379.0,391.0,24.0,158.0,5700.0,5.0,-2.1,1020.3,-3.5,0.0,0.2
