year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016,4,18,0,6.0,6.0,2.0,14.0,200.0,80.0,12.3,1008.2,-1.6,0.0,1.7
2016,4,18,1,6.0,23.0,2.0,15.0,200.0,76.0,12.0,1008.1,-1.2,0.0,3.2
2016,4,18,2,11.0,27.0,2.0,25.0,300.0,53.0,11.7,1007.8,-1.1,0.0,1.9
2016,4,18,3,15.0,25.0,3.0,24.0,300.0,56.0,11.4,1007.7,-1.1,0.0,4.0
2016,4,18,4,12.0,27.0,5.0,17.0,400.0,62.0,10.9,1007.8,-1.5,0.0,3.4
2016,4,18,5,13.0,27.0,4.0,22.0,300.0,55.0,10.6,1007.8,-2.5,0.0,3.4
2016,4,18,6,13.0,27.0,4.0,29.0,300.0,43.0,10.4,1008.1,-3.0,0.0,2.5
2016,4,18,7,10.0,26.0,4.0,22.0,300.0,61.0,11.5,1008.6,-3.5,0.0,2.0
2016,4,18,8,14.0,38.0,3.0,18.0,300.0,66.0,12.8,1009.4,-4.8,0.0,1.7
2016,4,18,9,16.0,34.0,2.0,14.0,300.0,74.0,14.4,1009.7,-4.4,0.0,1.7
2016,4,18,10,16.0,34.0,3.0,10.0,300.0,83.0,14.6,1010.2,-5.8,0.0,2.7
2016,4,18,11,16.0,49.0,3.0,8.0,300.0,88.0,16.1,1010.0,-5.7,0.0,3.1
2016,4,18,12,13.0,30.0,3.0,5.0,300.0,98.0,16.4,1009.6,-7.3,0.0,3.7
2016,4,18,13,17.0,40.0,2.0,5.0,200.0,104.0,18.0,1009.2,-6.7,0.0,3.2
2016,4,18,14,12.0,17.0,2.0,4.0,200.0,108.0,18.7,1008.6,-8.5,0.0,3.5
2016,4,18,15,9.0,16.0,2.0,5.0,200.0,113.0,19.3,1008.3,-8.9,0.0,3.7
2016,4,18,16,10.0,18.0,2.0,5.0,200.0,120.0,19.8,1007.7,-9.5,0.0,3.5
2016,4,18,17,12.0,12.0,3.0,6.0,200.0,120.0,19.4,1007.6,-10.8,0.0,3.3
2016,4,18,18,11.0,17.0,2.0,11.0,300.0,113.0,18.6,1008.1,-11.4,0.0,1.6
2016,4,18,19,10.0,29.0,2.0,20.0,300.0,98.0,17.5,1008.7,-9.5,0.0,1.7
2016,4,18,20,20.0,55.0,2.0,22.0,300.0,95.0,17.2,1009.9,-8.1,0.0,1.9
2016,4,18,21,23.0,62.0,4.0,27.0,300.0,85.0,16.6,1011.0,-6.5,0.0,2.1
2016,4,18,22,26.0,54.0,5.0,34.0,400.0,72.0,16.3,1011.4,-6.7,0.0,2.7
2016,4,18,23,28.0,59.0,5.0,43.0,400.0,56.0,16.0,1011.6,-7.0,0.0,2.8
