month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
1,8,0,9.0,16.0,8.0,9.0,4.0,48.0,-1.6,10.267999999999999,-19.6,0.0,1.6
1,8,1,8.0,16.0,9.0,9.0,4.0,46.0,-1.6,10.269,-19.6,0.0,2.7
1,8,2,9.0,11.0,9.0,12.0,4.0,43.0,-2.0,10.273,-19.5,0.0,2.6
1,8,3,9.0,19.0,8.0,10.0,4.0,44.0,-2.5,10.273,-19.0,0.0,2.7
1,8,4,8.0,11.0,8.0,9.0,4.0,44.0,-3.1,10.273,-19.1,0.0,3.3
1,8,5,11.0,8.0,10.0,8.0,4.0,43.0,-4.0,10.277000000000001,-18.3,0.0,1.9
1,8,6,12.0,10.0,14.0,9.0,4.0,40.0,-3.8,10.283,-18.1,0.0,2.3
1,8,7,12.0,16.0,17.0,14.0,5.0,34.0,-4.4,10.29,-18.3,0.0,2.1
1,8,8,14.0,13.0,17.0,16.0,5.0,32.0,-3.6,10.298,-17.6,0.0,2.9
1,8,9,12.0,12.0,14.0,15.0,5.0,33.0,-2.4,10.3,-18.1,0.0,3.7
1,8,10,15.0,17.0,13.0,19.0,6.0,31.0,-1.0,10.294,-18.6,0.0,3.9
1,8,11,17.0,15.0,20.0,17.0,5.0,33.0,-0.4,10.282,-19.6,0.0,3.6
1,8,12,18.0,10.0,19.0,14.0,5.0,37.0,0.0,10.270999999999999,-20.3,0.0,2.6
1,8,13,18.0,6.0,18.0,11.0,5.0,45.0,0.4,10.261,-20.6,0.0,2.7
1,8,14,10.0,6.0,11.0,11.0,5.0,47.0,0.5,10.261,-21.1,0.0,2.4
1,8,15,14.0,8.0,12.0,14.0,5.0,45.0,0.5,10.262,-22.5,0.0,3.3
1,8,16,11.0,16.0,15.0,15.0,5.0,43.0,-1.0,10.265999999999998,-22.4,0.0,5.1
1,8,17,16.0,19.0,14.0,31.0,5.0,32.0,-1.5,10.272,-21.6,0.0,3.1
1,8,18,14.0,23.0,11.0,28.0,6.0,34.0,-1.7,10.274000000000001,-21.8,0.0,1.8
1,8,19,16.0,22.0,26.0,37.0,8.0,26.0,-2.2,10.277999999999999,-21.6,0.0,2.3
1,8,20,18.0,27.0,26.0,42.0,9.0,17.0,-2.3,10.279000000000002,-21.2,0.0,2.0
1,8,21,18.0,30.0,31.0,58.0,10.0,4.0,-2.4,10.279000000000002,-20.3,0.0,1.9
1,8,22,19.0,23.0,29.0,50.0,9.0,10.0,-2.5,10.279000000000002,-19.4,0.0,2.6
1,8,23,57.0,31.0,37.0,44.0,10.0,14.0,-2.7,10.277000000000001,-20.1,0.0,1.7
