month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
12,26,0,9.0,51.0,4.0,18.0,4.0,43.0,-3.6,10.262,-18.7,0.0,4.8
12,26,1,10.0,32.0,6.0,18.0,4.0,44.0,-4.2,10.267000000000001,-18.5,0.0,3.2
12,26,2,8.0,18.0,8.0,18.0,4.0,46.0,-4.0,10.274000000000001,-18.7,0.0,3.9
12,26,3,8.0,20.0,7.0,20.0,4.0,45.0,-4.4,10.276,-19.0,0.0,3.6
12,26,4,7.0,20.0,4.0,16.0,3.0,50.0,-4.9,10.282,-19.1,0.0,5.4
12,26,5,6.0,53.0,6.0,16.0,3.0,51.0,-5.1,10.289000000000001,-19.3,0.0,2.2
12,26,6,8.0,18.0,9.0,15.0,3.0,51.0,-5.2,10.297,-19.4,0.0,3.2
12,26,7,7.0,13.0,13.0,20.0,4.0,46.0,-5.0,10.299000000000001,-19.2,0.0,3.5
12,26,8,8.0,15.0,17.0,25.0,4.0,42.0,-3.9,10.304,-19.4,0.0,2.7
12,26,9,6.0,16.0,16.0,24.0,4.0,44.0,-2.3,10.304,-19.7,0.0,4.1
12,26,10,10.0,35.0,17.0,25.0,5.0,43.0,-1.5,10.298,-19.5,0.0,3.8
12,26,11,11.0,21.0,16.0,22.0,5.0,48.0,-0.5,10.289000000000001,-19.7,0.0,4.3
12,26,12,12.0,29.0,8.0,17.0,4.0,51.0,0.5,10.280999999999999,-19.4,0.0,3.0
12,26,13,9.0,38.0,11.0,5.0,4.0,51.0,1.0,10.275,-18.9,0.0,3.8
12,26,14,10.0,27.0,7.0,5.0,4.0,55.0,1.6,10.273,-19.0,0.0,5.0
12,26,15,7.0,28.0,7.0,5.0,4.0,56.0,1.5,10.274000000000001,-19.1,0.0,2.8
12,26,16,9.0,30.0,9.0,6.0,4.0,56.0,0.5,10.276,-18.8,0.0,3.3
12,26,17,9.0,29.0,10.0,8.0,4.0,56.0,0.4,10.279000000000002,-18.9,0.0,2.5
12,26,18,10.0,30.0,7.0,13.0,5.0,51.0,-0.4,10.280999999999999,-18.6,0.0,2.4
12,26,19,9.0,30.0,9.0,21.0,6.0,43.0,-1.4,10.284,-18.5,0.0,1.4
12,26,20,13.0,28.0,15.0,39.0,7.0,27.0,-4.4,10.283,-16.9,0.0,0.0
12,26,21,17.0,20.0,11.0,40.0,7.0,29.0,-5.9,10.284,-14.9,0.0,1.1
12,26,22,13.0,14.0,14.0,34.0,8.0,34.0,-5.6,10.284,-18.0,0.0,0.5
12,26,23,15.0,15.0,13.0,30.0,6.0,33.0,-4.0,10.284,-18.3,0.0,1.6
