year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2013,9,1,0,46.0,165.0,8.0,89.0,700.0,1.0,20.2,1007.8,15.6,0.0,1.3
2013,9,1,1,55.0,124.0,7.0,69.0,1000.0,9.0,19.0,1007.8,15.5,0.0,1.6
2013,9,1,2,62.0,106.0,10.0,63.0,1400.0,4.0,17.8,1007.9,15.2,0.0,1.5
2013,9,1,3,43.0,90.0,10.0,58.0,1200.0,1.0,17.2,1007.8,15.2,0.0,0.7
2013,9,1,4,32.0,73.0,11.0,61.0,1100.0,1.0,17.1,1008.1,14.9,0.0,1.2
2013,9,1,5,28.0,74.0,11.0,54.0,1000.0,2.0,16.6,1008.7,14.8,0.0,1.2
2013,9,1,6,38.0,89.0,7.0,55.0,900.0,1.0,17.4,1008.9,14.9,0.0,1.6
2013,9,1,7,38.0,88.0,8.0,59.0,900.0,1.0,20.3,1009.0,15.1,0.0,1.9
2013,9,1,8,41.0,104.0,10.0,55.0,1000.0,1.0,22.6,1009.2,15.2,0.0,1.9
2013,9,1,9,39.0,83.0,12.0,41.0,900.0,22.0,24.6,1009.1,15.5,0.0,1.7
2013,9,1,10,32.0,73.0,14.0,35.0,700.0,46.0,25.5,1008.8,15.5,0.0,1.9
2013,9,1,11,34.0,69.0,13.0,29.0,600.0,70.0,27.1,1008.0,14.8,0.0,2.0
2013,9,1,12,30.0,56.0,14.0,26.0,600.0,95.0,28.2,1007.4,14.1,0.0,1.5
2013,9,1,13,26.0,47.0,13.0,26.0,600.0,108.0,29.2,1006.9,13.8,0.0,2.5
2013,9,1,14,30.0,51.0,13.0,33.0,600.0,120.0,30.0,1005.7,14.1,0.0,0.8
2013,9,1,15,34.0,63.0,12.0,39.0,700.0,138.0,30.2,1005.8,13.9,0.0,1.6
2013,9,1,16,46.0,79.0,12.0,46.0,800.0,155.0,29.6,1006.0,14.6,0.0,1.2
2013,9,1,17,43.0,97.0,11.0,47.0,900.0,178.0,26.8,1006.4,14.9,0.0,0.8
2013,9,1,18,43.0,103.0,11.0,53.0,1100.0,176.0,26.1,1006.8,15.2,0.0,1.0
2013,9,1,19,53.0,109.0,12.0,53.0,800.0,174.0,25.7,1007.9,15.4,0.0,1.0
2013,9,1,20,58.0,125.0,12.0,56.0,900.0,135.0,22.9,1009.3,16.2,0.0,1.9
2013,9,1,21,58.0,112.0,9.0,63.0,800.0,110.0,21.4,1009.4,16.6,0.0,0.8
2013,9,1,22,55.0,102.0,7.0,50.0,700.0,107.0,19.3,1009.2,16.3,0.0,0.5
2013,9,1,23,48.0,102.0,6.0,51.0,700.0,86.0,18.6,1009.2,16.4,0.0,1.0
