year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014,7,15,0,20.0,20.0,2.0,50.0,400.0,60.0,26.4,999.2,17.5,0.0,4.5
2014,7,15,1,67.0,67.0,3.0,42.0,400.0,99.0,25.7,998.4,16.8,0.0,3.9
2014,7,15,2,60.0,60.0,2.0,25.0,300.0,115.0,25.3,998.0,16.4,0.0,2.4
2014,7,15,3,40.0,40.0,2.0,20.0,200.0,116.0,24.5,998.2,17.0,0.0,1.5
2014,7,15,4,37.0,37.0,2.0,33.0,200.0,96.0,21.9,998.2,18.1,0.0,0.0
2014,7,15,5,42.0,42.0,2.0,37.0,300.0,85.0,22.1,998.5,19.3,0.0,0.0
2014,7,15,6,40.0,40.0,2.0,36.0,300.0,83.0,22.6,998.4,20.1,0.0,0.4
2014,7,15,7,36.0,36.0,2.0,40.0,300.0,76.0,25.5,998.2,18.9,0.0,1.5
2014,7,15,8,43.0,43.0,2.0,52.0,400.0,60.0,27.9,998.3,18.6,0.0,1.5
2014,7,15,9,52.0,52.0,4.0,65.0,500.0,54.0,29.6,998.3,18.4,0.0,1.2
2014,7,15,10,53.0,53.0,4.0,55.0,500.0,84.0,30.2,998.4,19.3,0.0,1.9
2014,7,15,11,54.0,54.0,4.0,67.0,600.0,95.0,30.0,998.3,18.4,0.0,1.6
2014,7,15,12,56.0,56.0,6.0,42.0,500.0,151.0,30.4,997.9,19.1,0.0,3.1
2014,7,15,13,59.0,59.0,5.0,30.0,500.0,181.0,30.3,997.4,20.0,0.0,2.2
2014,7,15,14,52.0,52.0,5.0,25.0,400.0,185.0,31.1,996.8,20.7,0.0,1.9
2014,7,15,15,57.0,57.0,6.0,25.0,500.0,195.0,31.6,996.1,19.6,0.0,2.1
2014,7,15,16,60.0,60.0,8.0,25.0,600.0,205.0,31.3,995.6,19.3,0.0,2.7
2014,7,15,17,50.0,50.0,7.0,27.0,500.0,196.0,30.1,995.9,19.5,0.0,2.3
2014,7,15,18,51.0,51.0,5.0,32.0,400.0,182.0,29.6,996.1,19.9,0.0,2.8
2014,7,15,19,48.0,48.0,6.0,33.0,400.0,162.0,29.3,997.3,19.3,0.0,2.9
2014,7,15,20,56.0,56.0,6.0,31.0,400.0,161.0,26.1,997.9,23.4,0.6,1.2
2014,7,15,21,54.0,54.0,6.0,33.0,400.0,161.0,24.2,998.2,23.7,1.7,0.8
2014,7,15,22,64.0,64.0,2.0,47.0,500.0,113.0,23.3,998.0,23.1,0.0,0.0
2014,7,15,23,75.0,75.0,2.0,38.0,500.0,97.0,23.2,998.1,23.2,0.1,0.2
