month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
10,14,0,73.0,101.0,2.2848,69.0,9.0,1.0,13.1,10.144,12.2,0.0,0.0
10,14,1,73.0,81.0,2.856,72.0,10.0,1.0,12.9,10.144,12.0,0.0,0.0
10,14,2,87.0,116.0,8.2824,61.0,11.0,1.0,13.1,10.148,12.0,0.0,0.0
10,14,3,83.0,101.0,5.4264,57.0,8.0,1.0,13.0,10.155,12.1,0.0,0.6
10,14,4,83.0,96.0,6.5688,57.0,7.0,1.0,12.8,10.156,12.0,0.0,0.7
10,14,5,64.0,64.0,5.1408,52.0,7.0,1.0,12.5,10.166,11.9,0.0,1.1
10,14,6,48.0,58.0,3.9984,50.0,7.0,1.0,12.4,10.177,11.9,0.0,0.8
10,14,7,52.0,58.0,3.9984,49.0,7.0,1.0,13.4,10.191,11.5,0.0,1.6
10,14,8,39.0,13.0,4.8552,51.0,6.0,1.0,14.9,10.2,4.0,0.0,2.3
10,14,9,22.0,22.0,4.5696,48.0,4.0,1.0,15.5,10.205,0.1,0.0,3.5
10,14,10,14.0,14.0,2.856,40.0,3.0,10.0,15.4,10.219,0.8,0.0,2.4
10,14,11,10.0,14.0,2.2848,30.0,3.0,22.0,15.5,10.219,-0.3,0.0,2.6
10,14,12,10.0,15.0,1.9992,25.0,3.0,28.0,15.8,10.219,-0.5,0.0,2.3
10,14,13,3.0,6.0,1.428,22.0,2.0,33.0,15.2,10.222999999999999,0.2,0.0,1.6
10,14,14,3.0,6.0,0.5712,21.0,3.0,36.0,14.3,10.227,-0.2,0.0,1.0
10,14,15,4.0,6.0,1.428,24.0,3.0,35.0,14.5,10.226,-1.2,0.0,2.0
10,14,16,3.0,6.0,1.7136,26.0,3.0,34.0,13.8,10.232999999999999,-0.7,0.0,1.0
10,14,17,7.0,8.0,1.9992,28.0,3.0,32.0,11.6,10.241,-0.9,0.0,0.8
10,14,18,8.0,11.0,1.428,45.0,5.0,15.0,8.3,10.249,1.9,0.0,0.5
10,14,19,11.0,15.0,1.1424,61.0,5.0,3.0,6.8,10.257,2.1,0.0,0.7
10,14,20,13.0,18.0,2.2848,68.0,5.0,1.0,6.2,10.269,4.4,0.0,0.5
10,14,21,11.0,30.0,2.856,68.0,6.0,1.0,5.1,10.275,3.1,0.0,0.5
10,14,22,16.0,23.0,2.2848,67.0,5.0,1.0,5.3,10.277000000000001,1.8,0.0,1.0
10,14,23,15.0,18.0,2.2848,63.0,5.0,1.0,6.5,10.277000000000001,-0.3,0.0,1.0
