0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.64313406,3.0,290.05908,0.0,250.0,290.05908,102.0,290.05908,290.05908,17.0,1.5,290.05908,-0.5183713,290.05908,0.8
2013.0,3.0,290.05908,1.0,240.0,290.05908,91.0,290.05908,290.05908,-0.02577784,0.7,290.05908,-2.7,290.05908,1.2
2013.0,3.0,290.05908,0.30228144,238.0,290.05908,83.0,290.05908,290.05908,17.0,1.5,290.05908,-2.5,290.05908,0.6
2013.0,3.0,290.05908,3.0,243.0,290.05908,86.0,290.05908,290.05908,17.0,0.3,290.05908,-2.7,290.05908,-0.0001950562
2013.0,3.0,290.05908,4.0,246.0,290.05908,57.0,290.05908,290.05908,17.0,-0.9,290.05908,-3.3,290.05908,0.5
2013.0,3.0,290.05908,5.0,275.0,290.05908,-0.05588049,290.05908,290.05908,17.0,1.6,290.05908,-1.5,290.05908,-0.017705433
0.5858426,3.0,290.05908,6.0,0.29633757,290.05908,41.0,290.05908,290.05908,17.0,0.3,290.05908,-2.7,290.05908,0.4
2013.0,3.0,290.05908,7.0,-0.23535933,290.05908,46.0,290.05908,290.05908,17.0,0.26110557,290.05908,-0.076755494,290.05908,1.5
2013.0,0.89911926,290.05908,8.0,292.0,290.05908,-0.058150157,290.05908,290.05908,17.0,8.3,290.05908,-0.12285741,290.05908,0.8
2013.0,3.0,290.05908,9.0,251.0,290.05908,-0.0666627,290.05908,290.05908,0.003955193,10.1,290.05908,-0.097971514,290.05908,0.6
0.7013297,3.0,290.05908,10.0,228.0,290.05908,0.34059823,290.05908,290.05908,0.1821391,12.7,290.05908,-1.6,290.05908,1.2
2013.0,3.0,290.05908,11.0,217.0,290.05908,-0.06347558,290.05908,290.05908,17.0,0.378685,290.05908,-1.6,290.05908,1.7
2013.0,3.0,290.05908,12.0,255.0,290.05908,-0.0637382,290.05908,290.05908,17.0,0.38596055,290.05908,-3.1,290.05908,-0.035710335
0.65389735,3.0,290.05908,13.0,258.0,290.05908,111.0,290.05908,290.05908,17.0,0.4710971,290.05908,-3.2,290.05908,-0.07660382
2013.0,3.0,290.05908,14.0,277.0,290.05908,102.0,290.05908,290.05908,39.0,0.35606974,290.05908,-3.2,290.05908,-0.039121546
2013.0,3.0,290.05908,15.0,282.0,290.05908,79.0,290.05908,290.05908,-0.008967444,0.34937167,290.05908,-1.8,290.05908,-0.07086577
2013.0,3.0,290.05908,16.0,-0.21879786,290.05908,62.0,290.05908,290.05908,-0.042877987,0.25097844,290.05908,-0.051107854,290.05908,1.9
2013.0,3.0,290.05908,0.33304542,216.0,290.05908,-0.07372516,290.05908,290.05908,0.009871475,0.34995386,290.05908,-1.7,290.05908,1.4
2013.0,3.0,290.05908,0.33068392,201.0,290.05908,76.0,290.05908,290.05908,-0.014975674,0.31956577,290.05908,-2.5,290.05908,1.9
0.64184237,3.0,290.05908,0.10016102,211.0,290.05908,79.0,290.05908,290.05908,10.0,13.4,290.05908,-2.6,290.05908,1.5
2013.0,3.0,290.05908,0.30891922,227.0,290.05908,99.0,290.05908,290.05908,-0.036322296,11.8,290.05908,-2.1,290.05908,1.5
2013.0,3.0,290.05908,0.31527063,282.0,290.05908,114.0,290.05908,290.05908,-0.014644988,9.2,290.05908,-0.071246624,290.05908,1.4
2013.0,3.0,290.05908,0.32603353,-0.2585076,290.05908,-0.104567006,290.05908,290.05908,-0.014643364,7.5,290.05908,-0.05773902,290.05908,1.3
2013.0,3.0,290.05908,0.32610238,-0.2626252,290.05908,-0.10486678,290.05908,290.05908,-0.015943788,6.6,290.05908,-0.059084237,290.05908,0.1
