0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
-0.0024742563,-0.0023051035,-0.019553065,0.018604623,-0.009397639,-0.013993492,0.0028051313,-0.005326001,0.005888947,-0.0120189,-0.008358026,-0.008285434,-0.0029262467,0.025094941,0.0014514924,0.0036399239,-0.023148745,0.032229107,-0.015727576,0.011045654,0.0011819937,0.006184364,-0.008471817,-0.023105208,0.0094395075,-0.002151969,0.00910065,0.014219282,-0.01225428,-0.009906684,0.009123693,0.009356196,0.0080144005,-0.009953328,-0.010147564,-0.013211674,0.0010614046,0.018248595,-0.016540553,-0.009012474,0.0027489257,-0.006482349,0.003674193,0.020859957,-0.00022166785,-0.007136753,-0.007484427,0.0040351525,0.021407189,-0.0086037,0.025969526,0.019642519,-0.013885591
-0.020792125,0.009358451,-0.02310727,0.017596157,-0.01415248,2.3350796e-05,-0.010962168,-0.012836738,-0.0041922703,-0.004800142,0.0122666,-0.0076076277,-0.0050112884,0.007882581,-0.015299551,-0.00020711934,-0.030134853,0.021036396,-0.0114611285,-0.0012138184,-0.012878209,-0.0019817255,-0.033011746,-0.03602223,-0.022253664,-0.0047127255,0.009687563,0.02400363,-0.022351846,0.008866083,0.005152638,0.014989526,0.0031724896,-0.014340182,-0.0042248587,-0.016729226,0.0038503015,0.0043125977,-0.008367658,-0.018511264,0.010390671,-0.0053284657,-0.008690115,0.02638625,-0.008001659,-0.007352669,-0.014587441,0.017403468,0.023922276,-0.011921509,0.018740205,0.011442597,-0.0066833263
-0.015096798,0.016480172,-0.02364731,0.0005640174,0.00947567,-0.019491317,0.00049549167,-0.010773938,0.00076891726,-0.009622423,0.013280321,-0.006506548,-0.0117156,0.005201109,-0.0069818986,0.0024237938,-0.031968344,0.008047032,-0.010359559,0.004583299,-0.015288194,-0.0013667323,-0.016834013,-0.04353139,-0.016334632,-0.012102068,0.0050276867,0.011131785,-0.031652965,0.012055717,-0.008729969,0.01305768,0.0009167245,-0.02992987,-0.018496297,-0.024468852,0.0027157231,0.009644649,0.006404513,-0.010288159,0.0005864534,0.0061241095,-0.0047153933,0.0067606396,0.0049809315,-0.018091943,-0.029770905,0.001168998,0.007881362,-0.004803661,0.009993136,0.0053359987,-0.009951641
-0.0089381775,0.009594757,-0.0082995705,-0.010603649,0.008741795,-0.016322466,0.000558607,-0.042637862,0.008354882,-0.03731771,-0.0024082486,-0.0068429057,-0.022670975,-0.00026064884,-0.0037042776,-0.0022732976,-0.032642443,0.0030648655,-0.032729913,0.019139808,-0.029899523,-0.026036968,-0.024607332,-0.054615617,-0.012863175,-0.037592977,-0.003889932,0.019590817,-0.010417724,0.01835293,-0.014654054,-0.0017234874,0.0186981,-0.036592342,-0.020525182,-0.015763817,-0.0061197323,-0.0175659,0.0073305364,0.0017770614,0.005421804,0.013032574,-0.036096103,0.016218182,0.017186409,-0.019010374,-0.0321203,-0.00765058,0.0076154983,-0.011920002,0.009753026,-0.005427679,-0.0010833305
0.004869047,0.012728633,0.009476855,0.0049381033,0.009875955,-0.022308014,0.017183593,-0.035463814,0.02249657,-0.043338295,-0.009818487,-0.0012996712,-0.032504488,-0.022514725,-0.0595627,-0.014289278,-0.04441505,-0.007426243,-0.04964313,0.01570791,-0.02870062,-0.04985871,-0.040537108,-0.07019084,-0.031697106,-0.05158847,-0.01036221,-0.02064671,-0.022840828,-0.008651345,-0.034486964,-0.020758657,0.022950698,-0.0315742,-0.027581574,-0.017920535,-0.015657006,-0.047299687,0.0061564166,-0.009417881,-0.007738263,0.018066917,-0.041790932,0.015279727,0.03216217,-0.00025768665,-0.041287202,-0.012019428,-0.006484071,-0.011850395,-0.004500356,-0.024664167,0.009560686
0.0049912357,0.014019219,0.010203026,0.009169765,-0.04039185,-0.04465875,0.00027444726,-0.041018445,0.0015259031,-0.06773125,-0.038625166,-0.025200801,-0.06169765,-0.032189775,-0.12201621,0.0034192437,-0.050245147,-0.043926384,-0.055637766,-0.015889084,-0.037746493,-0.053583894,-0.035872284,-0.113785,-0.038386665,-0.08596516,-0.008482891,-0.04326714,-0.023690913,-0.03511323,-0.087564796,-0.039068274,0.0075095007,-0.035740945,-0.08652125,-0.031246934,-0.02914898,-0.082017235,-0.02022289,-0.038580798,-0.017086571,-0.0006885701,-0.019417655,-0.005640725,0.021814013,-0.034043588,-0.08854296,-0.022180727,-0.041514724,-0.017061988,-0.035184685,-0.058551647,-0.03518265
-0.0002719703,-0.00461546,0.013949383,-0.045830518,-0.07189849,-0.10015807,-0.027500268,-0.083938226,-0.03951737,-0.14447515,-0.116927065,-0.03712422,-0.099446975,-0.042947512,-0.23242778,-0.006479244,-0.08180933,-0.09045833,-0.10212929,-0.078501746,-0.055709735,-0.114341214,-0.048157714,-0.16024745,-0.098047,-0.15626812,-0.07183317,-0.093731925,-0.054751024,-0.03167347,-0.17870818,-0.082573034,-0.04565852,-0.04679828,-0.20495331,-0.06614866,-0.07299801,-0.13761544,-0.05376683,-0.10838723,-0.05695256,-0.023436975,-0.0036958745,-0.052770194,-0.03733111,-0.073425815,-0.12508781,-0.080676466,-0.09919104,-0.083353706,-0.113247976,-0.11311544,-0.09427922
5.0150553e-05,-0.0010483019,0.017105278,-0.22106273,-0.19492285,-0.20028579,-0.10169746,-0.23687232,-0.16622743,-0.30048567,-0.32416257,-0.10330797,-0.20854077,-0.077636406,-0.42920503,-0.064976394,-0.17271915,-0.1721533,-0.2403001,-0.20489496,-0.09110933,-0.23699558,-0.09779469,-0.29732895,-0.18554749,-0.2861403,-0.25415707,-0.20011948,-0.14880973,-0.07797084,-0.35811558,-0.18495302,-0.17908537,-0.10878928,-0.41407588,-0.1436304,-0.1676726,-0.27149284,-0.13335213,-0.24918637,-0.13503595,-0.07565143,-0.027462792,-0.17788729,-0.15704612,-0.17177096,-0.24885695,-0.21094999,-0.21258113,-0.18348067,-0.22101936,-0.24833412,-0.20120642
-0.014262452,0.0066247503,0.0022984995,-0.5166939,-0.41751617,-0.44579285,-0.27181152,-0.5380091,-0.40696967,-0.5613852,-0.6671421,-0.25242832,-0.4493443,-0.20523927,-0.75127655,-0.20037916,-0.33944494,-0.33026382,-0.4838067,-0.4954796,-0.20954648,-0.49237552,-0.2522989,-0.56123114,-0.3703628,-0.5339496,-0.60696054,-0.4312609,-0.35044825,-0.18838659,-0.65584916,-0.4264875,-0.43288264,-0.25381804,-0.7180186,-0.34518987,-0.40532693,-0.5495468,-0.30215707,-0.5571837,-0.31172732,-0.240014,-0.12511875,-0.41342142,-0.40403756,-0.3318726,-0.45621234,-0.46846116,-0.4274538,-0.3736071,-0.4906191,-0.5161913,-0.4191853
-0.013866964,0.008786025,0.015579944,-0.8592102,-0.7599567,-0.7929798,-0.59458864,-0.84830534,-0.7310546,-0.85474706,-0.93559855,-0.5527765,-0.7890511,-0.45842013,-0.9558063,-0.47249025,-0.6292553,-0.60961086,-0.796389,-0.8487211,-0.47284755,-0.78071254,-0.5601788,-0.87056816,-0.67416036,-0.83798414,-0.92660475,-0.7439653,-0.66828287,-0.45055884,-0.9112877,-0.7724933,-0.78382015,-0.5139646,-0.9409726,-0.67287534,-0.7453979,-0.86252743,-0.6132226,-0.86313903,-0.60256,-0.50762343,-0.3428992,-0.7547887,-0.7376898,-0.601018,-0.7412889,-0.8231039,-0.7131071,-0.65124255,-0.82240874,-0.8439112,-0.7584548
