0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2013.0,3.0,-1.0,0.0,250.0,-1.0,102.0,-1.0,-1.0,17.0,1.5,-1.0,-2.7132652,-1.0,0.8
2013.0,3.0,-1.0,1.0,240.0,-1.0,91.0,-1.0,-1.0,17.0,0.7,-1.0,-2.7,-1.0,1.2
2013.0,3.0,-1.0,2.9362953,238.0,-1.0,83.0,-1.0,-1.0,17.0,1.5,-1.0,-2.5,-1.0,0.6
2013.0,3.0,-1.0,3.0,243.0,-1.0,86.0,-1.0,-1.0,17.0,0.3,-1.0,-2.7,-1.0,0.60038716
2013.0,3.0,-1.0,4.0,246.0,-1.0,57.0,-1.0,-1.0,17.0,-0.9,-1.0,-3.3,-1.0,0.5
2013.0,3.0,-1.0,5.0,275.0,-1.0,52.619595,-1.0,-1.0,17.0,1.6,-1.0,-1.5,-1.0,0.61505264
2013.0,3.0,-1.0,6.0,280.35596,-1.0,41.0,-1.0,-1.0,17.0,0.3,-1.0,-2.7,-1.0,0.4
2013.0,3.0,-1.0,7.0,277.40604,-1.0,46.0,-1.0,-1.0,17.0,6.5863104,-1.0,-2.3127391,-1.0,1.5
2013.0,3.0,-1.0,8.0,292.0,-1.0,40.68246,-1.0,-1.0,17.0,8.3,-1.0,-1.6344762,-1.0,0.8
2013.0,3.0,-1.0,9.0,251.0,-1.0,50.53355,-1.0,-1.0,17.0,10.1,-1.0,-1.7234485,-1.0,0.6
2013.0,3.0,-1.0,10.0,228.0,-1.0,78.87338,-1.0,-1.0,17.0,12.7,-1.0,-1.6,-1.0,1.2
2013.0,3.0,-1.0,11.0,217.0,-1.0,79.95336,-1.0,-1.0,17.0,13.089006,-1.0,-1.6,-1.0,1.7
2013.0,3.0,-1.0,12.0,255.0,-1.0,100.65286,-1.0,-1.0,17.0,15.390653,-1.0,-3.1,-1.0,1.5204266
2013.0,3.0,-1.0,13.0,258.0,-1.0,111.0,-1.0,-1.0,17.0,15.345144,-1.0,-3.2,-1.0,1.7719296
2013.0,3.0,-1.0,14.0,277.0,-1.0,102.0,-1.0,-1.0,39.0,15.375845,-1.0,-3.2,-1.0,1.764407
2013.0,3.0,-1.0,15.0,282.0,-1.0,79.0,-1.0,-1.0,17.0,15.37693,-1.0,-1.8,-1.0,1.7994741
2013.0,3.0,-1.0,16.0,260.02966,-1.0,62.0,-1.0,-1.0,17.0,15.356938,-1.0,-1.5602543,-1.0,1.9
2013.0,3.0,-1.0,15.692717,216.0,-1.0,61.44025,-1.0,-1.0,17.0,12.092741,-1.0,-1.7,-1.0,1.4
2013.0,3.0,-1.0,16.807186,201.0,-1.0,76.0,-1.0,-1.0,17.0,13.398038,-1.0,-2.5,-1.0,1.9
2013.0,3.0,-1.0,17.203588,211.0,-1.0,79.0,-1.0,-1.0,10.0,13.4,-1.0,-2.6,-1.0,1.5
2013.0,3.0,-1.0,16.348396,227.0,-1.0,99.0,-1.0,-1.0,17.0,11.8,-1.0,-2.1,-1.0,1.5
2013.0,3.0,-1.0,16.411102,282.0,-1.0,114.0,-1.0,-1.0,17.0,9.2,-1.0,-1.8593159,-1.0,1.4
2013.0,3.0,-1.0,16.815283,282.70346,-1.0,118.98211,-1.0,-1.0,17.0,7.5,-1.0,-2.0595245,-1.0,1.3
2013.0,3.0,-1.0,16.720774,281.80246,-1.0,121.954124,-1.0,-1.0,17.0,6.6,-1.0,-2.1075397,-1.0,0.1
