0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
-0.008578524,-0.85547245,-0.85547245,-0.85547245,-0.07419802,-0.054550655,0.024427034,-0.85547245,-0.85547245,-0.0120189,-0.85547245,-0.85547245,-0.0029262467,-0.005510673,-0.14278263,-0.014777839,-0.85547245,0.032229107,-0.04979024,-0.036796063,0.0011819937,-0.1012899,-0.0065659247,-0.11763977,-0.05936694,-0.85547245,-0.08656156,0.014219282,-0.01225428,-0.85547245,0.009123693,-0.024526924,-0.030332774,-0.85547245,-0.85547245,-0.013211674,-0.028584868,-0.85547245,-0.85547245,-0.046681426,-0.0009151995,-0.85547245,0.054415658,0.020859957,0.027724389,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.022542953,0.025969526,-0.85547245,-0.013885591
-0.020792125,-0.85547245,-0.85547245,-0.85547245,-0.021398544,0.0035625696,0.049192514,-0.85547245,-0.85547245,-0.004800142,-0.85547245,-0.85547245,-0.0050112884,0.014640942,-0.015299551,0.01541166,-0.85547245,0.021036396,-0.022701234,0.017849684,-0.012878209,-0.0019817255,-0.033011746,-0.03602223,-0.022521064,-0.85547245,-0.012916952,0.02400363,-0.022351846,-0.85547245,-0.01001738,0.013454154,0.026458472,-0.85547245,-0.85547245,-0.016729226,0.002473861,-0.85547245,-0.85547245,-0.018511264,0.010390671,-0.85547245,0.09143619,0.02638625,0.06664859,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.0026953518,0.018740205,-0.85547245,0.017689295
-0.0030860403,-0.85547245,-0.85547245,-0.85547245,-0.0009896457,0.011916354,0.00049549167,-0.85547245,-0.85547245,-0.009622423,-0.85547245,-0.85547245,-0.0117156,0.005201109,-0.0069818986,0.0024237938,-0.85547245,0.041495644,-0.02466923,0.024384439,-0.015288194,-0.0013667323,0.027630195,-0.04353139,-0.0193903,-0.85547245,-0.007933795,-0.016929626,-0.031652965,-0.85547245,-0.008729969,0.01305768,0.0388512,-0.85547245,-0.85547245,0.0032592118,-0.012629554,-0.85547245,-0.85547245,0.014746085,0.0005864534,-0.85547245,0.079281434,0.015208632,0.0049809315,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.010667115,0.009993136,-0.85547245,0.0042982623
-0.0089381775,-0.85547245,-0.85547245,-0.85547245,0.008741795,-0.0027760118,0.000558607,-0.85547245,-0.85547245,-0.031180866,-0.85547245,-0.85547245,-0.05284524,-0.00026064884,-0.071266785,-0.0022732976,-0.85547245,0.0030648655,-0.03847857,0.019139808,0.032813292,-0.019186437,0.029264003,-0.054615617,-0.012863175,-0.85547245,-0.003889932,0.019590817,-0.010417724,-0.85547245,-0.037819155,-0.010156095,0.0186981,-0.85547245,-0.85547245,-0.015143201,-0.034757048,-0.85547245,-0.85547245,0.0017770614,0.005421804,-0.85547245,0.05736594,-0.006643057,0.017186409,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.02741021,-0.01197122,-0.85547245,-0.0010833305
0.004869047,-0.85547245,-0.85547245,-0.85547245,-0.0013094246,-0.022308014,0.017183593,-0.85547245,-0.85547245,-0.043338295,-0.85547245,-0.85547245,-0.045651704,0.027723297,-0.0595627,-0.010202214,-0.85547245,-0.007426243,-0.04964313,0.01570791,-0.02870062,-0.021521732,0.03082565,-0.07019084,-0.032972127,-0.85547245,-0.01036221,-0.027161077,-0.022840828,-0.85547245,-0.034486964,0.00033311546,0.044169247,-0.85547245,-0.85547245,-0.017920535,-0.015657006,-0.85547245,-0.85547245,0.010714658,-0.007738263,-0.85547245,0.060721084,0.015279727,0.03216217,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.011850395,-0.0036102235,-0.85547245,0.009560686
0.0049912357,-0.85547245,-0.85547245,-0.85547245,-0.036922514,-0.04465875,0.00027444726,-0.85547245,-0.85547245,-0.06773125,-0.85547245,-0.85547245,-0.06169765,-0.032189775,-0.12201621,0.0034192437,-0.85547245,-0.004418252,-0.05632417,-0.015889084,0.008440989,-0.05797705,-0.035872284,-0.10927963,-0.038386665,-0.85547245,-0.073980644,-0.04326714,-0.014983449,-0.85547245,-0.087564796,-0.039068274,0.006830305,-0.85547245,-0.85547245,-0.040598452,-0.02914898,-0.85547245,-0.85547245,-0.038580798,-0.017086571,-0.85547245,0.034142107,-0.005640725,0.009721745,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.017061988,-0.035184685,-0.85547245,-0.038073488
-0.0049666287,-0.85547245,-0.85547245,-0.85547245,-0.07189849,-0.1187446,-0.027500268,-0.85547245,-0.85547245,-0.14447515,-0.85547245,-0.85547245,-0.11858094,-0.042947512,-0.20040599,-0.07846129,-0.85547245,-0.059148226,-0.10212929,-0.078501746,-0.038854618,-0.12570861,-0.04687585,-0.16991265,-0.11015391,-0.85547245,-0.15326382,-0.093731925,-0.054751024,-0.85547245,-0.14112431,-0.082573034,-0.04565852,-0.85547245,-0.85547245,-0.104944184,-0.10178298,-0.85547245,-0.85547245,-0.10838723,-0.05695256,-0.85547245,-0.013396889,-0.052770194,-0.05295509,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.083353706,-0.08288947,-0.85547245,-0.09615389
-0.0061783306,-0.85547245,-0.85547245,-0.85547245,-0.20658042,-0.20028579,-0.1322294,-0.85547245,-0.85547245,-0.19518471,-0.85547245,-0.85547245,-0.20854077,-0.077636406,-0.42920503,-0.16385879,-0.85547245,-0.1721533,-0.2403001,-0.20489496,-0.1331443,-0.23758774,-0.09779469,-0.27751648,-0.18554749,-0.85547245,-0.27420682,-0.20011948,-0.14880973,-0.85547245,-0.35811558,-0.18495302,-0.17908537,-0.85547245,-0.85547245,-0.20723446,-0.18626803,-0.85547245,-0.85547245,-0.18763009,-0.13503595,-0.85547245,-0.027462792,-0.17788729,-0.16317788,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.18348067,-0.22101936,-0.85547245,-0.19487545
-0.007102148,-0.85547245,-0.85547245,-0.85547245,-0.4500705,-0.49156177,-0.3605538,-0.85547245,-0.85547245,-0.4148603,-0.85547245,-0.85547245,-0.44678771,-0.20523927,-0.75127655,-0.37144542,-0.85547245,-0.33026382,-0.43019575,-0.4602431,-0.20954648,-0.49237552,-0.2522989,-0.56123114,-0.44304568,-0.85547245,-0.60696054,-0.4312609,-0.4201959,-0.85547245,-0.50619406,-0.42411014,-0.41388816,-0.85547245,-0.85547245,-0.4394038,-0.41180894,-0.85547245,-0.85547245,-0.5571837,-0.31172732,-0.85547245,-0.31497088,-0.41342142,-0.40487656,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.3736071,-0.4906191,-0.85547245,-0.42851785
-0.013866964,-0.85547245,-0.85547245,-0.85547245,-0.7599567,-0.78964186,-0.59458864,-0.85547245,-0.85547245,-0.73053265,-0.85547245,-0.85547245,-0.7890511,-0.6437111,-0.9558063,-0.6677809,-0.85547245,-0.6815982,-0.7670598,-0.8487211,-0.65652525,-0.78071254,-0.5601788,-0.87056816,-0.67416036,-0.85547245,-0.92660475,-0.7439653,-0.7598657,-0.85547245,-0.9112877,-0.7724933,-0.78382015,-0.85547245,-0.85547245,-0.67287534,-0.7453979,-0.85547245,-0.85547245,-0.72962946,-0.60256,-0.85547245,-0.63903487,-0.7547887,-0.72616327,-0.85547245,-0.85547245,-0.85547245,-0.85547245,-0.7010945,-0.733769,-0.85547245,-0.7584548
