0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2503.5542,3.0,290.0591,0.0,250.0,290.0591,102.0,290.0591,290.0591,17.0,1.5,290.0591,-2.596546,290.0591,0.8
2013.0,3.0,290.0591,1.0,240.0,290.0591,91.0,290.0591,290.0591,18.410313,0.7,290.0591,-2.7,290.0591,1.2
2013.0,3.0,290.0591,8.697522,238.0,290.0591,83.0,290.0591,290.0591,17.0,1.5,290.0591,-2.5,290.0591,0.6
2013.0,3.0,290.0591,3.0,243.0,290.0591,86.0,290.0591,290.0591,17.0,0.3,290.0591,-2.7,290.0591,0.3786233
2013.0,3.0,290.0591,4.0,246.0,290.0591,57.0,290.0591,290.0591,17.0,-0.9,290.0591,-3.3,290.0591,0.5
2013.0,3.0,290.0591,5.0,275.0,290.0591,86.8557,290.0591,290.0591,17.0,1.6,290.0591,-1.5,290.0591,0.31242195
2399.102,3.0,290.0591,6.0,237.8628,290.0591,41.0,290.0591,290.0591,17.0,0.3,290.0591,-2.7,290.0591,0.4
2013.0,3.0,290.0591,7.0,242.45512,290.0591,46.0,290.0591,290.0591,17.0,5.9366775,290.0591,-1.7648079,290.0591,1.5
2013.0,2.4400601,290.0591,8.0,292.0,290.0591,87.11369,290.0591,290.0591,17.0,8.3,290.0591,-1.949178,290.0591,0.8
2013.0,3.0,290.0591,9.0,251.0,290.0591,87.51557,290.0591,290.0591,18.485638,10.1,290.0591,-1.7223308,290.0591,0.6
2497.1482,3.0,290.0591,10.0,228.0,290.0591,87.55272,290.0591,290.0591,18.02501,12.7,290.0591,-1.6,290.0591,1.2
2013.0,3.0,290.0591,11.0,217.0,290.0591,87.45584,290.0591,290.0591,17.0,4.6778975,290.0591,-1.6,290.0591,1.7
2013.0,3.0,290.0591,12.0,255.0,290.0591,87.2358,290.0591,290.0591,17.0,5.4902472,290.0591,-3.1,290.0591,0.3128081
2546.1003,3.0,290.0591,13.0,258.0,290.0591,111.0,290.0591,290.0591,17.0,5.0960646,290.0591,-3.2,290.0591,0.341947
2013.0,3.0,290.0591,14.0,277.0,290.0591,102.0,290.0591,290.0591,39.0,4.973586,290.0591,-3.2,290.0591,0.2601977
2013.0,3.0,290.0591,15.0,282.0,290.0591,79.0,290.0591,290.0591,19.150028,6.445179,290.0591,-1.8,290.0591,0.28249782
2013.0,3.0,290.0591,16.0,243.46738,290.0591,62.0,290.0591,290.0591,18.073788,5.6834373,290.0591,-1.5940311,290.0591,1.9
2013.0,3.0,290.0591,8.558178,216.0,290.0591,87.61458,290.0591,290.0591,17.99908,4.615487,290.0591,-1.7,290.0591,1.4
2013.0,3.0,290.0591,8.428133,201.0,290.0591,76.0,290.0591,290.0591,17.856213,4.5802336,290.0591,-2.5,290.0591,1.9
2463.795,3.0,290.0591,8.177602,211.0,290.0591,79.0,290.0591,290.0591,10.0,13.4,290.0591,-2.6,290.0591,1.5
2013.0,3.0,290.0591,8.780689,227.0,290.0591,99.0,290.0591,290.0591,18.115183,11.8,290.0591,-2.1,290.0591,1.5
2013.0,3.0,290.0591,9.344965,282.0,290.0591,114.0,290.0591,290.0591,19.546242,9.2,290.0591,-1.8936888,290.0591,1.4
2013.0,3.0,290.0591,8.814502,243.335,290.0591,87.57112,290.0591,290.0591,18.18717,7.5,290.0591,-1.7020403,290.0591,1.3
2013.0,3.0,290.0591,8.7827425,243.2378,290.0591,87.5144,290.0591,290.0591,18.182917,6.6,290.0591,-1.6959451,290.0591,0.1
