var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99
34.036734707138514,49.82725500100878,64.74548091802887,48.22551644534776,53.092699424424616,48.95291305779243,65.62607051687972,43.49059285153879,37.06589022521281,35.22666991412737,58.01017782888869,40.973935434002584,84.6376219678809,46.16343155673428,42.218776698829856,61.580812560727786,52.21271626482016,27.732775760930156,49.19066243701631,59.087784657568754,29.537395539108914,34.0001314460074,53.884417231313186,39.83236262618421,49.47621823844985,47.990399266738216,52.4610919121817,32.030914643646256,33.72427451330211,38.87038010736691,73.82713740581693,46.31350157279876,49.42581843010145,53.244533096795074,56.914673534111564,57.797520456700965,63.222848985361914,59.16445099094796,26.827700194516865,32.54834987707308,59.901759018191925,43.77640381473974,32.95504288857953,56.84428526755066,56.19297270867119,53.17395341150274,34.04252900482992,67.38674873100602,24.209400276773646,47.7685887122486,72.86770501381906,50.11300563077084,48.33491917726369,40.69558203946373,53.00154257104155,52.69632085542939,60.83405013163307,25.477683555431895,36.69597562448405,32.6491042291256,53.01493053348177,40.318455549346076,40.83808149624368,36.911980109820945,22.51304615982016,50.211596254744606,42.23622428935187,41.69258662163396,78.0013090698318,47.56792187694258,39.11800645119559,50.112513640197335,55.917418386890986,50.606811849648466,54.89213831026834,19.71651965550494,71.81254428950174,61.24801482313171,40.632059275087265,43.86375534213666,51.25717685668036,43.14079584345639,40.882840817591706,41.920237328969456,60.12382715800021,71.26216907719878,53.60589507729742,38.82671860021568,31.366036212727685,50.8361682621712,55.26586374713428,32.87175797998478,63.530344756263254,72.25687439122943,44.03105144967161,51.73201169553183,50.120134575202776,42.31887700910795,43.73516611413164,45.89977829196437
59.166793361409745,46.90639279694468,54.57692226433154,47.0066543943979,38.88977737044894,36.806170414878515,54.79577154422971,52.859693154432264,63.93049779129962,40.579168691577856,32.00144091621852,21.099434434375475,46.486009106010016,61.79291662846138,33.936968218764044,53.34942818847492,22.09521129649185,26.344241207360998,51.36818208627741,47.82765829314674,35.86929773820105,29.343369480680437,52.65897540189599,68.17265444684286,40.08324619257646,18.528433155123107,52.34949236504749,30.210091900886617,44.56653743126847,56.6298882474446,39.049191899544574,59.89372919904282,77.55436646610738,56.570025658886586,22.476145954597374,56.77531837956205,46.581381471659,30.7747437606416,42.37848509317951,30.494503828804483,43.548170059890076,20.77931647972539,44.23345955467096,79.35326846645714,50.87733628594328,32.459517178010685,34.3085876566692,61.056092587783134,46.11652196518147,33.18442712326333,53.9632224293793,44.269390502168804,45.48465194629235,32.528660525690796,34.145490956588574,51.89986392724642,34.84521049792035,20.85912406325575,57.06753547288855,50.41732430214474,62.274963837759685,37.97492975400171,49.50153723688263,59.96058669545085,56.26536816915672,50.1237820494928,59.38418481797183,41.006462728021,47.68957187568421,45.59085130298886,52.619404648601744,32.67597055040374,43.54455468002934,47.204010053148814,49.20376950468678,30.12407418920173,65.9498555599486,59.6078058740089,41.386325345957985,50.79796778134325,59.975438140052056,49.01226916954942,29.411920396654885,42.493010297421044,52.6954678426458,39.68906064698588,38.47008012514633,47.35413957639752,56.32738561604165,56.05187239676562,45.152738549332554,45.53363245560154,37.31341453349478,59.97529981773173,52.77426895987162,52.72404224223686,44.57344736765751,43.597330200925796,59.86062314789762,57.044459521202384
64.99480159190982,27.21068916680446,39.727032087763604,48.81551787188957,43.9585777995664,69.0530428640272,26.486092707423683,56.252443040955654,58.70392826454506,53.59875647075003,33.222082903112735,51.015774929001545,31.927559864067337,56.160471991772056,30.67370554843597,50.572371344567465,43.21080397983401,37.26139290956209,49.93488769724241,61.50646927855049,23.002830057526513,57.11586108382628,34.34779437434836,62.667269311923576,36.46730734435261,59.669185303635494,46.7025365687964,30.978156728632985,35.18193817424614,59.210238868533615,42.028793219802864,51.50633284184869,49.200171738776206,36.120584241106314,38.90279668129544,67.70700033928865,36.202072177863954,38.266903626133335,39.8513165161058,44.436988191252034,44.552273197348896,46.12429278456401,61.55599228503103,41.83740191785358,75.3963676349107,31.980408956741815,37.909089238296396,53.428747847574236,51.99331799607906,68.53284544383729,47.07778625467595,59.70201061878627,46.242835812434535,61.36198683202297,47.19106311321534,58.56346618877291,49.49576693524963,44.259601094929536,63.93337701543525,45.88024247290742,31.966883969786426,43.00150782441373,59.3745482239175,43.58090129104771,61.7928568357425,25.0876212502854,52.03968083763394,51.773188479843775,40.300668558492596,65.0861093454644,43.52561173573535,69.2337846869352,50.1262599500691,68.41630797738006,44.11764058523016,53.29074311238687,66.49430067529208,35.13288680485231,39.50675100968109,42.620179109597764,40.517577312935906,78.41836865247846,32.43686309317448,61.32047806794112,33.68532183444703,43.94785871759572,47.88131322313973,45.82192871397849,33.08696919058911,63.68738567972296,25.5635040173881,36.53701145313026,50.00206880142146,63.3386345633324,26.864037757176046,37.84529798512121,69.56221532412842,54.298150139584656,60.01668269548337,31.703551995866754
61.53014914842559,50.08927744657446,54.905323111239056,47.451145866067804,47.966317818296844,37.671386438514375,48.34010607137902,54.87563846640007,54.42395536389147,46.719261354694424,52.96128057076674,58.115467573099025,44.51947865896381,56.68762608935516,62.698470841446344,37.66222467277357,56.027304205826994,48.36409757906187,27.097454755926197,58.05624551387168,44.34418495459502,34.77118255254827,52.606402837377054,59.889965977974974,40.15965244312174,54.29477786083096,48.211969174077524,37.78759852875778,47.6036592632906,31.68575804002257,24.767745691542295,26.638406652744003,31.158655017682005,63.83219163828803,38.22180274877553,57.12396487780882,54.04230788560274,43.07153933921029,52.46620551861281,56.03821617291938,56.697371043998956,43.478508950158904,52.5291747863098,55.230932368604975,30.3774992461994,46.6300616726505,68.25965692873406,45.195439015141176,21.101845876055368,49.61507054361978,56.0621138314381,39.84434113804416,26.564781124292196,43.09210690665036,45.60469836291773,39.13511252087389,28.071702746239588,47.94324852901163,23.876375428862254,50.86764642504196,48.142944019700806,50.385753222759654,40.680901543991126,34.986475281558576,71.97006072635554,30.159544005349357,52.611275332280705,38.61939091448563,40.471243596030696,60.55490169008695,68.67745374123581,61.74078031784313,68.21346898477674,56.55258007299163,49.23776474006115,32.891277015554984,44.239011891227975,48.03153826382449,47.38509189257263,62.14814755410682,54.694439830369525,45.99137267437713,37.09261862996585,47.53195855525702,48.070461206275624,49.64077292855431,42.22466028402947,39.48378287174115,21.454733351814316,47.029066487569644,48.48076515505471,64.45790115726422,56.02307547036506,50.54410482918467,45.460257625139974,58.6531798203339,34.00820131391044,56.55442155273779,48.45425944680819,58.5993837330263
58.44001033203293,40.7035368748866,55.5438392747263,59.77656367210869,37.259894427266374,50.12190128852383,51.027339848379796,4.477293583453195,87.06959687769182,34.38848352897609,27.1510171282526,63.16650559728716,41.715171102143294,67.86446376642074,35.58908774028022,45.608254615733344,38.193422225410536,41.553071897708485,66.65806070759415,46.042059461550544,45.960001692404795,51.27345527143154,55.292302560077566,44.68634412288342,67.3493491761389,35.85402999313901,35.633914006235266,26.668933345555338,51.93103710249572,39.802596581490945,64.99393755642288,39.98617752706267,31.644415438738804,34.266518796132836,47.424985432831626,72.38892627145644,48.744547604859335,77.85390947247815,33.00878754590419,60.637232228854835,31.260317411905515,59.71671593156483,42.17790388796894,52.18258131564227,14.428197430808389,31.416914770046013,46.05278270477872,68.58699846786743,50.659924803153174,41.5935881731699,29.533190488409083,58.353369163588575,42.94027354928457,86.29837935479048,49.957898097952075,55.332656216644025,53.97380464192398,46.81327139221908,48.456281083844345,52.964234490116624,60.17398807815201,49.48678945199441,51.756977420383926,49.39825152170082,53.16133727314583,41.28446501138406,62.21788920378265,49.5615058346549,73.46723497559341,28.00515902464201,59.974287446056934,50.719074245404364,58.005554597934704,74.59041593365612,32.417736168569945,56.2739457411251,46.70867182715177,33.791976820369435,53.01754978829389,61.62406678731497,37.212903628022715,50.22737690274641,58.50638359946088,47.799338915925105,58.21209489407235,20.087713578650014,43.83949606871878,30.499328023781537,23.626540451555044,53.1542662419851,31.345709674384064,47.50899579708899,39.60441754081736,45.62923557245641,28.209016219288912,73.3520374311991,45.39513709634423,34.993486232677114,65.05179511475902,32.5189273339423
36.49469107853393,63.733849825488335,16.7846278293553,58.072260267377544,49.191616085835605,45.93301136124879,22.827597607993944,25.157409296175555,66.82365583385403,55.687279031883634,52.93099166604162,39.95718818661349,39.518279844550726,71.4131091022571,55.22463511858295,55.84419697635626,35.12780549467896,70.1891852277274,37.76713545028376,32.394303303224916,31.72120260848019,56.95715738629457,40.48804635038661,58.790262823667824,21.910103387651656,35.18903632935863,49.38883964445168,60.149884260988046,67.13763182822768,28.579689119667695,16.722752331034478,54.90574910502284,49.32996509483852,57.51191465056897,56.328261110712376,25.935623940144865,23.940842274570382,49.180356338268126,51.18207885418081,54.722280917381795,55.2268280652693,38.4433129529928,27.604959099091765,41.56742914589812,51.316664350591516,40.48906438424657,46.272675375131755,55.394681789442764,60.09352585642656,29.915891637658177,51.985362836438206,70.32343110195676,76.70481198127455,45.179828288255294,48.52696752510151,36.40569363464022,35.413455713192874,64.99637250944662,43.120819209712266,60.25115544452587,39.61988854686101,60.97008199047567,30.944037796830184,59.26569021781327,54.55123619552691,37.36667011578597,38.46339907433342,40.596163268247516,52.06879925096818,38.882229291180536,52.7624783475936,54.51666291767342,52.230782124427655,41.74227620808561,51.24125858119821,61.67911771488677,32.783645464590045,51.44571762742979,53.235210074627574,34.30553749427744,50.09018207869183,41.307102565774066,64.79493637621383,53.31524084568897,47.563686365000436,47.245038932158536,33.296047840002494,34.15608202824402,41.547231618284194,62.431503313765724,52.37881237394169,19.646244272115702,27.028925947724755,40.71402015807707,47.70931747003948,35.545782635784086,41.38869581778869,36.209714544757404,33.84079723656422,55.72192227087877
42.944646217418374,55.066796084822094,66.1553372035698,19.362828667008202,26.482899841984356,71.15539718450938,45.06083286186085,76.97963776875473,47.29975366938461,69.23001589700495,71.57653966588632,65.35296411359374,45.22783214135842,71.01703646305252,41.682038894382316,41.030248198535794,62.37696585305076,62.24723503697908,39.03179907142055,27.292092983696346,51.436104346103335,39.6001996086723,50.01939233729112,66.82991590528705,39.35540894901169,29.328800635290733,61.93006423448093,44.15438460348724,37.13399993404552,43.82230650967493,55.57946788558795,35.67680779489691,52.05525742869576,66.55588599855005,34.88548539084565,37.33369327600083,38.528069216722905,42.303693257736214,58.42840544712101,50.242593239223915,37.52705964943853,48.468065314358476,28.604185943983552,62.72811008825741,30.473282841575333,72.81889676164795,49.253887809378824,61.9784457073339,46.691058378910384,30.120958330074682,24.122623153489773,39.624449538179924,59.2307539434588,32.61359219581291,48.77897451989027,63.25159045927349,53.980227256587746,30.0451594712852,67.27098605045097,49.94669266816794,38.971045707486006,35.17415463690881,48.19920312621885,45.775086521686326,45.98194213428314,51.70730378958327,42.723662337679286,46.50297779556397,60.24762574226067,57.40814566139345,58.39506409616722,30.58632069178164,75.29291769586501,45.5148156407993,43.65687595986278,37.690103942171504,56.09556163061483,48.06840046221004,44.36195091902921,61.813234084710615,34.31747842585144,43.1303420304015,44.47057630460437,28.73933790599552,82.72572129331874,55.176453928994036,29.109582894820967,83.15500962626383,58.2381658806331,43.49490300881757,55.73981635057709,31.603007293867545,50.858354352198866,90.86430181929022,27.122043204252908,38.622051545110025,32.24374872279438,45.63833646300608,60.5889760204389,39.416155481203155
39.85197435210062,53.929846418736155,56.47942357028665,33.23216502360179,55.30482288406338,49.62160441659799,41.00127821129841,48.36008240709118,49.13477108090036,63.82384358729321,46.865033738839564,56.52456806026473,45.43498130437512,47.92904824429096,28.329415936818013,33.04938332465922,33.26574028884667,50.058992675282,16.30196876738611,55.575469756100865,43.30950978214907,59.59613001655875,46.28465607604391,60.96565747342146,46.28740941316128,51.908864528619766,39.787088718618115,56.88880409384938,36.14405715424458,21.458363245587282,60.912854626406805,47.5275580039394,39.10974849385018,51.03544259614416,47.8438692033624,64.95388039799096,26.096582384297403,51.54758758221822,32.430307670939904,12.563899761283363,48.17697602013035,40.5461384973691,38.82336648918829,62.22278798792362,45.978120477857786,32.64364495790133,59.99012887774848,57.916411156017126,53.15797940159148,62.748799270274674,68.75279990330336,45.69127237963907,57.35089670241865,14.713402110805074,71.41576561958324,41.6788087624282,39.723372522425166,37.84594279800651,58.09955760336346,52.33114702480502,38.81922529578678,64.6644958968597,43.30029577062942,65.61322134940116,67.38881861226444,52.1103278838681,75.79483805462593,14.222894613094201,34.26215140009103,33.91501489840983,85.8163892740586,22.712176855698644,73.6338052540936,40.32822572637314,52.65151170272589,66.39263150117266,42.76508670964133,56.28481669586042,26.249732799827488,55.256435064042705,53.021195795077595,36.54833767462502,57.53458202319323,47.49455349221053,55.56821614395454,54.000308426972964,39.54061662295083,53.17932468764923,47.61615953400422,35.533534838206585,71.21835870489132,27.87481544552581,41.757525629155644,34.22360980114677,33.798460549731004,47.25628866422625,68.0499001640082,41.18538587214032,40.42850358358149,37.868491103998046
55.51149176803309,61.40350058564495,38.400679476424955,66.60838800736417,54.7587994232621,63.77379731356522,59.289853186799206,62.80613401640271,50.18498912188545,44.41741015596108,43.186879375058055,60.140170203414236,40.74698129080996,46.48867237372684,40.549830297927755,35.09033629076678,43.98910596642595,50.096450277627795,59.62482016139189,78.77389778983817,46.422680052608584,45.45005208675693,37.78127976105938,50.05833040786792,33.31713344162585,59.193450024021885,49.549350338958035,57.51429689408843,37.12199210314646,51.916086217759826,64.88534214573704,57.8147515029866,39.490825462168715,69.42322968105655,50.45410787423195,34.525848865442576,53.12267684264239,37.877943021666226,54.744399065349334,32.171114823347736,59.6602280864009,43.3340692757453,41.90376803616918,52.18575128505272,34.146313663819946,28.559404857226443,57.56319186528673,44.92446773764173,44.93130603886708,58.842096740078304,59.10276263881484,43.37828713456124,41.34914664058456,53.48793944587775,56.88579262631154,62.707452517206676,71.67626351562838,23.569132137038345,37.69732673322235,56.886521308803665,30.90272902168994,45.32647771411841,34.519869129656534,48.46389535149895,60.171983992488045,65.19122033127368,63.781391786185246,32.353677186547344,14.953900338952675,31.604619283691356,53.85419142829466,55.193581010041,40.91682489637261,54.482245987152844,42.98835986271399,56.783423541158456,69.22827114038682,62.02304867701212,41.73631927502771,42.263352704171204,66.5620784048326,29.602213160820746,45.37625365305949,17.29468341179387,55.09551306081799,68.34705624755584,54.84038707543546,59.529625051631115,42.92942716318027,29.04321617486172,47.79539178787813,33.340106375287746,21.56071855147211,39.01341981391242,42.08301059336433,46.268446574031,59.35765709118611,59.23587276630976,39.92201046973368,25.778980655870157
30.361454725494127,53.22947105330737,44.83574880104184,43.16451471745783,51.20118408828555,66.65432327811719,63.835640130175555,28.320785492712545,31.44316531072093,53.407856192700244,37.489530295222956,44.090933589432304,40.174764183738056,63.03847560491327,51.93618905710224,68.61372768648076,60.25296441502626,66.4164354743871,46.71390921840924,55.59646756869148,37.83838556204041,47.925462328605505,43.49156650684133,67.89432947235662,33.877194030029415,61.8739030849735,61.89664563228748,55.33517898257508,77.97927049779425,45.80058373519122,69.41414458645232,63.12040634142907,52.17407916473748,41.551068608771565,25.313128782013372,27.434157338910847,28.47531363833113,59.148370867729625,53.96649347971237,47.851434258227314,51.702746068245155,38.053572714009555,66.44715983366275,10.28264305644639,59.470319396194526,53.44464537029526,54.394639885319755,28.275078288661152,33.703501923662316,47.97585965142374,40.42106295047061,52.41342161171967,55.70973715691666,30.216555335701177,20.261652507757248,35.63559770883864,43.73628120353085,48.79495662335108,44.245421006894134,45.599131911223964,53.790560593220754,67.47321326105474,53.15867553536612,47.49896112645779,41.122311774548855,33.59337976705867,52.70804038952556,38.05758907191092,42.55925042810906,63.34595735687358,40.217647291354055,52.880178125522114,57.09147280078993,58.442616083818194,87.1752004616587,42.639055632743286,61.330404384881334,49.38631401082934,42.17093313540075,48.2890981713274,59.698395155994454,35.617390762295145,34.215296450708244,24.153533807284475,69.70101078880687,53.77906561611289,43.35458195764837,26.359125836911446,14.474631343715998,18.997052730178265,49.42391020075003,38.90224840884602,62.32434738820268,35.41826193656492,67.5357612212238,39.12816436677107,27.499879230503048,27.92292572685933,38.49921823978867,36.017306608631614
