var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49
40.55062526646564,51.3355715587938,44.74589084531854,21.773145470659795,77.59729392125035,59.87243991142022,46.3534059364352,57.60935698161658,39.47129581237745,44.6050755242806,30.970971309663096,33.3702051408673,44.41107725984785,46.669697148777054,48.656154120384336,19.394852496512307,27.71627294013967,39.88221131983865,74.36557917779453,19.442817417455323,54.71759365418169,52.738271315058384,76.8050117481938,65.66634265364476,43.11075769847945,40.926085233037114,61.52566815033152,38.583274207423194,56.00034469461434,60.870313303447574,54.16050635825358,45.6378546765686,56.863456184542265,56.048007370990724,56.22983372976517,69.34970902164277,55.7810074545687,39.993908023136655,53.25930539541262,57.99787568537451,35.99697714444009,59.11177438408206,18.75746087141344,24.289368939971464,45.99982638713195,58.50396474317838,52.65527867935393,46.99153116010103,68.58382661926463,53.07327690328375
49.23898165982996,71.88177208680828,54.88840904249651,47.580537143127565,56.061285609061116,42.83884899408894,24.97178042867643,48.84603145919102,18.23712053359312,39.600494278356926,39.782279007997374,40.01918829606001,41.73980173774131,63.78828882918643,56.09263178992863,43.61711761529915,30.852364824092216,39.65727357254858,43.34110700530097,7.489836806282415,53.475322167275735,30.392195573745603,17.877696554640405,85.68149559246548,31.07223708495152,48.72394220175915,41.14243191346207,44.67706102129351,60.28434654278373,35.69076337344936,46.076151137976964,58.93968639739394,62.94704194977299,41.50081692421697,44.31604440632292,70.66572977206583,16.32442275788587,43.74378563221428,49.58776052608584,41.96348609422973,35.96883571548608,29.524067349317352,3.3009554514213724,63.23931091576688,27.882990856682138,37.91126924195832,26.019955292690945,31.27228083126802,44.34777451073617,36.44923216433923
38.05262519859993,33.6389803121142,61.33048790339083,52.09521092548925,51.72119263294975,41.87517815923397,55.759199322244314,24.6143126994867,25.547040520175553,33.47235595616161,45.30004610305242,73.71347782114576,45.4881500139215,33.80862027529881,44.439694891056,49.01390412573976,64.22110237042358,59.059871199847976,27.545034297030337,48.712544550524626,45.69186386054712,76.07707140847866,62.07745793706375,48.28572735515612,52.573589645108775,58.172693311563904,66.609074456892,48.836821336415674,54.81943954223958,54.79076104416123,49.41159871691588,51.240455004403955,35.015115570780154,39.31816579010211,53.27529820703897,36.647636111203795,48.628985048656425,58.41003898434757,41.90704209858377,58.40398169717722,36.62062560326173,63.39306816245794,42.433955510679674,26.40321427282543,66.00938679572337,34.058822127513416,48.72716241050907,71.29913920519654,67.4272108949405,35.37735929074206
66.93791208904695,41.41105135600885,44.18773878729907,72.68349385114279,55.957241716629916,31.633127391395263,45.66834865846078,49.478969367074264,19.246723581678165,69.99570577042086,42.05288615826602,47.06245947137634,44.90661884384236,51.66463166965933,62.39997540626435,39.04882174934888,29.34992859149512,28.97305665527783,68.25973407549135,45.30310097549199,39.720499790702,59.41796170469843,73.32569760605881,35.256240829887574,35.164974049303844,56.140821100440974,32.371292858701025,23.597908926632083,69.30696549893963,47.03428862352294,48.27077628163913,42.25967333733356,13.512167568312474,39.825860285876864,37.31483217629236,41.06734658067244,52.8401211236466,41.14958767461618,48.753091751739255,73.38104893649532,49.77661365776861,43.24311871491403,80.68941338358574,57.325339150937516,40.02634393243364,57.93053992284479,58.07192657589471,32.05381041085276,67.60462981988073,34.23252259714434
35.90217906856869,57.38104935121846,29.497478852718846,31.342182473379467,41.06814628110497,43.96864787097983,48.27770628891722,12.345333768772841,49.457132219361306,45.365013481736455,16.217106216781044,27.904283355745108,52.76093603260439,35.06365277471291,41.10954274360058,44.45357152040735,45.619208546513676,42.5573653806085,45.991111222798224,28.574463270153796,56.746401582308465,36.31180879154971,57.850393029086945,67.05008237493186,35.53913311983828,58.09767139341925,48.0757016454776,65.87835454253567,38.25415889815496,68.38491162142432,50.66849559350709,66.5433435299704,73.99862755813088,46.675072753987024,39.89320845081272,55.831679541178666,68.97364074990388,60.57386604713965,70.38014887897143,45.06326768552432,39.62504582440622,56.708515024875446,43.9595108821895,12.141516756368164,46.134378814565665,45.752831505892054,34.56699155100311,42.21484091622343,44.133242365051515,39.887580958008826
59.597996811689946,36.87283056513249,66.50680672383838,60.34442113850654,32.726753889520744,68.62060746881221,17.999385713154084,25.511063599691695,32.76430854790485,43.71910544482164,32.51699238855824,37.41541934223731,52.14855926789182,50.17980226968978,59.2175467611641,31.427083303855703,43.84777441533499,36.293366162592605,39.375180236582054,21.046395348927163,24.87981041345471,42.78374333456264,49.24644599382524,27.179679655610258,38.81528772431089,36.83317026654136,49.37117276085087,41.94355298877527,28.06990446925137,39.3305525605058,60.68855892615474,35.59617962797285,55.35268156821636,53.15091176274788,70.20074363235574,59.619291452243,49.11319500158597,62.69992709009889,70.01013673597355,61.864911863117456,24.089386459373284,71.2988603257702,31.414394462189197,39.01717682780825,36.26656728809111,29.04744382613566,41.76784096286502,50.59974627777404,45.98576543273037,46.888640313173966
52.79253236086137,51.96639025723676,31.141727235095637,50.34122470371041,29.514283472161157,53.43149744872125,45.71236763432005,37.85914289987434,21.734045503821154,65.57472320793254,44.89445270642235,42.46302127663915,45.806541085538846,45.87148412335491,49.116998200464,35.534898268640376,43.92887459021508,33.706508337800805,28.694444492428126,40.61876630169574,100.0,53.91635506911319,37.95676799704847,22.71863913708183,22.765781799990634,51.92851425949809,33.45970881333422,70.48577134468411,39.45814806140073,29.146607427092025,40.85260549026135,44.97282523616275,23.324421748161907,81.77065002631328,41.75009398283964,56.39399708272481,72.71999834177818,29.73113918754796,44.68141377644521,35.42958708664395,53.41234071962009,35.51688847171661,37.56845066666461,58.23343488804378,52.733290243333826,65.05698296252679,21.213030869327888,51.11780115586116,28.51135165136882,33.06282286721533
60.08266540504462,60.01113626560229,54.12365615692937,45.83869454850858,48.74850228602212,81.55010490989115,36.096821388261226,63.618561571174844,40.68988229090388,40.79239927030947,53.618046296337,50.535208922939766,37.0446533221145,50.43827294934932,71.49094043983655,56.799596225118236,39.76154913404022,46.64509069556306,45.64643948833608,52.116775464599115,59.74704367388605,44.97189625649857,47.87471512761998,49.20212305292494,24.88726955882972,52.16971030533778,16.939739380632624,32.33947086393249,48.601994461763,33.49797930813747,64.28435770187755,37.44172934365558,56.336557189297835,43.63266503601832,50.914638727052484,55.96390696583723,45.19511294008043,46.02672879274852,17.337827423966147,61.832069870083245,65.67830352810967,45.48952987349361,47.3974229698421,39.05787477193681,14.212470006838647,30.857536382014114,50.25587790856028,34.14677384569283,54.470630215059316,42.511202811470675
42.07981244446533,74.27850464594934,36.445925862261035,41.29743318304162,46.6597381576538,40.96586410074056,29.65527066056918,73.91376743505388,57.92425246073242,47.087622418470374,51.77205879630093,44.384003893885684,31.813845797472446,32.950426257631676,58.7860960918443,70.08840992096975,60.68423666110734,22.02763527520877,26.120342521283025,60.51761908696205,85.04580844647734,30.731017641345808,15.069138357336579,60.049123379295985,31.012106275997656,62.90878137655144,32.33928854754239,33.8376715244317,49.16432046087836,34.23668483456168,26.013297174589532,48.35657303433185,33.03168267248945,48.05034636434966,33.34902785320701,56.753813262810255,36.172700499438825,71.07736133050834,56.378167405053304,83.15974453533562,34.229687091033064,63.483762913594944,55.49706122706519,38.33568920498724,42.453864553956,47.99077701561853,31.544908490077386,58.345941106572546,24.29500358263363,56.30096644529114
63.98687876538301,72.26130863251545,41.93600246262811,39.1684609203745,41.428452733455075,37.37497560180996,29.770232041778694,32.410421928885256,34.5049830247263,48.96681290591162,39.12123632984488,52.15313059508097,37.174878264349836,39.23507980645233,39.42767293965736,34.95548054167602,35.86450129928348,75.17075842465482,35.1703120696275,18.948671194297603,56.63986197771075,38.67067079084898,45.70388501693578,36.46518607741977,48.7197484148039,43.356059250627695,48.33240475570819,30.83214943268591,56.945478169794626,45.56396762257979,53.3855027626916,50.20617563025557,63.234213681258964,30.44530874648649,42.528664195557226,20.358570372402138,30.617854611364045,65.91349029853149,56.835191286416915,49.28904637703655,51.99481456613468,33.34832989972141,43.35281246857653,60.1837849915812,28.348203233291628,43.12121552683008,47.88220875473285,75.7695997348155,64.2392233629732,52.23103957789172
46.91822746053101,70.24869279957527,41.686755168431134,43.82949168229198,36.99485644553222,47.447463231869875,60.735798657798846,46.298208543189425,49.33624397693481,34.36075092376445,61.71449610581455,56.99965175462529,78.1212526761915,41.725872399130814,35.03408021189489,35.55503837010297,53.39372454884373,70.42739240069588,29.298150561201343,52.39024290710013,20.08395121013203,58.72343461496398,39.15805360043882,62.37843290526662,41.69815899435418,50.423834320365124,37.211813845707645,23.623522543543807,55.20475081944582,42.7553748424771,37.1046016711372,51.17320109409475,53.83931458674381,56.62023079478591,51.160035798255,30.344813270339664,46.880095069030055,47.35400786693275,31.763852608461633,39.45195174835334,52.06372403614262,54.64489891724539,48.14177865092764,48.41872794151289,49.11474879080485,21.438515221554965,29.37623631644644,44.88294255046871,19.378449546735737,40.87104279113295
